Post Description,Post Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"the ministry of health (moh) has confirmed 399 new cases of covid-19 on tuesday (july 21).⁣⁣⁣
⁣⁣⁣
there are nine new community cases based on the ministry's investigations so far. one is a singaporean and eight are work pass holders. in addition, there are three imported cases who had been isolated or placed on a stay-home notice upon arrival in singapore.⁣⁣⁣
⁣⁣⁣
the majority of the new cases are work permit holders residing in foreign worker dormitories.⁣⁣⁣
⁣⁣⁣
""the higher number of cases today is mainly due to a batch of test results from the previous day reported to moh after the 12pm cut-off for yesterday’s reporting,"" the ministry said.⁣⁣⁣
⁣⁣⁣
the total number of covid-19 cases in singapore now stands at 48,434.",2020-07-21 08:30:52+00:00,"People blatantly not donning masks in the workplace and public, people pretending to be wearing masks with noses and mouths exposed, no spot checks, no safe distancing officers in sight😤😡",21/7/20,30,Mask,30,2,-11.98738849,6,1,0,3.047501961,0,0,0
"the ministry of health has confirmed 322 new cases of #covid19 on monday (july 13).

of the 11 new cases in the community, two are singaporeans or permanent residents and nine are work pass holders.

there are five imported cases who had been placed on a stay-home notice upon arrival in singapore.

according to moh, the higher number of cases today is mainly due to ""fewer tests being conducted by the covid-19 testing laboratories over the public holiday and weekend on july 10 and july 11, with the backlog of samples being cleared from july 12.""

the total number of covid-19 cases in singapore now stands at 46,283.

more in the #linkinbio",2020-07-13 09:12:45+00:00,"Lets stop the spread, stay home, wear your mask, and wash your hands",13/7/20,13,Mask,13,1,-12.04954727,2,1,1,5.661007974,1,0,0
"😷🍦

angered after safe distancing enforcement officers told him to put on a mask, 30-year-old food deliveryman muhammad adimin kemton began hurling verbal abuse at them.

he then stormed off to buy a packet of disposable masks from a nearby store, but proceeded to throw the newly-bought masks and a used ice-cream stick at the officers, while shouting numerous hokkien vulgarities at them. 

he was sentenced to four weeks’ jail on monday (july 13).

read more in the #linkinbio",2020-07-13 08:21:49+00:00,i didnt know asking someone to put on a mask is the new insult,13/7/20,14,Mask,14,1,-10.71706285,4,0,0,8.878721995,1,0,0
"the moh discovered nine new covid-19 infections in two separate households in block 111 on tampines street 11. 

a 66-year-old singaporean man who works at leo dormitory was confirmed to have the disease on june 23. six of his household members later tested positive. 

then, on june 27, a 15-year-old singaporean girl from a separate household reported sick and tested positive for the coronavirus. one of her household members also contracted the disease.

however, no links have been established between the two households so far, the moh said. 

more details in the #linkinbio",2020-07-02 14:00:53+00:00,"I honestly do not get it.. If we are ALL supposed to wear a mask the moment we step out of our homes even if only it is just to go down to check the letter box for letters then how can we be so easily  infected just cos pple at the block are infected? So does it means tat wearing a mask actually don't really protect us or what? Or is it cos we are packed into a crowded lift? But even so is only a minute or 2 inside the lift.. If even by wearing a mask, pple can still get infected so speedily n easily is truly scary.. Sigh",3/7/20,110,Mask,112,4,-10.95708927,25,6,4,2.593597724,0,0,1
"less than a week after singapore went into its second phase of reopening its economy, eight more places, most of them shopping centres such as vivocity and 313@somerset, were visited by people who had covid-19 and were infectious at the time.

#linkinbio for the full list of locations and timings.",2020-06-26 03:09:30+00:00,"What to do..all these are popular places ...just hv to be careful n wear masks..if Not, forever no need to go anyw5..",26/6/20,24,Mask,24,1,-11.88453462,6,1,0,8.826499369,1,0,0
"less than a week after singapore went into its second phase of reopening its economy, eight more places, most of them shopping centres such as vivocity and 313@somerset, were visited by people who had covid-19 and were infectious at the time.

#linkinbio for the full list of locations and timings.",2020-06-26 03:09:30+00:00,As Long you guys wear a mask. Reminder not to touch ur face with ur hands. Keep in mind of washing and sanitizing your hands diligently. There is nothing to worry,26/6/20,31,Mask,31,2,-11.51658742,8,1,2,4.332014051,0,0,0
"less than a week after singapore went into its second phase of reopening its economy, eight more places, most of them shopping centres such as vivocity and 313@somerset, were visited by people who had covid-19 and were infectious at the time.

#linkinbio for the full list of locations and timings.",2020-06-26 03:09:30+00:00,stay home🏡. Still many ppl never mask. Allow ppl gathering. G sleeping,27/6/20,12,Mask,12,1,-12.29519656,4,0,0,7.276823468,1,0,0
"in a reply to media queries on wednesday (june 24), the ministry of health emphasised that masks should not be removed for the whole duration while dining out. it is permitted only when one is eating or drinking.⁣⁣⁣
⁣⁣⁣
when not wearing a mask, people should minimise talking or singing to reduce the risk of droplets spreading. the masks should then be worn immediately after drinking or eating.⁣⁣⁣
⁣⁣⁣
#linkinbio for the full article",2020-06-25 04:00:34+00:00,Literally no one follows this directive though. Go to any restaurant or cafe. Everyone’s just taking their masks off as soon as they sit.,25/6/20,25,Mask,24,1,-11.20351603,3,1,0,4.732121931,0,0,1
"in a reply to media queries on wednesday (june 24), the ministry of health emphasised that masks should not be removed for the whole duration while dining out. it is permitted only when one is eating or drinking.⁣⁣⁣
⁣⁣⁣
when not wearing a mask, people should minimise talking or singing to reduce the risk of droplets spreading. the masks should then be worn immediately after drinking or eating.⁣⁣⁣
⁣⁣⁣
#linkinbio for the full article",2020-06-25 04:00:34+00:00,"Then everyone be holding boba tea and not wearing masks, claiming that they are ""drinking"" lmao😂",25/6/20,16,Mask,16,1,-12.41382199,6,1,0,12.06584383,2,0,0
"in a reply to media queries on wednesday (june 24), the ministry of health emphasised that masks should not be removed for the whole duration while dining out. it is permitted only when one is eating or drinking.⁣⁣⁣
⁣⁣⁣
when not wearing a mask, people should minimise talking or singing to reduce the risk of droplets spreading. the masks should then be worn immediately after drinking or eating.⁣⁣⁣
⁣⁣⁣
#linkinbio for the full article",2020-06-25 04:00:34+00:00,I still see many at cafes/coffee shops chatting away without their masks on. They had already finished eating and drinking.,25/6/20,21,Mask,21,1,-11.3941584,4,2,0,8.155896885,1,0,0
"the first day of phase 2 saw crowds flocking to beaches, restaurants and malls as singaporeans went out to play, dine and shop for the first time in two months. 📸 head to the #linkinbio for more of these moments captured by today’s photojournalists.",2020-06-20 07:05:29+00:00,Sigh... some people still do not know how to mask up properly,20/6/20,12,Mask,12,1,-10.79299082,3,1,0,18.68819678,2,0,0
"most activities will resume when phase 2 of the circuit breaker starts after 11.59pm this thursday, with certain limits in place, including individuals having to maintain a distance of 1m from each other at all times.

f&b outlets will also have to stop all sales by 10.30pm every day, and everyone is still required to wear a mask while outside. 
schools will gradually increase the number of students who can go&nbsp;back to campus and by june 29, students from all levels will return to school daily.

more details in the #linkinbio",2020-06-15 11:29:12+00:00,Yay now we can dine in with mask on !,15/6/20,9,Mask,9,0,-11.24967356,1,0,1,35.24890747,4,0,0
"the improved reusable face mask with bacterial filtration capabilities can be collected at community clubs (ccs) and vending machines islandwide.&nbsp;⁣
⁣
the masks can also be collected round-the-clock from vending machines at all ccs, starting 10am on may 26.⁣
⁣
#linkinbio to know more about how you can collect them.",2020-05-21 13:28:00+00:00,"If it’s 3 ply thick cloth, it can be harder for people to breathe, in fact surgical facemasks is better to breathe",21/5/20,22,Mask,22,1,-11.79179265,5,1,0,7.020728878,1,0,0
"the improved reusable face mask with bacterial filtration capabilities can be collected at community clubs (ccs) and vending machines islandwide.&nbsp;⁣
⁣
the masks can also be collected round-the-clock from vending machines at all ccs, starting 10am on may 26.⁣
⁣
#linkinbio to know more about how you can collect them.",2020-05-21 13:28:00+00:00,the ear loops are not as stretchy as before tho but thankyou for the masks,26/5/20,15,Mask,15,1,-12.03726046,1,1,0,8.826499369,1,0,0
"the 34-year-old man who&nbsp;breached his 14-day stay-home notice to have bak kut teh in public after returning from abroad last month was sentenced to six weeks’ jail on thursday (april 23).&nbsp;⁣
⁣
alan tham xiang sheng became the first individual to be dealt with for an offence related to covid-19.&nbsp;⁣
⁣
five others have been similarly charged and their cases are still pending before the courts.⁣
⁣
#linkinbio to read more.",2020-04-23 04:09:06+00:00,Everyday nationwide can see many daring people don't wear mask at workplaces and appear on TV also no one cares. He is really suay.,23/4/20,23,Mask,24,1,-11.72614224,6,2,0,6.681335131,1,0,0
"in a facebook post, mr masagos zulkifli, minister for the environment and water resources, gave an update on the enforcement work:⁣
⁣
""today, our officers found about 150 people not complying with safe distancing measures, and more than 50 who did not wear a mask outside their home today. i hope these people realise that their actions are putting their families and their community at risk.""⁣
⁣
#linkinbio to read more.",2020-04-23 01:25:16+00:00,Aiyo..why never wear masks,23/4/20,5,Mask,5,0,-13.99672229,0,0,0,12.06584383,2,0,0
"in a facebook post, mr masagos zulkifli, minister for the environment and water resources, gave an update on the enforcement work:⁣
⁣
""today, our officers found about 150 people not complying with safe distancing measures, and more than 50 who did not wear a mask outside their home today. i hope these people realise that their actions are putting their families and their community at risk.""⁣
⁣
#linkinbio to read more.",2020-04-23 01:25:16+00:00,cant be bother.. all the officers are like vultures waiting to snap on to unrealise preys.. i just wear my mask when go out and avoid crowd..,23/4/20,27,Mask,27,2,-12.04677256,7,2,2,4.763455506,0,0,0
"a fine of s$300 will apply for non-compliance with the new mask rule. those who continue to disobey all safe distancing measures including the use of masks may be fined s$1,000 and face possible prosecution. #linkinbio to learn more.",2020-04-14 12:16:16+00:00,"Simple, just wear mask or government gonna embezzle your hard earned money. Rather save your money for survival especially during this course of crisis which is unpredictable.",14/4/20,27,Mask,27,2,-11.85473452,4,1,2,3.768701943,0,0,0
"a fine of s$300 will apply for non-compliance with the new mask rule. those who continue to disobey all safe distancing measures including the use of masks may be fined s$1,000 and face possible prosecution. #linkinbio to learn more.",2020-04-14 12:16:16+00:00,Do u know how hot isit in a kitchen and llus masks sian,15/4/20,13,Mask,13,1,-13.91057167,2,1,0,8.826499369,1,0,0
"the ministry of health confirmed 233 new cases of covid-19 infection in singapore as of 12pm on sunday (april 12). this was the second time in a week that the number crossed the 200 mark. ⁣
⁣
the authorities also reported the emergence of seven new clusters with black tap at bayfront avenue and a mcdonald's cluster with three outlets at forum, lido and parklane among them.⁣
⁣
#linkinbio to learn more.⁣",2020-04-12 18:38:23+00:00,"So envy Taiwanese. From beginning closed border, issue and compulsory wear mask...Etc. Their leaders use common sense instead of politics tackle this pandemic.We are all now punished by some clowns indecisiveness. Thought money can always resolve everything. Can these clowns use circuit breaker (CB) time to self reflect or go online learn ""How to use common sense"" from now and in the future before they make important announcement(s).錢可以解決的就不是問題，現在錢都解決不了的就是問題，去反醒吧!",12/4/20,69,Mask,71,3,-12.6141295,14,4,1,1.142681395,0,0,0
"the national environment agency (nea)&nbsp;issued 43 written advisories on sunday (april 5) to hawker centre customers who broke safe-distancing rules aimed at preventing covid-19 spread.
nea officers found these patrons sitting&nbsp;on seats which have been marked out or standing&nbsp;in a queue less than one metre away from another patron, said the agency on sunday. #linkinbio to read more.",2020-04-06 15:18:31+00:00,All people delivering food should be wearing a mask and don touch their face...,6/4/20,14,Mask,14,1,-11.30996664,4,1,0,7.872818268,1,1,0
"the authorities on sunday (april 5) announced 120 new cases of covid-19 in singapore, bringing the total number of infections to 1,309. it is the highest single-day spike of infections. it is also the first time the daily number of newly reported cases has crossed the 100-mark. #linkinbio to learn more. #covid19 #singaporenews",2020-04-05 13:29:19+00:00,Wear mask or wear ventilator,5/4/20,5,Mask,5,0,-14.01453972,0,1,0,18.50493863,2,0,0
"the authorities on sunday (april 5) announced 120 new cases of covid-19 in singapore, bringing the total number of infections to 1,309. it is the highest single-day spike of infections. it is also the first time the daily number of newly reported cases has crossed the 100-mark. #linkinbio to learn more. #covid19 #singaporenews",2020-04-05 13:29:19+00:00,Make wearing mask mandatory whether asymptomatic or normal so as not to pass on & some protection is better than no mask.,5/4/20,21,Mask,21,1,-11.39264066,3,1,0,7.758122231,1,0,0
"the authorities on sunday (april 5) announced 120 new cases of covid-19 in singapore, bringing the total number of infections to 1,309. it is the highest single-day spike of infections. it is also the first time the daily number of newly reported cases has crossed the 100-mark. #linkinbio to learn more. #covid19 #singaporenews",2020-04-05 13:29:19+00:00,Jian Hao Tan just continues filming without masks.Can you do something?he has to wear masks I don't want him to get infected,6/4/20,21,Mask,24,1,-12.14491444,8,0,2,8.826499369,1,0,0
"with borders shut and travel banned as a result of the covid-19 pandemic, the aviation sector is facing an unprecedented crisis. airports around the world have come to a virtual standstill. @todayonline visual correspondent nuria ling documents changi airport as it is now, a pale shadow of its former bustling self.",2020-04-02 11:50:24+00:00,"My anaphylactic allergic reaction had worst symptoms than COVID 19. They include severe sore throat with bloody phlegm, running nose with bloody mucus, cough until wheezing, breathlessness, an upper tract lung infection, an elevated level of enzyme in my liver, high fever of 40 degree Celsius, inability to utter a word, dizziness, itchy/painful/bleeding rashes and a dangerously low level of blood pressure. My diastolic blood pressure was only 49! I posted the proofs and the doctor's remarks that I declined all medicines. My immune system reversed all the symptoms.  I do not disinfect,  sanitise, wash my hands with the toxic soap or wear the mask sterilised with Ethylene oxide, a cancer causing agent. Any product that can kill the viruses will impair our immune system and damage the organs! When the commuters coughed badly, I did not fall sick! Stop believing in the flawed scientific research.  Read Food Heals But The Wrong Food Kills written by Jessica Seah from Singapore. She reversed all her health problems without any medication or EXERCISE! True healing means eliminating toxins, never about building muscles or adding man-made chemicals to the already poisoned body! It is the toxic treatments that kill the infected patients with preexisting health problems and trigger viral mutations! The doctors are treating the infected people with HIV medicine. It can cause liver and pancreas failure plus other adverse reactions! Our immune system is the best doctor and best defence against pathogens, diseases, infections，free radicals and cancer cells!  I posted the proven track record of Jessica Seah's nontoxic treatment method using the correct diet! Use Jessica's method, you do not need the expensive ventilators, masks, disinfectants, alcohol, hand sanitizers and soap! I fervently hope the leaders all over the world will contact Jessica Seah at aceofaceent@yahoo.com🇸🇬",5/4/20,290,Mask,296,4,-12.75383289,42,11,6,-0.272421242,0,0,1
ntuc fairprice said that the outlet will be shut&nbsp;for three days for deep cleaning and will reopen on april 4. the infected&nbsp;staff member works in the supermarket's backend replenishing stock and has minimal contact with customers according to the supermarket operator. #linkinbio for more. #covid19 #singaporenews,2020-04-01 14:32:26+00:00,"My anaphylactic allergic reaction had worst symptoms than COVID 19. They include severe sore throat with bloody phlegm, running nose with bloody mucus, cough until wheezing, breathlessness, an upper tract lung infection, an elevated level of enzyme in my liver, high fever of 40 degree Celsius, inability to utter a word, dizziness, itchy/painful/bleeding rashes and a dangerously low level of blood pressure. My diastolic blood pressure was only 49! I posted the proofs and the doctor's remarks that I declined all medicines. My immune system reversed all the symptoms.  I do not disinfect,  sanitise, wash my hands with the toxic soap or wear the mask sterilised with Ethylene oxide, a cancer causing agent. Any product that kill the viruses will impair our immune system and damage the organs! When the commuters coughed badly, I did not fall sick! Stop believing in the flawed scientific research.  Read Food Heals But The Wrong Food Kills written by Jessica Seah from Singapore. She reversed all her health problems without any medication or EXERCISE! True healing means eliminating toxins, never about building muscles or adding man-made chemicals to the already poisoned body! It is the wrong treatment methods that kill the infected people and trigger viral mutations! The doctors are treating the infected people with HIV medicine. It can cause liver and pancreas failure plus other adverse reactions! Our immune system is the best doctor and best defence against pathogens, diseases, infections，free radicals and cancer cells!  I posted the proven track record of Jessica Seah's nontoxic treatment method using the correct diet! Use Jessica's method, you do not need the expensive ventilators!! To order, please email her at aceofaceent@yahoo.com🇸🇬",3/4/20,271,Mask,277,4,-12.68033627,39,10,6,-0.206870896,0,0,1
"all events and gatherings of 250 or more participants must be suspended, with immediate effect until june 30, announced the ministry of health on friday (march 20). the stricter social distancing measures are to reduce the risk of further transmission of covid-19 here.

these include guidelines on how workplaces and public venues such as restaurants and museums should implement measures to ensure that workers and patrons are always a metre&nbsp;apart from one another, and an extension of the suspension of senior-centric activities by government agencies. #linkinbio to learn more about the latest measures. #covid_19 #singaporenews",2020-03-20 12:30:29+00:00,"why the govt talks about social distancing and now making it mandatory.. but they say nothing about wearing mask in the enclosed crowded mrt. U cant have social distancing in the train ...and the buses.. come next monday the kids will be packed in the public transport to go back to school, not everyone travel to school in family car. How to do social distancing for the students. Why are govt asking people to work from home and restricting mass gathering of more than 250 pax , but allowing students to go back to school? I dont understand the logic.",20/3/20,98,Mask,99,3,-10.79875956,19,6,0,1.001919759,0,0,1
"all events and gatherings of 250 or more participants must be suspended, with immediate effect until june 30, announced the ministry of health on friday (march 20). the stricter social distancing measures are to reduce the risk of further transmission of covid-19 here.

these include guidelines on how workplaces and public venues such as restaurants and museums should implement measures to ensure that workers and patrons are always a metre&nbsp;apart from one another, and an extension of the suspension of senior-centric activities by government agencies. #linkinbio to learn more about the latest measures. #covid_19 #singaporenews",2020-03-20 12:30:29+00:00,"If the world continues to disinfect, sanitise using cancer causing agents,or wash with the toxic soap, the population will be more vulnerable to COVID 19 and diseases! Use your common sense, the toxic chemicals will impair the immune system, our first line of defence and damage the organs. We need the unharmed immune system to fight and subdue COVID 19! Thiese wrong recommendations by WHO have proven ineffective as more people despite following the using instructions get infected. I do not follow and do not wear the mask sterilised with Ethylene oxide another cancer causing agent. When the commuters coughed very badly I did not fall sick! I keep seeing the public areas are disinfect! You are making the population inhale poison! Before you can solve COVID 19, you are creating more health problems! Such stupidity will cause astronomical increase in chronic, terminal and autoimmune diseases! This is the fallacy of science that always embrace man-made chemicals! Science created the superbugs, the mutated viruses without realising it and fail to subdue. The next foolish move will be to develop another vaccine. History always repeats itself! Humans are killed by ignorance foolishness and self-inflicted harm! This generation should stop repeating the same errors as our predecessors! To err is human; to err repeatedly is inhuman and if I may add, pure stupidity!🇸🇬",20/3/20,217,Mask,222,4,-11.92546739,56,11,6,0.366798672,0,1,1
"it might be time to rethink those travel plans. the ministry of health has advised singaporeans to defer all non-essential travel overseas with immediate effect. all travellers entering #singapore with recent travel history to asean countries, japan, switzerland or the united kingdom in the last fortnight will be issued a 14-day stay-home notice. 
the new measures have been introduced with the aim of reducing the risk of covid-19 being imported into singapore, in light of the rapid increase of infections and deaths globally. 
sunday (march 15) saw 14 new cases, the highest single-day spike in covid-19 positive cases, of which 9 were imported.  #linklinbio to learn more. #covid_19 #singaporenews",2020-03-15 17:44:02+00:00,"My anaphylactic allergic reaction had worst symptoms than COVID 19. They include severe sore throat with bloody phlegm, running nose with bloody mucus, cough until wheezing, breathlessness, an upper tract lung infection, an elevated level of enzyme in my liver, high fever of 40 degree Celsius, inability to utter a word, dizziness, itchy/painful/bleeding rashes and a dangerously low level of blood pressure. My diastolic blood pressure was only 49! I posted the proofs and the doctor's remarks that I declined all medicines. My immune system reversed all the symptoms.  I do not disinfect,  sanitise, wash my hands with the toxic soap or wear the mask sterilised with Ethylene oxide, a cancer causing agent. Any product that kill the viruses will impair our immune system and damage the organs! When the commuters coughed badly, I did not fall sick! Stop believing in the flawed scientific research.  Read Food Heals But The Wrong Food Kills written by Jessica Seah from Singapore. She reversed all her health problems without any medication or EXERCISE! True healing means eliminating toxins, never about building muscles or adding man-made chemicals to the already poisoned body! It is the wrong treatment methods that kill the infected people and trigger viral mutations! Our immune system is the best doctor and best defence against pathogens, diseases, infections，free radicals and cancer cells! 🇸🇬",15/3/20,219,Mask,223,4,-12.73031396,31,9,5,-0.078239686,0,0,1
"one month after the first case of covid-19 landed here, retail and f&b businesses are bearing the brunt of the sharp drop in tourist arrivals and weak consumer spending among singaporeans.

what have businesses done in their bid to survive, what help has been available to them and what will happen if the situation lasts more than several months?

#linkinbio to learn more in this weekend's edition of #thebigread",2020-02-22 11:00:51+00:00,We should all go back to our normal life as long as we wash our hands every day and wear a mask if we are sick and see a doc if need let's not be a greedy on stuff we believe we will over come this period 👍💪😁,22/2/20,46,Mask,47,2,-10.35245921,11,2,2,3.591663329,0,1,0
"as a precautionary measure, all 300 staff from level 43 have been evacuated and will work from home “for the time being”. get the full story #linkinbio #covid19",2020-02-12 07:33:37+00:00,"Hi all!!Since there's so much upsellers in carousell and other marketplaces, I have decided to set up an instagram account so people can be inform:× who is hiking up prices via screenshots× who is selling fake surgical mask× information of what type of fake face mask and places has sale for necessities × news on corona virus in singaporeand others!A place where the community can keep track and carousell team too. You can share with your friend and family!Also you may help contribute via private message with screenshots too. Please do like and share this!!Instagram: @sgmaskblacklist",12/2/20,97,Mask,98,3,-11.64613182,14,4,3,0.770190381,0,0,0
"the government has raised its risk assessment level of the novel coronavirus situation in singapore to disease outbreak response system condition (dorscon) orange. the ministry of health has advised all employers to be on the lookout for employees with respiratory symptoms like coughs and runny noses, and those with a fever or who feel unwell should leave the office immediately and see a doctor. #linkinbio to learn more about the measures in place",2020-02-07 10:15:22+00:00,When the unsick hoards masks and the sick can't get masks. Good job 👍,7/2/20,12,Mask,13,1,-11.98749498,1,1,0,7.664121505,1,0,0
"Residents may continue to collect their masks at various locations till 12 April.⠀
⠀
Our #Cashew grassroots volunteers serving at our mask distribution centres. Thank you all! ⠀
⠀
#SGUnited #SGTogether⠀",2020-04-05 13:41:13+00:00,We got our masks today. Thank you #Singapore #SGunited #SGTogether #HillviewCC,5/4/20,7,Mask,7,0,-14.23035741,1,0,1,4.53796522,0,0,0
"Residents may continue to collect their masks at various locations till 12 April.⠀
⠀
Our #Cashew grassroots volunteers serving at our mask distribution centres. Thank you all! ⠀
⠀
#SGUnited #SGTogether⠀",2020-04-05 13:41:13+00:00,Please wear mask Sir. Be safe as you are meeting many residents.,5/4/20,12,Mask,12,1,-11.54445759,3,0,1,8.498369074,1,0,0
"Residents may continue to collect their masks at various locations till 12 April.⠀
⠀
Our #Cashew grassroots volunteers serving at our mask distribution centres. Thank you all! ⠀
⠀
#SGUnited #SGTogether⠀",2020-04-05 13:41:13+00:00,"Sir, please wear your mask too and stay safe ❤️",5/4/20,9,Mask,9,0,-12.18485725,2,1,1,18.50493863,2,0,0
"Today, we take another step in opening our borders, this time to travellers from #Taiwan.

They have been maintaining close to zero infection rates and strong control measures, so the risk of importation is low. They will be able to enter #Singapore from 18 Dec without SHN.

We have earlier opened to Australia, Brunei, Mainland China, New Zealand and Vietnam. Some 4,000 general travellers have entered Singapore since we started unilateral opening in September, and all had tested negative for COVID-19.

Taiwan has recently classified Singapore as a low risk country and reduced the quarantine for essential and business travellers from Singapore to five days.

With the festive period, I hope the reopening arrangements will be useful for families and loved ones to reunite.",2020-12-11 07:25:48+00:00,It all depends on the people how they behave themselves and how they be became to be careful remember to wear mask wash hand sanitizer hands .they are some people that has no self awareness they will not be bothered to wear mask at all than they walk in the park taking to friend without wearing a mask at all  specially school children they will cycle with friend without having a mask on,11/12/20,73,Mask,73,3,-10.67952282,17,1,0,2.202340876,0,0,1
"My new #MOT role took me to two important places in my first two days at work â€“ Changi Airport and Singapore Airlines. SMS Chee Hong Tat joined me.
 
Air connectivity is a vital organ of our small island state. It connects #Singapore to the rest of the world. Being an air hub breathes oxygen into every other economic sector and helps them thrive and create more jobs.

Changi Airport, with the 126 carriers it serves, and SIA as our national flag carrier, anchor our status as a global air hub. But due to COVID-19, global aviation is still reeling in crisis.

To revive air travel in and out of Singapore, we have to find ways to allow for safe travel. It is our top and immediate priority.",2020-07-29 12:40:14+00:00,"Sir, why dun you print a mask with you smiling since you are a hot fav with Singaporeans now. Safer for photo taking too without removing the mask and those who took a picture with you won't have you hidden behind a mask for memory sake. 😊",29/7/20,45,Mask,46,2,-11.44405855,9,1,2,2.844086481,0,0,0
"A reason to look forward to school reopening - CCAs are restarting! But with safety rules - max 20 students per activity; within the 20, max of 5 can have closer interactions (e.g. 2v2 basketball); and modified rules such that players must be 1m apart. 

Still not quite the same, but these are extraordinary times. 

P/S: #MMA still not allowed in school.",2020-07-23 09:21:54+00:00,"SA2’s approaching... Long hours with surgical mask on...after CCA’s done, peak hours ! Large Crowds on MRT!",23/7/20,18,Mask,17,1,-14.13867514,2,0,0,4.484660741,0,0,0
"On 10 July, all of us at MOE were dismayed when we learnt that at Jurong West Secondary School, a student who caught the COVID-19 virus at home, had infected another classmate. This would have been our first recorded COVID-19 infection in school, despite all our precautionary measures.
 
To our relief, TTSH and MOH have clarified that it was a case of erroneous reporting by the testing laboratory. The student, plus the rest of the contacts, were tested to be negative. 
 
Notwithstanding the mistake, I have been very comforted that school attendance rates at Jurong West have maintained at over 90%. Students, parents and teachers have adapted well to all our precautionary measures â€“ calmly and with resolve to minimise disruptions to learning. 
 
We will not let up. Schools will take all necessary measures to keep schools safe, and allow learning to go on as much as possible. We are still in the process of adjusting to a stable new normal. Thanks to all parents, students and teachers for their understanding and effort.

(ðŸ“· credit: Google Street View)",2020-07-14 07:20:49+00:00,"as i see it community cases will be inevitable with the opening but yet again we cannot hide forever.  We need to be brave, vigilant and not reckless. Each and everyone of us must play our part, wear mask, sanitise our hands, wash with soap and social distancing.  as parents, it has become a checklist for me to remind my teenagers when they are in the car to school.  stay safe all",14/7/20,72,Mask,72,3,-10.61843067,14,5,6,1.808040279,0,0,1
Mask for everyone,2020-07-06 00:03:15+00:00,It must be a very  special tailored mask !👍💪👍,6/7/20,8,Mask,8,0,-10.81771736,2,0,0,35.24890747,4,0,0
Mask for everyone,2020-07-06 00:03:15+00:00,"Yes Minister, wearing masks is a responsibility. protect self and others. cute statue by the way 😊",6/7/20,16,Mask,16,1,-10.58804676,3,1,0,4.732121931,0,0,0
Mask for everyone,2020-07-06 00:03:15+00:00,Maybe the mask is so that this 狮子will not 开大口 😂,6/7/20,8,Mask,9,0,-11.7692028,1,0,0,35.24890747,4,0,0
Mask for everyone,2020-07-06 00:03:15+00:00,The mask on the lion needs to cover the nose too!,6/7/20,11,Mask,11,1,-10.06937393,2,0,0,18.50493863,2,0,0
"Students from all levels returned to school today. Visited Ngee Ann Secondary School this morning to see how they were coping with the full student population back in school. Students and teachers are familiar with the safe management measures by now. 
Upper and lower secondary students take designated routes to their classrooms when they enter the school, so no overcrowding. 
Teachers continue to conscientiously check with students if they or their household members are unwell. Question screening remains a very important step in helping us quickly identify potential cases and prevent any clusters in schools. 
With all students back now, it's even more important that all of us practise social responsibility to continue keeping our schools a safe place.",2020-06-29 11:27:28+00:00,It must be very hard to breath with the black mask on while playing a game of badminton in the hall with the sweat students trying to breath with the mask on . hopefully some of the students don't have system of hyperventilating while the mask is on during the game of badminton,29/6/20,51,Mask,52,3,-9.951241081,9,2,0,3.539564056,0,0,1
"You all heard the news: Phase 2 of re-opening starts this Friday, 19 June.

It is a significant step. Most activities will resume, except certain larger scale ones with close interaction activities, that have potential to be mass spreading events. Social gatherings should have a maximum of five people. 
All the things we miss - sitting in coffeeshops or restaurants, bubble tea, tuition and enrichment classes, meeting up with boyfriends or girlfriends, can all resume. 
It took us a lot of sacrifice to get here, after a fairly long circuit breaker period, and a careful Phase 1 opening. But during this time, all of us co-operated, and we suppressed the virus transmission. 
From here, it is up to us again. We will all take care of our personal hygiene, adopt necessary precautionary measures, look out for one another. That way, we keep the virus under control in Phase 2. While we are all eager to meet up with friends and socialise, we will do so safely. No need to all rush out on Friday - everywhere will be full. Can take our time a bit, and ease into our social activities again. My daughter already told me I must wait for my Fatherâ€™s Day dinner. 
Schools will continue with our weekly rotation plan, and comprehensive safe management measures. We will bring all students back daily from 29 June. MOE will give more details soon.

Have fun but stay safe! (Photo taken before COVID-19.)",2020-06-15 14:07:53+00:00,It’s funny how we need to state when photos are taken. 😂😂😂...it’s so strange to see people without their masks on. “The New Normal”. 😁,17/6/20,26,Mask,24,1,-10.02315041,4,1,1,4.564996227,0,0,0
"Yesterday was the first day of distribution of the improved reusable mask. Happy to see that at Sembawang, queues were orderly, centres were not crowded, good distancing measures were observed, and residents appreciated the masks distribution. 
Physical collection centres are available until 1 June, after which residents have until 14 June to collect their masks from designated CCs / RCs / vending machines. 
Visit https://www.maskgowhere.gov.sg to get more information, or to check the availability of masks in the vending machines.",2020-05-27 00:12:02+00:00,I collected 4 masks yesterday. Washed them b4 using. The inner side of 2 PCs turned orange col....winder y and if they are still effective....can I exchange for new ones,27/5/20,29,Mask,32,2,-12.42612226,6,3,1,4.072752374,0,0,0
