Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"There is a saying in Tamil Language - ""அரசன் எவ்வழி குடிமக்கள் அவ்வழி"" - When the King leads, citizens follow.....  Great Leadership!",8/1/21,15,Tracetogether,26,2,-17.04231695,3,1,0,10.50364908,2,0,0
Glad to hear that. Sir you are setting a good example.,8/1/21,11,Tracetogether,11,1,-10.10946766,3,0,1,22.87083564,3,0,0
🇸🇬WoW Sooo Great🇸🇬 🙏🇸🇬🙏Thank u Very Much Dear Mr Lee Hsien Loong🙏🇸🇬🙏,8/1/21,12,Tracetogether,12,1,-16.26814432,0,0,0,12.94484066,2,0,0
May you be protected from Covid-19 Sir. 🙏🏽🙏🏽🙏🏽,8/1/21,7,Tracetogether,7,0,-12.27465951,2,0,1,34.97657075,3,0,0
"After the vaccine, we don't have to be mask anymore ?",8/1/21,9,Tracetogether,10,0,-9.878277519,4,0,1,66.4941953,4,0,0
Good Afternoon; PM Lee you are our caregiver to safety protections for the  to Singaporea☕️☕️☕️,8/1/21,15,Tracetogether,15,1,-11.88960177,2,0,2,10.50364908,2,0,0
PM Lee-  a great prime minister of all countries .,8/1/21,9,Tracetogether,9,0,-11.53341881,0,0,0,22.28290039,3,0,0
Thank you for being a GREAT LEADER..salute!!,8/1/21,8,Tracetogether,8,0,-12.08480682,1,0,1,22.87083564,3,0,0
"We are so lucky to have strong, sensible open leadership. When I hear you on your video posts and addressing us the nation I feel that we have people that care and think about things seriously and carefully.  I have lived here now since 2005 so singapore is now my home and it’s always painful to look back to the my motherland and see how bad things are going for them because of the structure in the Uk. The media are free to say what they liked so they gave wrong information resulting in people being against masks. They were too kanchong about what action to take.   We’re as here everyone involved has done a magnificent effort to keep us all safe. Thanks PM Lee, thanks Fransis Wong and everyone else that was involved from Our home team forces to volunteers at the cc ",10/1/21,145,Tracetogether,144,4,-10.4250757,29,3,8,1.67873269,0,0,1
"I have a question, by right need wear gloves or no need wear gloves for Healthcare workers when applying vaccination?? Dunno why but I feel something is missing here",8/1/21,29,Tracetogether,29,2,-11.48625841,7,3,1,6.513821771,1,0,1
Should get some rest after injection. Work stress will obstruct your qi natural flow And definitely avoid any vitamin C n Citrus fruits n foods for a few days to prevent unnecessary surge of body fluids concatenating . From personal experiences. ,9/1/21,40,Tracetogether,40,2,-13.25417588,6,1,1,3.923894302,0,0,0
Thank you for taking the lead! ,8/1/21,6,Tracetogether,6,0,-9.093900971,1,0,1,34.97657075,3,0,0
"Sir You have always been my favourite and remain to be that, for ever. On this wonderful occasion, Thank you Sir",8/1/21,21,Tracetogether,21,1,-10.57017288,4,1,3,14.71185688,2,0,0
That’s great news! When does the general public get their jabs?,8/1/21,12,Tracetogether,11,1,-10.09524391,2,0,0,34.97657075,3,0,0
Leaders lead. Shows how it’s done. This is so cool,8/1/21,11,Tracetogether,10,0,-10.60052927,4,0,0,66.4941953,4,0,0
One of the few nations with vaccine for the entire population. Well done! 👍,9/1/21,13,Tracetogether,13,1,-9.460705185,1,0,0,16.65822254,2,0,0
Can't imagine the amount of pressure the staff nurse must have felt to vaccinate the PM.,9/1/21,15,Tracetogether,16,1,-10.69469188,4,0,0,10.50364908,2,0,0
👍👍But nurse is supposed to wear gloves..right..,8/1/21,8,Tracetogether,8,0,-11.02592475,3,0,0,34.97657075,3,0,0
"PM Lee , please ask the nurse to wear gloves , it is important 👍😉",8/1/21,12,Tracetogether,12,1,-11.2006581,3,0,0,12.94484066,2,0,0
"Please update us further on your conditions and any side effects, if any, following.",9/1/21,14,Tracetogether,14,1,-11.00425198,2,2,2,16.65822254,2,0,0
"What a great act of leadership by example. Well done, Sir. You lead Singapore 🇸🇬 well. Keep it up! Our Covid infection figures are well controlled. Singaporeans, let’s work together to fight it out.🥰",11/1/21,34,Tracetogether,33,2,-11.01103916,6,0,0,5.639191665,1,0,1
"Waiting for my turn for vaccine! The faster Singapore rolls out , the faster our economy kicks back in. If election votes was done within a day , using that strategy on collecting votes, maybe we can start vacation process using that organised structure 😅 Maybe not completed within a day due to check ups required but we can definitely completed it within 1-2 months if it was well organised just as the elections was. Just an idea 💡",10/1/21,74,Tracetogether,75,3,-11.13644772,15,2,3,2.910782825,0,0,1
I also want pfizer biotech vaccination!,8/1/21,6,Tracetogether,6,0,-13.47080804,1,1,0,34.97657075,3,0,0
But why the nurse not wearing gloves..,8/1/21,7,Tracetogether,7,0,-10.67857589,1,0,0,34.97657075,3,0,0
Good to take the lead....will give confidence for people to take the vaccine if nothing bad happened...,10/1/21,18,Tracetogether,18,1,-9.788716799,4,1,0,12.94484066,2,0,0
"We don’t shake hands during a pandemic, yet this hospital say during vaccinations nurses can touch everyone without gloves! Go figure what r the right medical practices during a pandemic! Geesh!",12/1/21,32,Tracetogether,31,2,-12.15935856,5,1,0,5.807180241,1,0,0
Thank you PM Lee . Proud of you 💪💪 Just to request possible you n ur team try to arrange those Sg residents which now working aboard.  can have fast way back Sg for vaccines.  continues they can return back working countries n travel home visit their families...  🙏🙏🙏,9/1/21,46,Tracetogether,46,2,-11.83121577,12,0,2,3.643264363,0,0,0
How do you feel the next day? Would be good for you to document on how you feel for the next 2 days.,10/1/21,22,Tracetogether,23,1,-9.277907824,5,2,2,34.97657075,3,0,0
That's great... but.. did Fyrol get his vaccine shot too or he has to wait? Since he was the/your photographer.. 😅🤔,8/1/21,20,Tracetogether,21,1,-10.28785727,5,2,1,16.65822254,2,0,1
Leadership By Example. Thanks PM!!,8/1/21,5,Tracetogether,5,0,-13.02960757,0,0,0,16.65822254,2,0,0
Thank you for going ahead of us to give us the assurance! ❤️,8/1/21,12,Tracetogether,12,1,-9.610692076,2,0,2,34.97657075,3,0,0
I have auto immune issues and currently my rheumatoid arthritis has re- surface with painful knee. What will happen to us with this issues?,10/1/21,24,Tracetogether,24,1,-11.57641533,3,1,2,9.39904973,1,0,0
"Thank you dear PM for leading by example, most respected and much love",8/1/21,13,Tracetogether,13,1,-11.03897588,3,1,1,16.65822254,2,0,0
Why never use glove?didn't use gloves to get vaccinations and it was very unsanitary sir,8/1/21,15,Tracetogether,16,1,-11.91320751,4,1,0,12.94484066,2,0,0
"May we know if the vaccine is from Pfizer, AstraZeneca, or Moderna?",9/1/21,12,Tracetogether,12,1,-11.82515454,2,2,1,12.94484066,2,0,0
Well done Mr Lee - leading by example ,8/1/21,7,Tracetogether,8,0,-12.28958714,1,0,0,16.65822254,2,0,0
Great personality and Great Leader....Always have big respect for you Sir..,8/1/21,12,Tracetogether,12,1,-11.65539211,1,1,1,9.664055563,1,0,0
Thank You Mr. PM for setting an example! Great leader! Role model! to rest of nation and lead at the front 🇸🇬 King lead and his people follow his foot prints😊👍👌🙏 MAJULAH SINGAPURA,11/1/21,32,Tracetogether,32,2,-11.11328775,3,1,1,4.137277198,0,0,0
Why isint the nurse wearing gloves?,8/1/21,6,Tracetogether,6,0,-13.53602652,2,0,0,34.97657075,3,0,0
Thank you PM and your team for working so hard during the COVID period. Wish you good health. 😊,8/1/21,18,Tracetogether,18,1,-10.98973143,1,1,3,10.23468696,2,0,0
Thanks PM. The nurse not wearing gloves when giving injection. OK?,8/1/21,11,Tracetogether,11,1,-11.56989706,3,1,0,12.94484066,2,0,0
We Thank the government of Singapore PM Mr Lee Covid 19 is still not subside but PM Mr Lee is offering all the Singaporeans have to go for vaccinations for us is precaution of covid 19 spread. This is Excellence  Best Wishes to PM Mr Lee and your family good health long life happiness and prosperous ,8/1/21,54,Tracetogether,56,3,-11.59636372,9,3,2,2.541816883,0,0,0
"Sir, after the completion of vaccination do we still need to wear the mask?",8/1/21,14,Tracetogether,14,1,-10.55205747,3,1,1,16.65822254,2,0,0
"LHL, may we please borrow you to lead the Philippines?",12/1/21,10,Tracetogether,10,0,-11.59803133,3,0,2,34.97657075,3,0,0
New technology- use finger to guide the maximum depth 😀,8/1/21,9,Tracetogether,9,0,-12.41798195,1,0,0,16.65822254,2,0,0
"Thank you Hon MrLee who took the first lead of inoculation as a senior. Can the professor or MOH concerned care to enlighten those seniors most of whom are on various types of  medications because of multiple kinds of chronic ailments. By taking the vaccines will there be any serious side effects of which are between life n death. Most seniors are succumbed to Hypertension, Diabetes, High Cholesterol, T.I.A., Cardiac  problem n Depression etc. In view of their taking these long term medicines will they be contradiction with the effects of the vaccines? Can the government clearly advise the population especially those seniors as to whether they are definitely no serious side effects amounting to life n death? Make a lucid clarification to this category of seniors if they are ineligible to inoculate!",11/1/21,135,Tracetogether,135,4,-11.65955959,18,2,2,1.223750988,0,0,1
Singaporean Say Biggest Thank You To Prime Minister Mr. Lee,8/1/21,10,Tracetogether,10,0,-13.53730137,0,0,1,10.23468696,2,0,0
Hv confidence and proud of our country that the vaccine is the best 🙂 thank you for all the effort to keep us safe and healthy 🙏,8/1/21,25,Tracetogether,25,1,-9.878017038,2,1,3,8.790257254,1,0,0
Awesome leader 👍 praying for your health. 🙏,8/1/21,6,Tracetogether,6,0,-11.65005332,1,0,1,34.97657075,3,0,0
"PM LEE, you are the best",8/1/21,6,Tracetogether,6,0,-10.38023827,1,0,1,34.97657075,3,0,0
Power. Here is to safety and good health. Great leaders lead by example.,8/1/21,13,Tracetogether,13,1,-9.674841647,2,1,0,10.50364908,2,0,0
Inject distilled water or vitamins? Only 61% will believe..,8/1/21,8,Tracetogether,9,0,-13.21133824,3,1,0,22.87083564,3,0,0
I love Singapore and love the way u take care of us. Thank you,9/1/21,14,Tracetogether,14,1,-9.926803234,3,1,0,22.2099253,3,0,0
Thank you PM Lee Hsien Loong and his team! 🥰 I am so glad to be in SG whereby we are always being readily looked after by the government.  #MajulahSingapura# #TowardsSG100AndBeyond#   #ILoveSGMyHomeland# ❤️🤍🇸🇬🤍❤️,9/1/21,28,Tracetogether,28,2,-12.22286984,5,1,2,5.087460733,1,0,0
Thank you so very much PM Lee. We are very grateful for your leadership and taking us through this difficult times.🙏🌹🌹🌹💯💯💯,8/1/21,21,Tracetogether,21,1,-10.37020227,2,1,3,16.65822254,2,0,0
Why she no wear gloves one ?,8/1/21,6,Tracetogether,6,0,-11.05900114,1,0,0,258.4817887,4,0,0
Thank you P.M.. truly a great leader.,8/1/21,8,Tracetogether,8,0,-11.05245886,0,0,1,34.97657075,3,0,0
a Big smile in a cold weather???,8/1/21,7,Tracetogether,7,0,-10.16712189,0,0,0,22.87083564,3,0,0
"Great sacrifice MR PM, I wish I could be there to get a jab!",9/1/21,14,Tracetogether,14,1,-11.04856392,3,0,1,12.94484066,2,0,1
Happy that our PM is safe and well.,9/1/21,8,Tracetogether,8,0,-9.794507129,1,1,1,66.4941953,4,0,0
"Take care PM Lee, Sir. Please stay safe and best Heath. 🙏🏻🙏🏻🙏🏻",8/1/21,11,Tracetogether,11,1,-12.26518708,1,1,0,8.790257254,1,0,0
Great to hear that PM Lee ! Take care ,10/1/21,8,Tracetogether,8,0,-10.32885133,1,0,0,12.94484066,2,0,0
Lead by example... Thank you PM Lee! Good health to u.,9/1/21,11,Tracetogether,11,1,-10.88379471,2,0,1,12.94484066,2,0,0
OK. Will look forward to my jab 👍,8/1/21,7,Tracetogether,7,0,-11.45186726,1,0,1,34.97657075,3,0,0
"Thanks for you great leadership , Mr Prime Minister!",8/1/21,8,Tracetogether,8,0,-10.64752341,0,0,1,12.6117896,2,0,0
Thank you.A good example of Leader PM Lee.,8/1/21,9,Tracetogether,9,0,-10.99503658,1,0,1,12.94484066,2,0,0
Congrats Singapore 🇸🇬. We in Sarawak can’t wait to receive vaccines. ,9/1/21,11,Tracetogether,10,0,-12.31681947,1,0,0,12.5653509,2,0,0
Thanks a lot with respect.  U r great and role module of all the world.,8/1/21,15,Tracetogether,15,1,-10.0545601,0,1,0,7.528648052,1,0,0
Way to go - leader takes the lead 👏👏,8/1/21,7,Tracetogether,8,0,-11.56798529,2,0,0,22.87083564,3,0,0
"Thanks for your great leadership, Mr Prime minister!",8/1/21,8,Tracetogether,8,0,-10.90658251,0,0,1,12.6117896,2,0,0
Proven leader and Create a confident to all of us.,9/1/21,10,Tracetogether,10,0,-10.76356143,1,1,0,66.4941953,4,0,0
"Dear PM Lee   Thrilled to hear the news.💕  Many blessings for continued good health and safety.   You may be thrilled to see this picture, I took at Maxwell food center. The hawker was excited to be photographed too.   Love and best wishes Chai 🤩😍",9/1/21,43,Tracetogether,43,2,-11.37246114,9,2,1,3.620474847,0,0,1
I hope I can take the Pfizer vaccines soon 🤞🙏🏼,8/1/21,9,Tracetogether,9,0,-10.65931886,2,0,1,34.97657075,3,0,0
Action speaks louder than words !! ,8/1/21,5,Tracetogether,5,0,-12.34743209,1,0,0,34.97657075,3,0,0
What a friendly & fantastic Prime minister.love you Sir❤️❤️❤️❤️❤️❤️❤️❤️,8/1/21,7,Tracetogether,9,0,-11.88473465,0,0,1,66.4941953,4,0,0
Thank you PM Lee and Government for the effort,8/1/21,9,Tracetogether,9,0,-10.06381681,0,1,1,12.64865006,2,0,0
Thanks for getting the supply early for SG ,8/1/21,8,Tracetogether,8,0,-11.16355851,1,0,0,22.87083564,3,0,0
"Thanks, and shall be going for vaccine when my turn comes. May COVID end soon.",8/1/21,15,Tracetogether,15,1,-11.37983499,3,2,1,10.23468696,2,0,0
Mr Prime Minister is a hero leader.,8/1/21,7,Tracetogether,7,0,-9.894627162,1,0,0,16.22886339,2,0,0
Gesture of a good leader! Kudos💐,12/1/21,6,Tracetogether,6,0,-11.17068206,0,0,0,34.97657075,3,0,0
"Mdm Fatimah is  blessed with good health and happiness, in delivering the Jabs👏 successfully.",8/1/21,14,Tracetogether,14,1,-13.12153763,3,1,0,16.65822254,2,0,0
"You’re an inspiration, always leading from the front. God bless you. ",9/1/21,12,Tracetogether,11,1,-10.52927325,1,0,0,16.65822254,2,0,0
Thank you very much Sir Mr PM,9/1/21,7,Tracetogether,7,0,-11.202915,0,0,1,16.65822254,2,0,0
Congratulations PM for leading the way as usual.,11/1/21,8,Tracetogether,8,0,-10.46760534,1,0,0,22.87083564,3,0,0
Please vaccinate the population faster. Too slow ,9/1/21,7,Tracetogether,7,0,-12.00976035,2,0,0,34.97657075,3,0,0
Good head start of immunization campaign against covid 19!,9/1/21,8,Tracetogether,9,0,-12.79451277,0,0,0,16.65822254,2,0,0
Continue to stay healthy sir.  May I also requested SN Fatimah to inject for me😉,8/1/21,15,Tracetogether,15,1,-12.46287336,3,1,1,12.94484066,2,0,0
Singapore  proud of u sir !!💖💖,8/1/21,5,Tracetogether,5,0,-12.50835582,0,0,0,22.2099253,3,0,0
This is what true leadership looks like!,8/1/21,7,Tracetogether,7,0,-9.964856086,2,0,0,66.4941953,4,0,0
Thank you PM. You are the one for the people...,8/1/21,10,Tracetogether,10,0,-8.313865354,1,0,1,22.87083564,3,0,0
You will be an example of honest people on earth forever,8/1/21,11,Tracetogether,11,1,-9.965404605,1,0,0,16.65822254,2,0,0
We trust you PM Lee. Cheers.,8/1/21,6,Tracetogether,6,0,-11.18487478,1,0,1,22.87083564,3,0,0
"Inherent characteristics of a true leader , leading by example 🙏",8/1/21,9,Tracetogether,9,0,-11.09963541,1,0,0,22.87083564,3,0,0
"Sir Pm Lee you have show good example for Singaporeans , Thank you",9/1/21,12,Tracetogether,12,1,-12.58919386,2,0,1,10.50364908,2,0,0
You are the Hero of my Singapore,8/1/21,7,Tracetogether,7,0,-9.786798698,1,0,1,33.98400183,3,0,0
Eh!! Nurse not putting on hand gloves ,9/1/21,7,Tracetogether,7,0,-12.17363068,1,0,0,16.65822254,2,0,0
and i also want a shot of the covid 19 vaccine,8/1/21,10,Tracetogether,11,1,-10.63128554,1,1,1,16.22886339,2,0,0
PM Lee...have a good rest this weekend !,9/1/21,8,Tracetogether,8,0,-10.17827825,1,0,0,16.65822254,2,0,0
"As the highest man in Singapore, ur jab has cured CoVid for us Singaporeans 👏🏻 ",9/1/21,14,Tracetogether,14,1,-13.06138113,2,0,1,12.23229984,2,0,0
Fantastic. It is finally here.,8/1/21,5,Tracetogether,5,0,-9.781489793,1,1,0,66.4941953,4,0,0
Lee Hsien Loong - Beware of depression after the Covid 19 injection - take note !!,8/1/21,12,Tracetogether,15,1,-15.38450547,0,0,0,7.338751371,1,0,0
Iam also trust u and ur Singapore.,8/1/21,7,Tracetogether,7,0,-13.74707726,1,2,0,33.98400183,3,0,0
I think Fatimah must be super stress jabbing you ... 😂 ,9/1/21,9,Tracetogether,9,0,-12.78725424,2,0,0,22.87083564,3,0,0
I volunteer to take too! 🙋‍♂️,8/1/21,5,Tracetogether,5,0,-9.247804791,2,0,0,258.4817887,4,0,0
I also like him too 😀,9/1/21,5,Tracetogether,5,0,-8.608330928,0,1,0,258.4817887,4,0,0
Nasa intensity 7 cguro ung stress nitong nurse na to:) may video pa🤣 Jeany Baylon Leah Ayn,9/1/21,16,Tracetogether,17,1,-17.99957134,2,0,0,7.528648052,1,0,0
Singapore people lucky ... because get this mr PM Namber one in world....,9/1/21,12,Tracetogether,12,1,-12.55746802,1,0,0,10.19539268,2,0,0
"Wishes PM Lee, Singapore....Stay Safe and Healthy.",8/1/21,8,Tracetogether,8,0,-14.66822042,0,1,0,8.532641765,1,0,0
"Wishing PM Lee, Singapore.... Happy and Prosperous New Year 2021",8/1/21,9,Tracetogether,10,0,-13.71846994,1,1,0,8.532641765,1,0,0
Don’t give us China vaccine. Please.,9/1/21,7,Tracetogether,6,0,-11.17877731,1,0,1,12.94484066,2,0,0
and i also want a shot of the covid 19 vaccine,8/1/21,10,Tracetogether,11,1,-10.63128554,1,1,1,16.22886339,2,0,0
Best leader and the luckiest frontliner,8/1/21,6,Tracetogether,6,0,-12.49110407,0,1,0,34.97657075,3,0,0
Why the nurse no need to wear surgical groove during injection? This also  same practice on the UK lady Miss  Margaret Keenan.  https://www.bbc.com/news/amp/uk-55227325#aoh=16101180811276&referrer=https%3A%2F%2Fwww.google.com&amp_tf=From%20%251%24s,8/1/21,22,Tracetogether,22,1,-15.31583269,1,1,0,5.087460733,1,0,0
"I this 2 more to go lah, 1from USA, 1 FROM CHINA, 1 FROM USA AND GERMANY. I THINK HE TOOK THE USA AND GERMANY ONE.",8/1/21,22,Tracetogether,26,2,-15.11544638,3,2,0,6.485654684,1,0,0
Covid-19 also can cause thrombocytopenia in patients,9/1/21,7,Tracetogether,7,0,-13.0461387,1,1,0,34.97657075,3,0,0
Thank you for your pre-arrangement for Vaccines and we are proud of you and medical team in Singapore....  Big congratulations...!,8/1/21,19,Tracetogether,20,1,-11.22375057,1,1,3,10.19539268,2,0,0
Great leader setting examples thank you PM Mr Lee leading us no better way to lead by this example. Big respect for you Sir 🙏 thank for for keeping us safe and healthier. Many thanks to SG govt well done I must say 🙏.,9/1/21,42,Tracetogether,42,2,-11.36418205,8,1,5,4.696090851,0,0,0
For those who r curious.,8/1/21,5,Tracetogether,5,0,-11.58466064,1,0,0,258.4817887,4,0,0
Great leader setting examples thank you PM Mr Lee leading us no better way to lead by this example. Big respect for you Sir 🙏 thank for for keeping us safe and healthier. Many thanks to SG govt well done I must say 🙏.,9/1/21,42,Tracetogether,42,2,-11.36418205,8,1,5,4.696090851,0,0,0
"Thank you for sharing, PM. I have every confidence in the pandemic crisis management led by the government and your team.  I love Singapore",8/1/21,24,Tracetogether,24,1,-10.0239247,4,1,2,7.142657013,1,0,0
Hand rub only will be all enough for it?? no need to wear gloves for Healthcare workers when applying vaccination?? Something not right..,8/1/21,23,Tracetogether,23,1,-11.13828215,5,1,0,10.26587658,2,0,0
What are side affects after vaccine injection ? Did you ill? Did you feel cold? Did you cough? Did you runing nose ? Could you share us please?,29/1/21,26,Tracetogether,26,2,-11.84746669,6,0,6,8.400861747,1,0,0
Any research on Covid-19 also can cause thrombocytopenia in patients?,9/1/21,10,Tracetogether,10,0,-12.67878185,1,1,0,22.87083564,3,0,0
Thank you Prime Minister. Wishing you and all health care workers good health.,8/1/21,13,Tracetogether,13,1,-10.89366673,0,1,2,7.984991339,1,0,0
"""Pierce me with that loong needle!"" (That's what she said!)",9/1/21,9,Tracetogether,10,0,-10.90977174,2,0,1,66.4941953,4,0,0
Thank you for taking the lead! ,8/1/21,6,Tracetogether,6,0,-9.093900971,1,0,1,34.97657075,3,0,0
Thank you mr prime minister for leading the pack and showing us an example to follow,9/1/21,16,Tracetogether,16,1,-11.06038139,4,1,2,16.22886339,2,0,0
thank you for being such a good example!! 🥰,8/1/21,8,Tracetogether,8,0,-9.495911427,1,0,1,34.97657075,3,0,0
Thank you for taking the lead!,9/1/21,6,Tracetogether,6,0,-9.093900971,1,0,1,34.97657075,3,0,0
Thank you for setting a good example! ,8/1/21,7,Tracetogether,7,0,-9.82836897,1,0,1,34.97657075,3,0,0
"THE BIG EAR MUST RULE FOREVER . GOOD LUCK TO YOU , PRIME MINISTER LEE HSIEN LOONG .",9/1/21,15,Tracetogether,15,1,-19.36771855,0,0,1,4.175493021,0,0,0
Sir We also want Pfizer just like you 💉 No sinovac plse🙏,29/1/21,11,Tracetogether,11,1,-13.3474721,2,1,2,22.87083564,3,0,0
"Thank you, Mr prime minister🙇‍♀️🙇‍♀️🙇‍♀️👍🙏😊👏👏👏you are very brave and courageous. 无私，勇敢, to take the first jab. Indeed it is not easy, but i know that you will be all right and stay healthy and really do take care. 🙏",26/1/21,38,Tracetogether,38,2,-10.63488016,8,3,3,16.65822254,2,0,0
Thank you Mr PM Lee our colleague ‘s wife our nurse at specialist clinic doing procedure so proud of her great 👍🏽 God bless 🙏🏾❤️,11/1/21,23,Tracetogether,23,1,-12.17900897,1,0,2,4.598606211,0,0,0
God bless u PM🙏🌹. Love from #India,11/1/21,6,Tracetogether,6,0,-12.13613145,0,0,0,16.65822254,2,0,0
Thank you sir!!! Stay well stay healthy....,9/1/21,7,Tracetogether,7,0,-11.67631404,2,0,1,34.97657075,3,0,0
Top Glove Corporation Bhd donate la some gloves to SG 🤣,9/1/21,10,Tracetogether,10,0,-15.621902,2,0,0,10.50364908,2,0,0
May Allah bless you sir❣️,9/1/21,5,Tracetogether,5,0,-12.54579397,1,0,1,22.87083564,3,0,0
Thank you and God bless you Sir.🙏,9/1/21,7,Tracetogether,7,0,-11.30024076,0,1,1,22.87083564,3,0,0
thank you sir GOD bless you,9/1/21,6,Tracetogether,6,0,-13.01079817,1,0,1,22.87083564,3,0,0
Thank you Mr Lee for  the encouragement ,9/1/21,7,Tracetogether,7,0,-9.92381931,0,0,1,16.65822254,2,0,0
So brave and a big sign of leadership 🇩🇪❤️❤️❤️,9/1/21,8,Tracetogether,8,0,-9.582152615,0,1,0,34.97657075,3,0,0
God bless you PM. And all taking the vaccine..eradicate this Virus once and for all. Too much suffering and too much hardship for man Singaporeans and others. May the Good Lord protect us. Amen,9/1/21,35,Tracetogether,35,2,-11.10047137,3,2,1,3.292191869,0,0,0
"Dear Mr Prime Minister, heartily saluted for your leading and protecting Singapore with love and care. Stay Blessed and Stay well💪🏻❤️ Millions thanks for your caring ❤️",9/1/21,26,Tracetogether,26,2,-12.23924414,3,2,2,4.723907847,0,0,0
"Lee Hsien Loong you are so brave, Mr Lee! 👍👍🙏🏻🙏🏻",9/1/21,9,Tracetogether,9,0,-12.48497192,1,0,1,14.71185688,2,0,0
Is it painful🥺🤦‍♀️ Thank you🙏,8/1/21,5,Tracetogether,5,0,-10.8427689,1,0,0,66.4941953,4,0,0
"Thank you, Mr PM Lee. 谢谢您给予我们很大的信心，新加坡加油！",8/1/21,5,Tracetogether,5,0,-13.28500582,0,0,1,16.65822254,2,0,0
Thank you PM. Wish you good health.,8/1/21,7,Tracetogether,7,0,-10.94128751,1,0,2,22.87083564,3,0,0
Thank you PM. You are great❤,8/1/21,6,Tracetogether,6,0,-9.750315143,1,0,1,34.97657075,3,0,0
"PM Sir,  You are indeed a true leader who lead by example. Kudos to you. Thank you.👍👍👏👏💪💪",8/1/21,17,Tracetogether,17,1,-10.46860064,2,0,1,12.94484066,2,0,0
What a brave hero you are dear PMLee,8/1/21,8,Tracetogether,8,0,-12.41862617,1,0,1,22.87083564,3,0,0
GOD bless you Sir🙏 Please take care🙏,8/1/21,7,Tracetogether,7,0,-13.21979475,1,0,1,22.87083564,3,0,0
💪 Well Done Sir! Thank you for taking care of us. May Jesus Bless You!,8/1/21,14,Tracetogether,14,1,-11.25067204,1,0,1,7.528648052,1,0,0
Wish you well Mr Lee.,8/1/21,5,Tracetogether,5,0,-11.0326727,1,0,1,34.97657075,3,0,0
God bless Singapore 🙏 God bless PM Lee 🙏,8/1/21,7,Tracetogether,7,0,-13.86810932,0,0,0,10.38253042,2,0,0
A vaccine that brings peace of mind n hope...Thankful dear PM Lee n those involved ☘️❤️😊👍🙏☘️,8/1/21,16,Tracetogether,16,1,-13.10859676,2,0,0,10.50364908,2,0,0
Mr Prime Minister Singapore 🇸🇬Wishing you and all the health workers good health and fortune.Thanks 😊 🙏,8/1/21,14,Tracetogether,16,1,-11.23337523,0,1,1,9.138653792,1,0,0
Thanks you mr prime Minister,8/1/21,5,Tracetogether,5,0,-13.29621097,1,0,1,34.08616695,3,0,0
Wishing you good health & thanks 😊 ,8/1/21,5,Tracetogether,5,0,-12.1112186,1,0,1,34.97657075,3,0,0
Very nice daddy lee hsien loong,8/1/21,6,Tracetogether,6,0,-18.13584682,0,0,0,22.87083564,3,0,0
Very nice daddy lee hsien loong,8/1/21,6,Tracetogether,6,0,-18.13584682,0,0,0,22.87083564,3,0,0
"Thank you sir, God bless you,",8/1/21,6,Tracetogether,6,0,-12.06974852,1,0,1,22.87083564,3,0,0
Thank you for sharing Sir. Happy New Year 🎊 God bless you always 🙏,8/1/21,12,Tracetogether,12,1,-11.82003493,1,0,2,8.790257254,1,0,0
You will be fine sir,8/1/21,5,Tracetogether,5,0,-10.50731674,1,0,0,66.4941953,4,0,0
You are a great PM...Take care and God bless.,8/1/21,10,Tracetogether,10,0,-10.80119131,1,1,0,12.94484066,2,0,0
Godspeed Singapore. God bless Prime Minister. ,8/1/21,6,Tracetogether,6,0,-13.02852179,0,0,0,12.23229984,2,0,0
Thank you Mr Prime Minister.. We🇸🇬 believe in you Sir.. You have always been our favourite PM.. You are the best and great Leadership.. ❤️❤️❤️❤️❤️,8/1/21,24,Tracetogether,24,1,-10.73109711,4,1,3,8.566696806,1,0,0
Very encouraging and leading by example!! Salute ,8/1/21,7,Tracetogether,7,0,-11.05815535,0,1,0,34.97657075,3,0,0
Thank you our prime minister,8/1/21,5,Tracetogether,5,0,-10.89841476,0,0,2,34.08616695,3,0,0
Thank you so much for sharing this...❤️❤️💙💙💚💚,8/1/21,7,Tracetogether,7,0,-9.848609098,1,0,1,66.4941953,4,0,0
Lim Wee Yang we are gonna meet each other soonnnnn lah,8/1/21,11,Tracetogether,11,1,-15.04328193,1,0,1,12.94484066,2,0,0
My wonderful PM Lee Hsien Loong . May Allah Protect you and Grant you good health. 🙏🏽🙏🏽🙏🏽,8/1/21,15,Tracetogether,15,1,-12.67057557,1,1,1,7.528648052,1,0,0
Lee Hsien Loong Please advise the name of vaccine,8/1/21,9,Tracetogether,9,0,-12.98816367,1,0,0,10.50364908,2,0,0
PM Lee wish u best of health u are always our great leader Thk u n God bess,8/1/21,18,Tracetogether,18,1,-13.83461108,1,0,1,7.528648052,1,0,0
We r proud of you sir,8/1/21,6,Tracetogether,6,0,-11.20975788,2,0,1,258.4817887,4,0,0
Hazman Hamid entitle or not? ,8/1/21,5,Tracetogether,5,0,-14.32730953,0,1,0,22.87083564,3,0,0
Good News  and-  God Bless You Sir.,8/1/21,7,Tracetogether,7,0,-14.38511088,0,0,1,16.65822254,2,0,0
God Bless You Healthy And Happiness,8/1/21,6,Tracetogether,6,0,-13.8124579,0,1,1,16.65822254,2,0,0
