,Unnamed: 0,name,comment,processed_text,demojize_text
597,39,charm_arcellana,@larzen_dy,[],@larzen_dy
598,40,norshebits,Finally this stupid pandemic is gonna end soon,"['final', 'stupid', 'pandem', 'gon', 'na', 'end', 'soon']",Finally this stupid pandemic is gonna end soon
599,41,chenghong.ong.946,God bless Singapore .,"['god', 'bless', 'singapor']",God bless Singapore .
600,0,simondefrancesco,🤮🤮🤮🤮🤮🤮,[],:face_vomiting::face_vomiting::face_vomiting::face_vomiting::face_vomiting::face_vomiting:
601,1,jolynl,@mahjongjong,[],@mahjongjong
602,2,yumeichoong,👍🙏🏻,[],:thumbs_up::folded_hands_light_skin_tone:
603,3,braun.madame,@avvataar,[],@avvataar
604,4,musriduan11,remove out mask open border then can go holiday yeahhhhh (in the dream i guess),"['remov', 'mask', 'open', 'border', 'go', 'holiday', 'yeahhhhh', 'dream', 'guess']",remove out mask open border then can go holiday yeahhhhh (in the dream i guess)
605,5,queenvoon82,I don't mind wearing mask to be honest..,"['mind', 'wear', 'mask', 'honest']",I don't mind wearing mask to be honest..
606,6,livvy_suts,@elizabethbuhl,[],@elizabethbuhl
607,7,iamabdulmusawir,💪,[],:flexed_biceps:
608,8,tajulzahirulhaq_,Yes 🤩🤩🤩!!!,['ye'],Yes :star-struck::star-struck::star-struck:!!!
609,9,ewo.home,🙌🙌🙌🙌🙌🙌,[],:raising_hands::raising_hands::raising_hands::raising_hands::raising_hands::raising_hands:
610,10,ms_extreme,"Hey Singapore, I’m really proud of you 😍","['hey', 'singapor', 'realli', 'proud']","Hey Singapore, I’m really proud of you :smiling_face_with_heart-eyes:"
611,11,leopard_moon,👍,[],:thumbs_up:
612,12,ant_the_a,Honestly I like my mask and I'd happily wear it everywhere it makes me look better,"['honestli', 'like', 'mask', 'happili', 'wear', 'everywher', 'make', 'look', 'better']",Honestly I like my mask and I'd happily wear it everywhere it makes me look better
613,13,yoke84,👏👏👏👏,[],:clapping_hands::clapping_hands::clapping_hands::clapping_hands:
614,14,kahhongg,@nonopi.vrc,[],@nonopi.vrc
615,15,olli.nic,who is the Pharma company Singapore co-researched the vaccine? Anyone any idea? Would be interesting to know...,"['pharma', 'compani', 'singapor', 'vaccin', 'anyon', 'idea', 'would', 'interest', 'know']",who is the Pharma company Singapore co-researched the vaccine? Anyone any idea? Would be interesting to know...
616,16,evasheehan1,@emmaslev,[],@emmaslev
617,17,s.leonhart79,Whether the vaccine is safe is still a question mark,"['whether', 'vaccin', 'safe', 'still', 'question', 'mark']",Whether the vaccine is safe is still a question mark
618,18,kimkg03,then can go out freely alr?,"['go', 'freeli', 'alr']",then can go out freely alr?
619,19,potatotofu_,Hopefully we don't die before then lorh,"['hope', 'die', 'lorh']",Hopefully we don't die before then lorh
620,20,safwansln,USA be like 👀👀👀,"['usa', 'like']",USA be like :eyes::eyes::eyes:
621,21,txnmayi,🐽,[],:pig_nose:
622,22,chan_sze_weng,👏👏👏👏,[],:clapping_hands::clapping_hands::clapping_hands::clapping_hands:
623,23,ohidhdec,In Sha Allah ..❤️,"['sha', 'allah']",In Sha Allah ..:red_heart:
624,0,theholybeingone,100% of us should be vaccinated,"['us', 'vaccin']",100% of us should be vaccinated
625,1,anne.jo.phang,Hoping to receive mine soon.,"['hope', 'receiv', 'mine', 'soon']",Hoping to receive mine soon.
626,2,isa_nina_972,@pr_brown,[],@pr_brown
627,3,lovetreesnfruits,Relieved to hear that all vaccinated persons are closely monitored. 👍👍👍,"['reliev', 'hear', 'vaccin', 'person', 'close', 'monitor']",Relieved to hear that all vaccinated persons are closely monitored. :thumbs_up::thumbs_up::thumbs_up:
628,4,sulastrisukirman,If we have a reaction and we rush back to the A&E to get treated. Is it free??,"['reaction', 'rush', 'back', 'e', 'get', 'treat', 'free']",If we have a reaction and we rush back to the A&E to get treated. Is it free??
629,5,antonezzio,What vaccine? Phizer?,"['vaccin', 'phizer']",What vaccine? Phizer?
630,6,tingd0ng,@jeeremyx better be scared,"['better', 'scare']",@jeeremyx better be scared
631,7,nasri92130,😮😮😮😮😮😮😮,[],:face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth::face_with_open_mouth:
632,8,buff.diddy,That’s about 2 percent of our population...,"['percent', 'popul']",That’s about 2 percent of our population...
633,9,sataysedapnya,The Sg Insurance companies thank e 113k cos they just screw themselves up if they r still paying for personal self insurance other than Medishield as the drug is experimental... Is the govt gonna get e insurance coms to cover any post vaccine effects in the fullest impact without increasing the premium?,"['sg', 'insur', 'compani', 'thank', 'e', 'co', 'screw', 'r', 'still', 'pay', 'person', 'self', 'insur', 'medishield', 'drug', 'experiment', 'govt', 'gon', 'na', 'get', 'e', 'insur', 'com', 'cover', 'post', 'vaccin', 'effect', 'fullest', 'impact', 'without', 'increas', 'premium']",The Sg Insurance companies thank e 113k cos they just screw themselves up if they r still paying for personal self insurance other than Medishield as the drug is experimental... Is the govt gonna get e insurance coms to cover any post vaccine effects in the fullest impact without increasing the premium?
634,10,javiandreu_f,"Peter Lim is ruining Valencia CF, a centenary club. He is negligent in his management and has no respect for the club's fans. It is the worst thing that has happened to the club in its 101 year history.","['peter', 'lim', 'ruin', 'valencia', 'cf', 'centenari', 'club', 'neglig', 'manag', 'respect', 'club', 'fan', 'worst', 'thing', 'happen', 'club', 'year', 'histori']","Peter Lim is ruining Valencia CF, a centenary club. He is negligent in his management and has no respect for the club's fans. It is the worst thing that has happened to the club in its 101 year history."
635,11,fusher17,💩💩💩💩💩💩💩💩,[],:pile_of_poo::pile_of_poo::pile_of_poo::pile_of_poo::pile_of_poo::pile_of_poo::pile_of_poo::pile_of_poo:
636,12,weesinteck,Scared,['scare'],Scared
637,13,itskalis_,Are any of them spazzing or having zombie-like symptoms,"['spazz', 'symptom']",Are any of them spazzing or having zombie-like symptoms
638,14,almighty_queen_tracy,"I took, many of my colleagues took. We all only experience soreness for 1 day to 1.5 days. No side effect.","['took', 'mani', 'colleagu', 'took', 'experi', 'sore', 'day', 'day', 'side', 'effect']","I took, many of my colleagues took. We all only experience soreness for 1 day to 1.5 days. No side effect."
639,15,shamsuria5545,Taken today . So far okay. To wait for few days.,"['taken', 'today', 'far', 'okay', 'wait', 'day']",Taken today . So far okay. To wait for few days.
640,16,syamvstheuniverse,Brace yourselves. Zombie apolocalypse is upon us.,"['brace', 'zombi', 'apolocalyps', 'upon', 'us']",Brace yourselves. Zombie apolocalypse is upon us.
641,17,nxyenn_____,I saw a bunch of them come out of the police can. Is that necessary or are they just from the police,"['saw', 'bunch', 'come', 'polic', 'necessari', 'polic']",I saw a bunch of them come out of the police can. Is that necessary or are they just from the police
642,18,east_coast_plan_for_east_coast,tf. y did they just start. didn’t they receive the vaccine last early this month or last month?,"['tf', 'start', 'receiv', 'vaccin', 'last', 'earli', 'month', 'last', 'month']",tf. y did they just start. didn’t they receive the vaccine last early this month or last month?
643,19,tiakokhuay,"Good things need new be touted, hence I smell a rat.","['good', 'thing', 'need', 'new', 'tout', 'henc', 'smell', 'rat']","Good things need new be touted, hence I smell a rat."
644,20,cheersbakery,Great job‼️👍 So proud of Singapore😍 How I wish I can be back in Singapore to have this vaccination😪,"['great', 'proud', 'singapor', 'wish', 'back', 'singapor', 'vaccin']",Great job:double_exclamation_mark::thumbs_up: So proud of Singapore:smiling_face_with_heart-eyes: How I wish I can be back in Singapore to have this vaccination:sleepy_face:
645,21,dorygel,@straits_times what type of vaccine were administered?,"['type', 'vaccin', 'administ']",@straits_times what type of vaccine were administered?
646,22,instericram,That’s only 2% of the population...,['popul'],That’s only 2% of the population...
647,23,entlife79,加油👍,[],加油:thumbs_up:
648,0,kezzy_bhee,@qoetoe,[],@qoetoe
649,1,shashaalkaff,How come can still see the yellow colour medicine in the syringe??hmmmm,"['come', 'still', 'see', 'yellow', 'colour', 'medicin', 'syring', 'hmmmm']",How come can still see the yellow colour medicine in the syringe??hmmmm
650,2,pamela_siaw,Well done👍,"['well', 'done']",Well done:thumbs_up:
651,3,h.a.k.i.m.thirty3,Maybe he keng never take. Is it ok for a cancer patient to take.??,"['mayb', 'keng', 'never', 'take', 'ok', 'cancer', 'patient']",Maybe he keng never take. Is it ok for a cancer patient to take.??
652,4,h.a.k.i.m.thirty3,Just for show,['show'],Just for show
653,5,iampjot,@iamhidir,[],@iamhidir
654,6,tinweiytw,@billygoatie in action,['action'],@billygoatie in action
655,7,artistartista,A great role model. We love you PM Lee,"['great', 'role', 'model', 'love', 'pm', 'lee']",A great role model. We love you PM Lee
656,8,sujiboomgaard,Vaccinate the vulnerable first.. the old and the sick,"['vaccin', 'vulner', 'first', 'old', 'sick']",Vaccinate the vulnerable first.. the old and the sick
657,9,siti_yeppeo,What if its not Covid injection given??? We all kena tricked in believing....!!!!,"['covid', 'inject', 'given', 'kena', 'trick', 'believ']",What if its not Covid injection given??? We all kena tricked in believing....!!!!
658,10,onghelen_,👏👏,[],:clapping_hands::clapping_hands:
659,11,noviriady,👏👍,[],:clapping_hands::thumbs_up:
660,0,fycdaniel,"Why take so long , each day count","['take', 'long', 'day', 'count']","Why take so long , each day count"
661,1,fycdaniel,No time wasted come on,"['time', 'wast', 'come']",No time wasted come on
662,2,eliot_yye,Microchips for everyone!!! Bad!!!!!!!!!,"['microchip', 'everyon', 'bad']",Microchips for everyone!!! Bad!!!!!!!!!
663,3,sheryl_sml,👏🏻👏🏻👏🏻👏🏻,[],:clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:
664,4,abdur3246rahman,Good,['good'],Good
665,5,gohchinchiang,Hope no foc vaccine are donated to the Asean countries by our government. This is not the time to play Santa Claus,"['hope', 'foc', 'vaccin', 'donat', 'asean', 'countri', 'govern', 'time', 'play', 'santa', 'clau']",Hope no foc vaccine are donated to the Asean countries by our government. This is not the time to play Santa Claus
666,6,gohchinchiang,Hope no foc vaccine are donated to the Asean countries by our government. This is not the time to play Santa Claus,"['hope', 'foc', 'vaccin', 'donat', 'asean', 'countri', 'govern', 'time', 'play', 'santa', 'clau']",Hope no foc vaccine are donated to the Asean countries by our government. This is not the time to play Santa Claus
667,0,melwu5057,Hope the results will be a good one that no one will get any side effects from the vaccine,"['hope', 'result', 'good', 'one', 'one', 'get', 'side', 'effect', 'vaccin']",Hope the results will be a good one that no one will get any side effects from the vaccine
668,1,izrnshh,🔥🔥🔥,[],:fire::fire::fire:
669,2,armand_pslr,Finally,['final'],Finally
670,3,janetankoe,👏👏👏👏👏,[],:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:
671,4,ramy5476,"Yes, our health care professional need this protection for all their gr8 work during these tough weeks and 😇","['ye', 'health', 'care', 'profession', 'need', 'protect', 'work', 'tough', 'week']","Yes, our health care professional need this protection for all their gr8 work during these tough weeks and :smiling_face_with_halo:"
672,5,potatocoffeepot,👍👏💕,[],:thumbs_up::clapping_hands::two_hearts:
673,6,shahcharmi312,👌👏,[],:OK_hand::clapping_hands:
674,7,mhdnurirwan,First you risk yourselves to attend the infected. Then you risk your lives again to try a new vaccine. Our heroes 👏👏,"['first', 'risk', 'attend', 'infect', 'risk', 'live', 'tri', 'new', 'vaccin', 'hero']",First you risk yourselves to attend the infected. Then you risk your lives again to try a new vaccine. Our heroes :clapping_hands::clapping_hands:
675,8,zlhlmmmdap,@faizulazhar_ @aminoacid1798 @qayyum_mcfly @md_shafie @fiqfiqfiq macam kenal abang ni,"['macam', 'kenal', 'abang', 'ni']",@faizulazhar_ @aminoacid1798 @qayyum_mcfly @md_shafie @fiqfiqfiq macam kenal abang ni
676,9,jaye_mm,Thank you for your noble sacrifice @chonggzz ... @__jlwh @tiongahdiong @blurpig_43515,"['thank', 'nobl', 'sacrific']",Thank you for your noble sacrifice @chonggzz ... @__jlwh @tiongahdiong @blurpig_43515
677,10,jessieohyea,Who can guarantee there’s no side effect? Isn’t another risk to go for it ?,"['guarante', 'side', 'effect', 'anoth', 'risk', 'go']",Who can guarantee there’s no side effect? Isn’t another risk to go for it ?
678,11,kennethpom888,Can medical tourists come to Singapore to get the vaccine? The estimates for our getting the vaccine here in Thailand is October 2021.,"['medic', 'tourist', 'come', 'singapor', 'get', 'vaccin', 'estim', 'get', 'vaccin', 'thailand', 'octob']",Can medical tourists come to Singapore to get the vaccine? The estimates for our getting the vaccine here in Thailand is October 2021.
679,12,hampers_singapore,👏👏👏,[],:clapping_hands::clapping_hands::clapping_hands:
680,13,riverzonstore,After healthcare workers will it be compulsory for all Sg citizens because I really don’t want to take,"['healthcar', 'worker', 'compulsori', 'sg', 'citizen', 'realli', 'want', 'take']",After healthcare workers will it be compulsory for all Sg citizens because I really don’t want to take
681,0,bballislife17,Phase 3 after this please,"['phase', 'pleas']",Phase 3 after this please
682,1,acimictravels,"Singaporeans favourite words for 2020: lOcKdOwN, 2Nd wAvE and pHaSe 3.","['singaporean', 'favourit', 'word', 'lockdown', 'wave', 'phase']","Singaporeans favourite words for 2020: lOcKdOwN, 2Nd wAvE and pHaSe 3."
683,2,iclickmedia,👍❤️,[],:thumbs_up::red_heart:
684,3,lenix121,"Even if the entire population takes this vaccine, we will still need to continue wearing our goddamn masks unless the blokes over in, most particularly, the states get themselves organised and contain the virus","['even', 'entir', 'popul', 'take', 'vaccin', 'still', 'need', 'continu', 'wear', 'goddamn', 'mask', 'unless', 'bloke', 'particularli', 'state', 'get', 'organis', 'contain', 'viru']","Even if the entire population takes this vaccine, we will still need to continue wearing our goddamn masks unless the blokes over in, most particularly, the states get themselves organised and contain the virus"
685,4,powell_li_,Can't wait for anti-vac people in the states to riot abt this lol,"['ca', 'wait', 'peopl', 'state', 'riot', 'abt', 'lol']",Can't wait for anti-vac people in the states to riot abt this lol
686,5,totoandhest,@zhihaoteo,[],@zhihaoteo
687,6,st_sakil_khan,❤️❤️❤️❤️😍,[],:red_heart::red_heart::red_heart::red_heart::smiling_face_with_heart-eyes:
688,7,kadeariadi,😍❤️❤️ goes well..,"['goe', 'well']",:smiling_face_with_heart-eyes::red_heart::red_heart: goes well..
689,8,rtheena_,👏👏👏,[],:clapping_hands::clapping_hands::clapping_hands:
690,9,sugamble,Wonderful newd,"['wonder', 'newd']",Wonderful newd
691,10,nareenr,Fingers crossed 🤞!,"['finger', 'cross']",Fingers crossed :crossed_fingers:!
692,11,3zab.t,@jurnees___,[],@jurnees___
693,12,pigmush_,pls,['pl'],pls
694,13,lovetreesnfruits,I may take it in 2022 or longer if no casualties caused by it ever reported in 2021.,"['may', 'take', 'longer', 'casualti', 'caus', 'ever', 'report']",I may take it in 2022 or longer if no casualties caused by it ever reported in 2021.
695,14,dnatechsg,👏👏👏,[],:clapping_hands::clapping_hands::clapping_hands:
696,15,thefloatingsanctuary,That's no vaccine. That latest medical report is damning enough to cast doubt on its efficacy as a vaccine.,"['vaccin', 'latest', 'medic', 'report', 'damn', 'enough', 'cast', 'doubt', 'efficaci', 'vaccin']",That's no vaccine. That latest medical report is damning enough to cast doubt on its efficacy as a vaccine.
697,16,johnnayvesalamanca,Sanaol @_alibangbang_,['sanaol'],Sanaol @_alibangbang_
698,17,walang.kaibigan,Fun fact: cyanide is 100% effective,"['fun', 'fact', 'cyanid', 'effect']",Fun fact: cyanide is 100% effective
699,18,michaelneo3,Hope,['hope'],Hope
700,19,suman.hasibur,❤️❤️❤️❤️❤️❤️,[],:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:
701,20,jojoseph_,@hauyin97,[],@hauyin97
702,21,ixaveriechen,"@dee_2020_ you are right, ko","['right', 'ko']","@dee_2020_ you are right, ko"
703,22,jolenuh._,I just hate wearing mask thats all and those safe distancing thing,"['hate', 'wear', 'mask', 'that', 'safe', 'distanc', 'thing']",I just hate wearing mask thats all and those safe distancing thing
704,23,k10k.messi,"My guy literally said “yeea, but we have that at home”","['guy', 'liter', 'said', 'yeea', 'home']","My guy literally said “yeea, but we have that at home”"
705,24,als._.xn25,Anti vaxxers: tHe vAcCiNe is nOt safe. We have the rights to not take it,"['anti', 'vaxxer', 'vaccin', 'safe', 'right', 'take']",Anti vaxxers: tHe vAcCiNe is nOt safe. We have the rights to not take it
706,25,christoh_88,Still unclear about the vaccine. Too short time in trial period. Worrisome 😢😢,"['still', 'unclear', 'vaccin', 'short', 'time', 'trial', 'period', 'worrisom']",Still unclear about the vaccine. Too short time in trial period. Worrisome :crying_face::crying_face:
707,26,melwu5057,Don't give up marching on you are able to do it Singaporean people are counting on your help to get this true this is the very last run of the race than we have beaten the covid19 virus,"['give', 'march', 'abl', 'singaporean', 'peopl', 'count', 'help', 'get', 'true', 'last', 'run', 'race', 'beaten', 'viru']",Don't give up marching on you are able to do it Singaporean people are counting on your help to get this true this is the very last run of the race than we have beaten the covid19 virus
708,27,mhdnurirwan,"As long as you stay home and never contracted the virus, this shouldn't worry you because you dont need to take it anyway. Moving on~","['long', 'stay', 'home', 'never', 'contract', 'viru', 'worri', 'dont', 'need', 'take', 'anyway', 'move']","As long as you stay home and never contracted the virus, this shouldn't worry you because you dont need to take it anyway. Moving on~"
709,28,princessteddy218sg,👍👏❤️,[],:thumbs_up::clapping_hands::red_heart:
710,29,airildanial,The syringe is so cuteeeee omgg,"['syring', 'cuteeee', 'omgg']",The syringe is so cuteeeee omgg
711,30,normanibnuabdullah,1 shot $82?Wow they really make big money,"['shot', 'wow', 'realli', 'make', 'big', 'money']",1 shot $82?Wow they really make big money
712,31,jinnnie.jin,I was thinking will having multiple vaccines have an effect on the virus? Like more likely for COVID’ 19 to mutate?,"['think', 'multipl', 'vaccin', 'effect', 'viru', 'like', 'like', 'covid', 'mutat']",I was thinking will having multiple vaccines have an effect on the virus? Like more likely for COVID’ 19 to mutate?
713,0,eliot_yye,"Microchips for everyone!!! YOU GET A TAG, AND YOU GET A TAG, AND YOU GET A TAG","['microchip', 'everyon', 'get', 'tag', 'get', 'tag', 'get', 'tag']","Microchips for everyone!!! YOU GET A TAG, AND YOU GET A TAG, AND YOU GET A TAG"
714,1,melwu5057,That is great new hope more people are willing came forward to take the covid19 vaccines when it is rolled out into the public,"['great', 'new', 'hope', 'peopl', 'will', 'came', 'forward', 'take', 'vaccin', 'roll', 'public']",That is great new hope more people are willing came forward to take the covid19 vaccines when it is rolled out into the public
715,2,pikachewyyy,Damm slow sia,"['damm', 'slow', 'sia']",Damm slow sia
716,3,samantha.desilva.7,shouldnt all Community Centres be allocated in giving the vaccines to their respective residents pr's,"['shouldnt', 'commun', 'centr', 'alloc', 'give', 'vaccin', 'respect', 'resid', 'pr']",shouldnt all Community Centres be allocated in giving the vaccines to their respective residents pr's
717,4,cl.cheng,Is it a new practice that did not have to wear glove when doing injection.,"['new', 'practic', 'wear', 'glove', 'inject']",Is it a new practice that did not have to wear glove when doing injection.
718,0,dededyudha,Pak @jokowi dan @kemenkes_ri,"['pak', 'dan']",Pak @jokowi dan @kemenkes_ri
719,1,dededyudha,Pak @jokowi dan @kemenkes_ri,"['pak', 'dan']",Pak @jokowi dan @kemenkes_ri
720,2,wahyuadipratama_,Indonesian people : Jancok gratis cok😂,"['indonesian', 'peopl', 'jancok', 'grati', 'cok']",Indonesian people : Jancok gratis cok:face_with_tears_of_joy:
721,3,wahyuadipratama_,Indonesian people : Jancok gratis cok😂,"['indonesian', 'peopl', 'jancok', 'grati', 'cok']",Indonesian people : Jancok gratis cok:face_with_tears_of_joy:
722,4,yxgxswxry_04,HIV no cure and cancer no cure but Covid-19 suddenly has vaccine 🤔 irruke ennamo irruke 🤦🏻‍♀️🤦🏻‍♀️ @sasie_11 @known_as_prem @hema_narayanasamy,"['hiv', 'cure', 'cancer', 'cure', 'suddenli', 'vaccin', 'irruk', 'ennamo', 'irruk']",HIV no cure and cancer no cure but Covid-19 suddenly has vaccine :thinking_face: irruke ennamo irruke :woman_facepalming_light_skin_tone::woman_facepalming_light_skin_tone: @sasie_11 @known_as_prem @hema_narayanasamy
723,5,shafieetimashley,becarefull anything come free....... in this world nothing is free 😝,"['becareful', 'anyth', 'come', 'free', 'world', 'noth', 'free']",becarefull anything come free....... in this world nothing is free :squinting_face_with_tongue:
724,6,xjasonalmax,@pong_q.t,[],@pong_q.t
725,7,wilsonteo34,😂😮😮,[],:face_with_tears_of_joy::face_with_open_mouth::face_with_open_mouth:
726,8,5811aisha,👍,[],:thumbs_up:
727,9,marcomarcusmusic,Even if not free also must get. At most it will cost $100 or smth. Get it and done and Over with and u can get on with life and travel etc ❤️❤️❤️❤️,"['even', 'free', 'also', 'must', 'get', 'cost', 'smth', 'get', 'done', 'u', 'get', 'life', 'travel', 'etc']",Even if not free also must get. At most it will cost $100 or smth. Get it and done and Over with and u can get on with life and travel etc :red_heart::red_heart::red_heart::red_heart:
728,10,clareljndr,💓💓💓,[],:beating_heart::beating_heart::beating_heart:
729,11,ohjmx,I assume long-term resident means people who are permanent residents here and Long Term Visit Pass holders be it for whatever reason.,"['assum', 'resid', 'mean', 'peopl', 'perman', 'resid', 'long', 'term', 'visit', 'pass', 'holder', 'whatev', 'reason']",I assume long-term resident means people who are permanent residents here and Long Term Visit Pass holders be it for whatever reason.
730,12,zenabjejen,Cepat lah buka Singapore. Batam waiting u for open lol,"['cepat', 'lah', 'buka', 'singapor', 'batam', 'wait', 'u', 'open', 'lol']",Cepat lah buka Singapore. Batam waiting u for open lol
731,13,biean_biz,long term residents..uhhmm are the foreign workers included?,"['long', 'term', 'resid', 'uhhmm', 'foreign', 'worker', 'includ']",long term residents..uhhmm are the foreign workers included?
732,14,biean_biz,long term residents..uhhmm are the foreign workers included?,"['long', 'term', 'resid', 'uhhmm', 'foreign', 'worker', 'includ']",long term residents..uhhmm are the foreign workers included?
733,15,oshinhernis,@venn8 👀,[],@venn8 :eyes:
734,16,rei_perfect,Yayyyy,['yayyyi'],Yayyyy
735,0,cheersdoris,👍,[],:thumbs_up:
736,1,cheersdoris,👍,[],:thumbs_up:
737,2,sn.teresang,👏,[],:clapping_hands:
738,3,v.charaan,Good luck on getting affected by the sight effects lmao..,"['good', 'luck', 'get', 'affect', 'sight', 'effect', 'lmao']",Good luck on getting affected by the sight effects lmao..
739,4,rusyd68,"Damn I'm allergic to synflex, would that make me an anti-vaxxer?","['damn', 'allerg', 'synflex', 'would', 'make']","Damn I'm allergic to synflex, would that make me an anti-vaxxer?"
740,5,da.ve7954,Historic moment. Singapore first guinea pig,"['histor', 'moment', 'singapor', 'first', 'guinea', 'pig']",Historic moment. Singapore first guinea pig
741,6,johnnyjuay,👏👏👏,[],:clapping_hands::clapping_hands::clapping_hands:
742,7,joycekee892,@ahlibababas,[],@ahlibababas
743,8,ramy5476,Wish success for the vaccine 🙏😇,"['wish', 'success', 'vaccin']",Wish success for the vaccine :folded_hands::smiling_face_with_halo:
744,9,20cnts,@hengyeu she kena jab,"['kena', 'jab']",@hengyeu she kena jab
745,10,kangaroo03,"It is better if the Singapore government wait out for a few months after the first batch of vaccines are rolled out to the public of other countries and before getting the vaccines,to see if there is any sideeffects and damaging effects people experience from the vaccine.","['better', 'singapor', 'govern', 'wait', 'month', 'first', 'batch', 'vaccin', 'roll', 'public', 'countri', 'get', 'vaccin', 'see', 'sideeffect', 'damag', 'effect', 'peopl', 'experi', 'vaccin']","It is better if the Singapore government wait out for a few months after the first batch of vaccines are rolled out to the public of other countries and before getting the vaccines,to see if there is any sideeffects and damaging effects people experience from the vaccine."
746,11,akomono,Seems like the 1st to buy iphone,"['seem', 'like', 'buy', 'iphon']",Seems like the 1st to buy iphone
747,12,yongjiejiee,Her face 😂,['face'],Her face :face_with_tears_of_joy:
748,13,rcheanglm64,👍,[],:thumbs_up:
749,14,myonefaith,👍🏻👏🏻💪🏻❤️🇸🇬,[],:thumbs_up_light_skin_tone::clapping_hands_light_skin_tone::flexed_biceps_light_skin_tone::red_heart::Singapore:
750,15,hypedripfit,some people died from vaccine bro,"['peopl', 'die', 'vaccin', 'bro']",some people died from vaccine bro
751,16,z_gaoyi,i hope the vaccine would be a success:D,"['hope', 'vaccin', 'would', 'success']",i hope the vaccine would be a success:D
752,17,hypedripfit,hope the sg one not fatal like the us one,"['hope', 'sg', 'one', 'fatal', 'like', 'us', 'one']",hope the sg one not fatal like the us one
753,18,lyuexuan_,"There's not enough data to prove the effectiveness of the vaccine, so now we are all Guinea pigs.","['enough', 'data', 'prove', 'effect', 'vaccin', 'guinea', 'pig']","There's not enough data to prove the effectiveness of the vaccine, so now we are all Guinea pigs."
754,19,mrhteinlin,May this be a success and bring good news to 2021!,"['may', 'success', 'bring', 'good', 'news']",May this be a success and bring good news to 2021!
755,20,jong_tp,🤔🤔🤔🤔🤔,[],:thinking_face::thinking_face::thinking_face::thinking_face::thinking_face:
756,21,lyuexuan_,"All that talk about the vaccine being voluntary, most likely the poor healthcare workers won't be given any choices. Btw there's been reports of severe allergic reactions after taking the vaccine..","['talk', 'vaccin', 'voluntari', 'like', 'poor', 'healthcar', 'worker', 'wo', 'given', 'choic', 'btw', 'report', 'sever', 'allerg', 'reaction', 'take', 'vaccin']","All that talk about the vaccine being voluntary, most likely the poor healthcare workers won't be given any choices. Btw there's been reports of severe allergic reactions after taking the vaccine.."
757,22,tylerharvey,Looks like it hurts,"['look', 'like', 'hurt']",Looks like it hurts
758,23,elidevecchi,@eduardoarndt vamo singa!,"['vamo', 'singa']",@eduardoarndt vamo singa!
759,24,wengyeowsoon,👏👏👏,[],:clapping_hands::clapping_hands::clapping_hands:
760,25,shamnasaar,She gonna start climbing walls after the jab,"['gon', 'na', 'start', 'climb', 'wall', 'jab']",She gonna start climbing walls after the jab
761,26,alvingoh,💪🏼💪🏼💪🏼,[],:flexed_biceps_medium-light_skin_tone::flexed_biceps_medium-light_skin_tone::flexed_biceps_medium-light_skin_tone:
762,0,melwu5057,That is great news for Singapore people,"['great', 'news', 'singapor', 'peopl']",That is great news for Singapore people
763,1,blehblehbleh2007,Pls no sinovac 😭,"['pl', 'sinovac']",Pls no sinovac :loudly_crying_face:
764,2,vignishh,Ngl the packaging looks like maggi mee when I first looked at it,"['ngl', 'packag', 'look', 'like', 'maggi', 'mee', 'first', 'look']",Ngl the packaging looks like maggi mee when I first looked at it
765,3,franksongjh,😮,[],:face_with_open_mouth:
766,4,potatocoffeepot,"Best not buy those manufactured in China....There are some ""black hearted"" 黑心 merchants or producers tat can make fake eggs n add all kinds of colours to fruits to make them look fresh n good and sell them to unsuspecting consumers...truly scary..But one of their MOST UNFORGIVABLE acts is making fake baby milk formula powder tat caused babies to fall sick after drinking...This is the Most Disgusting bcos babies are so defenceless n depend on milk powder to live on bcos not All mothers are able to breast feed their babies...so best not buy vaccine from China. Thank you very much..","['best', 'buy', 'manufactur', 'china', 'black', 'heart', 'merchant', 'produc', 'tat', 'make', 'fake', 'egg', 'n', 'add', 'kind', 'colour', 'fruit', 'make', 'look', 'fresh', 'n', 'good', 'sell', 'unsuspect', 'consum', 'truli', 'scari', 'one', 'unforgiv', 'act', 'make', 'fake', 'babi', 'milk', 'formula', 'powder', 'tat', 'caus', 'babi', 'fall', 'sick', 'drink', 'disgust', 'bco', 'babi', 'defenceless', 'n', 'depend', 'milk', 'powder', 'live', 'bco', 'mother', 'abl', 'breast', 'feed', 'babi', 'best', 'buy', 'vaccin', 'china', 'thank', 'much']","Best not buy those manufactured in China....There are some ""black hearted"" 黑心 merchants or producers tat can make fake eggs n add all kinds of colours to fruits to make them look fresh n good and sell them to unsuspecting consumers...truly scary..But one of their MOST UNFORGIVABLE acts is making fake baby milk formula powder tat caused babies to fall sick after drinking...This is the Most Disgusting bcos babies are so defenceless n depend on milk powder to live on bcos not All mothers are able to breast feed their babies...so best not buy vaccine from China. Thank you very much.."
767,5,yehuda5745,Ask bibi 🕎,"['ask', 'bibi']",Ask bibi :menorah:
