,Unnamed: 0,Comments,Datetime,num_words
3536,3548,So will you be first LHL?,2020-12-21,6
3537,3549,Es una esperanza sin duda alguna,2020-12-26,6
3538,3550,Our government is rich that is why we can get the first batch of vaccines. ,2020-12-22,15
3539,3551,News....late Dec 2020  Singapore may be free from Covid-19 ....in mid 2021,2020-12-22,11
3540,3553,Spore is doing a great job in flattening the covid curve .,2020-12-21,11
3541,3554,Singapore 1st in Asia to receive the Vaccine.....❤️🇸🇬💯🌹🌹🌹🌎🏆🏆🏆,2020-12-22,7
3542,3556,John Michael na handle mo to notksy? Haha ,2020-12-21,8
3543,3557,Sputnik IV? I guess not.,2020-12-26,5
3544,3559,"Thank you for making this happened. Even with vaccines, please do not lift the mandatory mask wearing until all traces of viruses are eliminated.  ** Patients don't immediately develop COVID-19 protection after being vaccinated.  ""We know from the vaccine clinical trials that it’s going to take about 10 to 14 days for you to start to develop protection from the vaccine,"" Ramers said.  Even after those 10 to 14 days, patients still need a second vaccine dose for full protection. ""That first dose we think gives you somewhere around 50%, and you need that second dose to get up to 95%,"" Ramers added.  Read more: https://abcnews.go.com/Health/nurse-tests-positive-covid-19-shortly-vaccinated/story?id=74947995",2020-12-30,98
3545,3560,"Lee Hsien Loong, you will be the 1st guinea pig ?",2020-12-22,9
3546,3562,"Wow! Good News,Singapore! Thanks PM Lee For The Update! Happy Go Lucky! Jeffrey Ng! Huat Ah!",2020-12-21,17
3547,3564,Well done Singapore! Thank you to all leaders and staff who are working tirelessly to up.to know in managing the Covid situation in Singapore... best of luck 🤞🏼 ,2020-12-21,26
3548,3565,Thank you PM Lee for everything and proud to be part of this great country !!,2020-12-21,15
3549,3566,Well done Singapore👏👏👏Thank you to all leaders and staff who are working tirelessly to up.to know in managing the Covid situation in SG.,2020-12-21,23
3550,3567,"Thank you Singapore govt, ministers and whole team who make this happen. Greatly appreciated all the hard works and the relationships build with the other countries. Singapore is indeed blessed!",2020-12-21,30
3551,3568,Great News!  We are truly blessed with you around and your good ministers & health authorities. Wish to find out the brand name of Vaccines . ,2020-12-22,24
3552,3569,"Thank you Singapore govt, ministers and whole team who make this happen. Greatly appreciated all the hard works and the relationships build with the other countries. Singapore is indeed blessed!",2020-12-22,30
3553,3570,"I observe that most local cases are found in air con places like shopping centres, food courts, supermarkets, indoor eateries and very rare in open air places like hawker centres, coffee shops, markets, parks, seaside others. Suggest lest control over  non air con areas.",2020-12-22,44
3554,3571,Very good news for singapore.Thank you for relentless efforts PM. Lee and Singapore authorities.,2020-12-21,13
3555,3572,Wonderful! Only the most efficient government can deliver this life saving vaccine in a timely manner! ,2020-12-21,16
3556,3573,Great news. Thank you for relentless efforts PM. Lee and Singapore authorities.,2020-12-21,12
3557,3574,"i suggest dont let seniors be the guinea pigs for new vaccines, they might have a difficulty coping with side effects and cause complications. Normal vaccines need 5-10 yrs testing period but this havent been tested for even a year",2020-12-22,39
3558,3575,"Hope pioneers, merdeka & seniors get the notice to be vacinated fast",2020-12-22,11
3559,3576,I worry our hot weather will spoil the vaccine. I also worry it is a waste of money as a new strain is found in England and may spread to here soon.,2020-12-22,32
3560,3577,Great news. Thank you  PM. Lee and Singapore authorities.,2020-12-21,9
3561,3578,"Blessed!  Great News!   We are truly blessed with you around and your good ministers & health authorities. Wish to find out the brand name of Vaccines . As a Singaporean living abroad, I feel deeply grateful and fortunate to see my loved ones at home are in the good hands of such thoughtful, caring and capable leaders. Thank you so much for your unwavering commitment to take care of us especially in challenging times....💞🇧🇩🇧🇩🇧🇩🇧🇩💞",2020-12-22,72
3562,3579,“Walk the talk” as always Mr Lee  “ . Thank you for everything and proud to be part of this great country ❤️❤️,2020-12-21,20
3563,3580,Great news. Thank you Mr. Pm. Lee and Singapore authorities.,2020-12-22,10
3564,3581,"Vaccine arrived in Singapore 🍷🍷🍷👍👍👍🌷🌷🌷🌈🌈🌈Thanks so much to our govt, multi ministries task force and many unsung hero 💕💕💕💞💞💞💘💘💘 ",2020-12-22,18
3565,3582,"If kena cancer or die a few years later due to the vaccines, able to claim 1.5m life insurance right?",2020-12-22,20
3566,3583,The Government have done a fabulous job. Thank you PM LHL! ❤️💚,2020-12-21,11
3567,3584,The govt have done a 👍 job. Thank you PM LHL!,2020-12-24,10
3568,3585,Awesome!! Truly delivering on a promise  Thank you singapore government PM Leeand all teams.,2020-12-23,14
3569,3586,"THE BIG EAR MUST RULE FOREVER . GOOD LUCK TO YOU , PRIME MINISTER LEE HSIEN LOONG .",2020-12-23,15
3570,3588,Please take the first jab.,2020-12-23,5
3571,3590,"Get vaccinated, keep indoor environment healthy, and reduce all vulnerabilities.  https://indooraircartoon.com/2020/12/20/covid-19-policy-plus-healthy-indoor-environments-vaccination-and-reduction-of-all-vulnerabilities/",2020-12-21,10
3572,3595,Thank you so much pm,2020-12-25,5
3573,3597,Great news from great leader!!,2020-12-24,5
3574,3598,Great work Mr pm... Sir...,2020-12-24,5
3575,3601,Precious cargo! Well done SG,2020-12-24,5
3576,3603,Thank you  PM and teamfor the care and health of the people.,2020-12-24,12
3577,3606,Great job Singapore well done...,2020-12-23,5
3578,3607,Truly grateful for your exemplary leadership PM LHL.  👏🏼👏🏼👏🏼❤️❤️❤️,2020-12-23,8
3579,3608,Thank you PM Lee for sharing this awesome news!🥳🥳 Merry Christmas!🎁🎁,2020-12-23,11
3580,3615,"Good news, Thank you PM sir",2020-12-23,6
3581,3622,💜Noted👍Thank you PM Lee👍fortunate we have great PAP government🙏much grateful🇸🇬🙏💜,2020-12-23,13
3582,3625,Thank you my honerable great pm,2020-12-23,6
3583,3629,"Great news, u are real heru tnx dear pm.. Gud  Bless u.",2020-12-22,12
3584,3630,Thank you so much Honorable PM and government and all Ministers  We are all very happy to hear this news  🙏🙏🙏,2020-12-22,20
3585,3639,Well done ...im proud to be singaporean....i salute you sirPM..God bless you,2020-12-22,14
3586,3640,Plz help Foreigners to proceed the free vaccine.,2020-12-22,8
3587,3643,The Government have done a fabulous job. Thank you PM,2020-12-22,10
3588,3644,"Thank you PM Lee,we are proud to be Singaporean,God bless all.",2020-12-22,13
3589,3646,Thank you PM Lee Sir ,2020-12-22,5
3590,3647,Really very good news for Us,2020-12-22,6
3591,3648,Very nice daddy lee hsien loong,2020-12-22,6
3592,3649,WHO n Joe Biden US President-elect : NO WORRY 🌹🇱🇷🌎,2020-12-22,7
3593,3650,Thanks for your efforts and support 🙏 Sir,2020-12-22,7
3594,3651,"Thanks God bless 🙏 Singapore 🇸🇬🇸🇬🇸🇬 thank you very much Mr Lee, ❤️❤️❤️🇸🇬🇸🇬🇸🇬",2020-12-22,10
3595,3661,Thanks PM....we love you,2020-12-22,5
3596,3663,Thank u PM Lee for sharing :) it really takes a long time to recover from or defeat Covid-19.   Merry Christmas to u and Mrs Lee 🎅🏼🎄🦌🐻‍❄️🎁💝 and wish u all the BEST for ur future leadership succession.,2020-12-22,36
3597,3667,Thank you so much sir@ Mr Lee Hsien Loong We really Appreciate🙏 May God bless Everyone for their Amazing Job!!👍👍👍 Majulah Singapura!🇸🇬,2020-12-22,22
3598,3668,Delighted to hear this too ❤️,2020-12-22,5
3599,3672,Chia Wei Jun Justin Ang LiNah Jason Yik ,2020-12-22,8
3600,3674,Amos Lim Yong Lun is that true,2020-12-22,7
3601,3681,Well done..This is  undoubtedly the most awaited gift! 😍😍😍😍SG,2020-12-22,10
3602,3695,Thank you our dear PM for making us safe. Singapore stay blessed 🙏🙏,2020-12-22,12
3603,3699,Good morning Sir🌻Thank you so much.,2020-12-22,7
3604,3700,Finally! I want vaccination pls? https://youtu.be/TEjRte5O0jc,2020-12-22,5
3605,3701,Thank you Mr Lee god blessed you. Majulah Singapore....💖💖💖,2020-12-22,9
3606,3707,Great news!Thank you a lot sir🙏🙏🙏,2020-12-22,7
3607,3715,Great 👍🏿 hope insallah we will come out COVID 19 pandamic very soon thank you very much for SG government strongly 💪 supporting migrant workers ❤️💜🇸🇬,2020-12-22,22
3608,3717,"Thank you Sir, god bless you, do take care",2020-12-22,9
3609,3718,Tq so much sir for the great news,2020-12-22,8
3610,3722,"To Our 🇸🇬 Government ,You are 🇸🇬 Great leaders",2020-12-22,7
3611,3726,"🌹THANKS TO OUR SPORE🇸🇬 GOVERMENT🌹 THEY REALY TAKE CARE ALL SINGAPOREAN.  COME ON ALL SINGAPOREAN TOGETHER WE FIGTH COVID'19!!!  REMEMBER WHAT OUR SPORE FATHER MR. LEE K.Y. SAY.....  ""ONE PEOPLE ONE NATION ONE SINGAPOREAN""",2020-12-22,35
3612,3737,Hurray! Very good news indeed. Our government is super efficient. ,2020-12-22,10
3613,3741,Great news!!  Thank you PM and Team ...,2020-12-22,7
3614,3746,Gordon Cheo Philip Adams great news. thank you pm lee and all of singapore for their great work in containing the virus.,2020-12-22,22
3615,3747,"SG,goverment is Really great; great, and your the best,,P,M, sg,👏Goodluck+Godbless,#Besafe ;#Behealthy;sg👏 dearr,LHL💘🇸🇬 🌲💐😇💞",2020-12-22,17
3616,3756,"Wow, great to hear this news",2020-12-22,6
3617,3761,Gd news hope everything smooth smooth.,2020-12-22,6
3618,3762,Great News👍👍👍 Thanks to all that make it possible 🙏🙏🙏,2020-12-22,9
3619,3765,Huey Ying Saw Celine Bi nmjhl. ,2020-12-22,6
3620,3766,Thank you so much ka 🙏,2020-12-22,5
3621,3768,Thank you we are so blessed!,2020-12-22,6
3622,3771,I wish I were your citizen.,2020-12-22,6
3623,3779,Thank you so much our lovely PM Lee and the team 👏👏👏👍👍👍 Majulah Singapura 🥰🥰🥰🥳🥳🥳🤩,2020-12-22,13
3624,3783,Thank you PM Lee Hsien Loong and your Team.,2020-12-21,9
3625,3786,👏👏👏 Greatly appreciated and thank you !🙏 ,2020-12-21,5
3626,3787,Nems Saceda  Mary Jeane Leopoldo Saceda ,2020-12-21,6
3627,3790,Mr prime minister your very nice 👍 💐,2020-12-21,6
3628,3791,Well Done 👍 Mr PM Lee 🤗🤗🤗 We Are SG United 🇸🇬 It’s A Good Gifts 🎁 For Christmas 🎄 And A Happy New Year 🥳 2021. I’m proud to be a Singaporean 🇸🇬. Thanks 🙏 We Really Appreciated 😁😁😁,2020-12-21,32
3629,3794,Good news for Sg . May Singapore shine in your leadership,2020-12-21,10
3630,3801,Great news.  great efforts PM. ,2020-12-21,5
3631,3804,Caring PM...God bless you.,2020-12-21,5
3632,3807,"PM Lee Hsien Loong, Best Wishes and Merry Christmas and Happy New Year 2021,to you and your family. Thank you very much",2020-12-21,22
3633,3809,congratulations dear pm sir we always respect and love u ❤️❤️🇧🇩🇧🇩🇧🇩🇧🇩,2020-12-21,10
3634,3823,😃🌟🇸🇬🌈 A Full Fresh incredible Moving ☺️ And Keep the Roads With a Quick Eyed 👍🇸🇬💪 MAJULAH 💪🇸🇬💪 SINGAPURA 💪🇸🇬💪👍 A Greatest Mindsets with A Excellent Moving AHEAD 👍 in the W(🇸🇬)RKING W(🌏)RLD A M(🌎)VING 🌍 A HEALTHIER W(💓)RLD 💪👍😄🤗☺️ And Also Thanks again To 🇸🇬PM LHL And ALL's T(🙏)(👍)👏☺️🤗😃,2020-12-21,45
3635,3828,Good New thanks our great   PM Mr Lee HL for sharing good job all our government,2020-12-21,16
3636,3830,Thk you 🙆‍♀️🇸🇬PM...thk you n your Team n Health Workers ...may SG United to go thru this pandemic 🙏Blessings All,2020-12-21,21
3637,3831,Sandra Khor good for you,2020-12-21,5
3638,3834,Alhamdulillah. Thank you Sir ❤Love From BANGLADESH 🇧🇩 God Bless You🙌💚💕💕,2020-12-21,10
3639,3839,Thank you Sir! Good Job Singapore🇸🇬🇸🇬🇸🇬❤❤❤Truly wonderful to know this🙏🙏🙏,2020-12-21,11
3640,3844,A responsible person is the best leader in the country. Thanks Mr President 😍❤️🤍💚,2020-12-21,13
3641,3845,A Big thank you to all.,2020-12-21,6
3642,3847,Thank you our PM...  And your team 👍👍👍good job Singapore 🇸🇬 cheers 🥂 ,2020-12-21,11
3643,3850,Great news👍Really very appreciated to our🇸🇬 proud of Leadership PM Lee and best PAP government for work hard to us Singaporeans🙏 Please staty safe and healthy PM Lee always🙏💪🇸🇬,2020-12-21,30
3644,3853,Hope shn sdf end soon,2020-12-21,5
3645,3860,"Thank you dear Sir, PM Lee🇸🇬❤️👌",2020-12-21,6
3646,3867,Thank you very much sir,2020-12-21,5
3647,3868,Thank you very much sir. Great news indeed!! 😊🙏,2020-12-21,8
3648,3871,Thanks u sir all the Best,2020-12-21,6
3649,3875,"Great News Sir,i'm Really proud to you & your team Sir",2020-12-21,10
3650,3876,A huge sense of reassurance Sir.! ,2020-12-21,6
3651,3878,Thank you PAP❤️ Our government had done a great job 👏 ,2020-12-21,10
3652,3879,Thank you PM Lee  💞Thank you  Singapore 🙏👍💖,2020-12-21,7
3653,3880,Mr. Lee Hsien Loong: You are the best. I salute and respect your plans.,2020-12-21,14
3654,3894,Govt have proved Singapore best in its world class once again  🇸🇬🎉👍,2020-12-21,11
3655,3902,"Dearest PM , thank u for your govt. Despite covid 19 , we r full of good surprises. My patriotism n national pride ....soaring like fire crackers 🇸🇬🎉🌟🇸🇬🎉🌟",2020-12-21,24
3656,3906,Blessed indeed ! Thank you SG ,2020-12-21,5
3657,3909,"How i explain my felling, god Bless u🤲",2020-12-21,8
3658,3910,Keshar Kumar sir finally its arrived👍🏻,2020-12-21,6
3659,3914,Bernadette Hu Jacquelyn R Lim Samantha Chan ,2020-12-21,7
3660,3921,Congrats sir for ur hard work,2020-12-21,6
3661,3927,"well job, sir. good news too",2020-12-21,6
3662,3936,"I’m grateful ! Thank you ,PM Sir and team members.",2020-12-21,10
3663,3939,Thank you sir for support all worker Allah bless you 🙏,2020-12-21,10
3664,3941,Afie Imah . ANnahul Wahyu . Sue Shb. Ajeerah Annatasha . Haqiim Muhammad . Muhammad Shahid . Arip Muhammad .,2020-12-21,14
3665,3942,Congratulations Mr Lee we always love you sir,2020-12-21,8
3666,3949,Congratulations PM Lee and team 👏👏👏,2020-12-21,5
3667,3950,thank you so much  Sir,2020-12-21,5
3668,3952,"Tq ,Merry Christmas and Happy new year sir 🙏",2020-12-21,8
3669,3954,Great news for all Singaporean folks. ....sounds good. Love from Nepal jay pashupatinath,2020-12-21,13
3670,3959,Great job! Very well done,2020-12-21,5
3671,3962,Thanks all for the good work,2020-12-21,6
3672,3974,Great news for your citizent,2020-12-21,5
3673,3979,Good n very good news,2020-12-21,5
3674,3983,Congratulations Thanks a lot Mr PM,2020-12-21,6
3675,3991,Great News PM Lee Sir Congratulations 🙏🙏🙏🙏,2020-12-21,6
3676,3997,Gd news thanks border can open coming soon,2020-12-21,8
3677,3999,So lucky are your constituents PM Lee God bless,2020-12-21,9
3678,4000,Happy to hear that. Thanks you.  ,2020-12-21,6
3679,4004,Thank you so much sir,2020-12-21,5
3680,4008,Thanks Our Dearest PM Lee 👍👍👍❤️❤️❤️ Thanks For Sharing 👍👍👍 Great News In SG 🇸🇬🇸🇬🇸🇬 You Are Our Bests Leader 👍👍👍 Must Take Good Care And Must Drink More Water 👍👍👍,2020-12-21,26
3681,4031,"The facts can be discussed later on as data will surface in time, IF the educated wants protection when traveling abroad the vaccines are available. A layman gets masks up, sanitises often when at work may find vaccines useful for NOW. It makes sense to protect working class families. Do what is best for your situation 😌😷😇",2020-12-15,56
3682,4032,"Thank you, Sir for taking good care of us. However, I wonder how long the vaccine will remain good for? Is one shot of the vaccine good forever? Or does one have to take it every few years? Or every year, like the flu vaccine? The article states the following, but then it's still not clear how long this vaccine is good for.  ""It’s possible that in the months after vaccination, the number of antibodies and killer T-cells will drop. But the immune system also contains special cells called memory B-cells and memory T-cells that might retain information about the coronavirus for years or even decades.""       The ""It's possible"", ""might"" sounds so tentative...",2020-12-15,109
3683,4033,I will like to know the team in Heath Sciences Authority whom approved this Pfizer vaccine will they    be first in the line to be vaccinated since they said is safe. ,2020-12-15,31
3684,4034,"Good news for traveling, travellers, olympics, and many more. But me personally would wait till end of next year to see the vaccine outcomes and report. Thanks for making it free to our citizens. ",2020-12-15,34
3685,4035,Thank you PM Lee for including us long term residents in getting free vaccine.Hoping 2021 will be safer for everyone.,2020-12-15,18
3686,4036,""". This will not only protect you, but those around you as well."" – LHL   Vaccination definitely does not prevent transmission. Your statement implies the loved ones of people who get the vaccines, will be v protected if they don't get vaccinated.  From many vaccine experts, those vaccinated still have to wear masks and social distance.",2020-12-15,53
3687,4037,"Thank you Sir, for the informative article. I fully support and applaud the decisions of the government. We are indeed very fortunate to have a responsible and competent government helming our country. The sterling political leadership enabled Singapore to overcome a very difficult period during the lockdown period with minimal casualties. We must not forget that the global pandemic is still a major problem in many countries. Singaporeans must never be complacent because we are not yet out of the woods. The situation can deteriorate very rapidly for Singapore if there is any let up in our measures and preventive safeguards that have been put in place. Let us all continue to stay vigilant and prudent. We have a responsibility to keep ourselves and our own families safe.  ",2020-12-15,128
3688,4038,"Singapore with the recent record of 0 local community transmission is definitely commendable. Assuming that  Singapore citizen starts taking up the vaccination, the risk from vaccination is somehow misplaced. Nevertheless, we will never know what the future beholds, I still think the higher risk segment such as front line workers has to be mandated part of the vaccination program.",2020-12-18,58
3689,4039,"Like all medicines and vaccines there will always be side effects or long term harms. The truth is in the short term if many refuse to be vaccinated the dangers of Covid infections will continue to ravage society socially and economically. Noble act by the leaders to take the first steps. I suggest creating vaccination passports for those vaccinated so that they will be allowed more freedom to travel and resume normalcy. For those who choose not to be vaccinated, well its your choice to continue with restricted movement measures. ",2020-12-16,90
3690,4040,Please make it affordable for foreign and domestic worker too.,2020-12-15,10
3691,4041,"In life, there's no 100% guarantee. Paracetamol (Panadol) has been around for ages. People take them for years and some do develop allergy to it after years of taking. For me, I rather risk having the vaccine than catch covid. If time to die, time to die. I suppose each human dna is different. So we will react differently.",2020-12-15,57
3692,4042,Thank you PM Lee for making an effort to share. Everyone must not let our guard down too stay safe,2020-12-15,20
3693,4043,I asked MOH a question but waiting to hear from them : Can we choose the vaccine manufacturer ? My family refuses to be injected with Sinovac.,2020-12-15,25
3694,4044,"Sorry Sir, I beg to differ. As far as I know, these vaccines have no studies done on long term effects and it does not promise that the vaccinated will eliminate the possibility of transmission. So I do not see how it is a way to protect oneself and others for a disease with 99.97% survival rate and most do not even know they have it. According to research, asymptomatics are also not a driver of the pandemic. I do not see any logic of why life cannot go on as per pre-CB without vaccines.",2020-12-15,93
3695,4045,I cannot wait to be vaccinated! ,2020-12-15,6
3696,4046,Thank you PM Lee. Hope our children of Singapore will get a safe vaccine too soon. ,2020-12-15,16
3697,4047,"There are groups who talk about ""faith"" in the vaccine. Of course websites that focus and highlight the 6 people who died in the test of this vaccine. Actually it was only 2, but found to be unrelated to the vaccine. The other 4 did not even get the vaccine, they only got the placebo. The key issue is a great study in motivation. Consider if say, after getting this vaccine, the person can go back to pre COVID-19 status. Means, go anywhere, no need to wear mask, no social distancing, no limit of people to be with. Then everyone will queue up for it. The thing is after getting this vaccine, things remain the same, with all the measures that we have to adhere to. ",2020-12-15,123
3698,4048,Let people know each vaccine prices and they can decide for themselves.,2020-12-16,12
3699,4049,"Years ago, frequent travellers were advised strongly to get the 'flu vaccine' jabs by medical centres, etc. However, there are people who did not get the jab, and are fine. Covid19 is very contagious, we can see the effects. But its not mandatory unlike measles vaccination. Health minister Gan ky gave the example of mandatory vaccine is measles when someone asked 'why covid19 vaccine is not made mandatory?'",2020-12-15,68
3700,4050,Thanks for that! Stay safe and we will eventually get back to normal (Phase 4)!,2020-12-15,14
3701,4051,Good evening Sir Thank you for sharing on the new vaccine ! Take care and stay safe !!,2020-12-15,16
3702,4052,Get vaccinated or not the free choice is yours. Your life is in your own hand. You decide. No need for detractors to play a blaming game.,2020-12-15,27
3703,4053,We. Will. Definitely get. Vaccinated,2020-12-15,5
3704,4054,"There is a big difference between a peer review study and advertisement.This on NYTimes sounds like the latter.Peer review is imp because it shows PROFESSIONALS coming from different medical experiences and wide range of perspective, providing their consensus on a particular topic.",2020-12-15,40
3705,4055,U. Really. Did well. Never disappointed. Your. Father and all Singaporean we. Stand together,2020-12-15,14
3706,4056,"Sir, of all the media outlets, you chose NYTimes?",2020-12-15,9
3707,4057,"The Anime “Cells at work” also show us how All our cells work to fight against virus / Bacteria  After looking at the link, all the memories came back about the anime.  Helper T Cell, Memory Cell, Mast Cell, B Cell, Macrophages, neutrophils. Immunity vaccine do work.  Thank you PM and all officers for protecting us.",2020-12-16,55
3708,4058,Thank you sir for doing this for Singapore. May I know if overseas Singaporeans be in the coverage?,2020-12-15,18
3709,4059,Hmmm...  Sorry to say we are not scientists but we know from past data that side effects may only show up months or years later...  N then...  If it's a terrible side effects like cancer causing or mutations of babies... Or human cells affecting next generation... I fear...  The disease prob will be gone 3 yrs time but the effects of the vacines... Hard to say...  No one can guarantee... Even scientists...,2020-12-15,70
3710,4060,Why don’t use China vaccine? ,2020-12-15,6
3711,4061,Why got vaccine. Our STI will so weak ? Cannot understand,2020-12-15,10
3712,4062,"Thank you PM LEE, folks stay vigilant put on your mask and be good",2020-12-15,14
3713,4063,What about those of us w allergies? What are our options,2020-12-15,11
3714,4064,"Thank you for taking care of my son and his family. We miss him and his family very much, but I know that you take good care of them. ",2020-12-15,29
3715,4065,Great! I wish Asean+ countries establish medical association for vaccines research and Quality certification of drugs and vaccines 😌,2020-12-15,18
3716,4066,Hello sir I consider you as the primary leader of the leaders I can love because your every action is very helpful to the foreign staff who come here my heart ..... we need your service sir ..... our second homeland Singapore sir .....  ..You should live well for a long time without getting sick sir💐💐💐💐,2020-12-16,53
3717,4067,What about Singaporeans living abroad? Will they be able to get the vaccination?,2020-12-15,13
3718,4068,Assuming there is more than 1 brand of vaccines available to us and they are all effective but at a different % some more some less will there be options to pay to get the better ones? like the limited edition masks from Temasek foundation? ,2020-12-15,43
3719,4069,"A virus infects a cell and directs the cell to make more virus copies, killing the cell eventually. For the vaccine, the mRNA package enters the cell and directs it to make spike proteins, which present themselves on the cell membrane, or they or their fragments might exit the cell. The immune system reacts to the spike proteins, learning how to inactivate them as they mount an immune response.  It is new technology. This application as a vaccine will probably not give us The Handmaid's Tale or Umbrella Corporation. I would be more concerned about future applications that could be more sinister.",2020-12-15,101
3720,4070,"hi Sir Lee,  Same dosage, same vaccine  include Primary children as well?",2020-12-15,12
3721,4071,"So far no side effects, my batcmate got it 5days ago in UK",2020-12-15,12
3722,4072,I’m here just read keyboard scientists’ comments. ,2020-12-15,8
3723,4073,I wanna wait for the one that is developed by SG.. 😬,2020-12-15,11
3724,4074,I wonder why China and Russia did not bother to develop a RNA vaccine but instead chose the traditional vaccine development route?,2020-12-15,22
3725,4075,Thank you Sir. Please let us take the anti-body test first because if we have the Covid antibodies then we don’t need to take the vaccine. ,2020-12-15,26
3726,4076,Vaccine with the blessing to travel in & out of Malaysia please. ,2020-12-16,11
3727,4077,"I'm middle age, not frontline workers, can I opt for priority vaccination?",2020-12-16,11
3728,4079,Sure! Thank you PM Lee🙏🏻,2020-12-15,5
3729,4080,Does anyone know the differences between the Moderna vaccine vs Pfizer one?,2020-12-15,12
3730,4081,Make sure records r taken when vaccinated,2020-12-15,7
3731,4082,"The vaccine requires very cold storage. A severe limitation for less privileged countries, especially in the tropics.",2020-12-15,17
3732,4083,Thank you very much for the free COVID19 vaccinations for Singaporeans Sir! We are very grateful!! 👍😀,2020-12-15,16
3733,4084,"But i dont see how in the article is there any scientific evidence that it is safe. We dont base facts on just what a article reports, without putting up proper studies and evidences, right?  There is a good chance of non specific illnesses/disorders arising as a result of mutation of virus, or when the vaccine binds the target but does not eliminate it successfully. This may lead to cytokine storms which may be worse than the virus itself. The article nor vaccine trials seem to have NOT provided evidence that these ADE (aka disease enhancements) will not be observed. It is more common to happen with respiratory illnesses or vaccines.",2020-12-17,112
3734,4085,U. Are. A big. Hero. To be. The one to. Get. First. Vaccinated,2020-12-15,13
3735,4086,I am waiting the vaccine.,2020-12-15,5
3736,4087,Singapore is indeed a medical pharmaceutical (online) research hub! So many experts here with desktop research evidence to state their case n share others opinions!,2020-12-15,25
3737,4088,"Abig big thank you,My dear PM,your kind concerns over all your ppl were well applauded .👏🏻👏🏻👏🏻.We respect you .wishing you best of health !",2020-12-15,25
3738,4089,That's a cute cartoon image of the model 🙂 accessible and understandable,2020-12-15,10
3739,4090,Please I have got a donation to make to any charitable organization around Singapore.  I need brothers to help me do this ,2020-12-16,22
3740,4091,Its good  announced for Singaporeans by honorable PM yesterday,2020-12-15,9
3741,4092,"The vaccine is not approved as a fully licensed medical product, but authorized under emergency use, which means that data on its long term safety and effectiveness isn’t as robust as that of an approved product. As a result, some health workers may decide to wait before getting vaccinated.",2020-12-15,50
3742,4093,When will we be sanctioning China?,2020-12-15,6
3743,4094,"Can’t wait for my family to be called for the vaccine. Thank you, Mr PM sir 🤗",2020-12-15,17
3744,4095,Thanks  Sir for sharing all the information. ,2020-12-15,7
3745,4096,Western countries are shutting out our brother China in this vaccine race. Should we also not reciprocate the same sir?   Sinovac would have been an excellent choice.,2020-12-15,27
3746,4098,Thanks for all the efforts sir .,2020-12-15,6
3747,4099,Morning SIR..our turn will inform us we don't need hurry right SIR.,2020-12-16,12
3748,4100,Tq Sir for all these. Hoping to get things back to normal ASAP.,2020-12-15,13
3749,4101,I do not trust this as the CEO of Pfizer is waiting... ,2020-12-17,12
3750,4102,Great Leader & Great Person in the World,2020-12-15,7
3751,4103,Thank you Mr.Lee. hope everything back to normal.,2020-12-19,7
3752,4104,"Efficacy result of Pfizer (95%) seems to be ""too good to be true"" as the existing flu vaccine has only 50%-60%. RNA vaccination is also still a big controversy. Hope government will also consider Oxford-Astra Zeneca one as the second option, as it is made with a safe traditional technology",2020-12-15,47
3753,4105,Great. U. Done. And sacrifice so much. For. Singapore,2020-12-15,9
3754,4106,Let all cabinet ministers try first.  It could just wipe out the whole government if adverse reactions resulted.,2020-12-15,18
3755,4107,this is the big gud news for end this year and hoping new beginning for travellers and many more💐,2020-12-15,19
3756,4109,Our president is not the same as you.... ,2020-12-15,8
3757,4110,You should write to the Minister in charge,2020-12-15,8
3758,4111,Let it be a controlled drug.,2020-12-17,6
3759,4112,Q&A to Qs such as  What if you've already had a COVID-19 infection?  What type of side effects (or reactogenicity) are being reported?  Can pregnant women or immunocompromised people get the vaccine? What if you've just had a flu shot? ... https://youtu.be/mOmtZ_p6alU,2020-12-16,39
3760,4113,Pls dont consider Chinese vaccines at all.,2020-12-15,7
3761,4114,"Page Flourin Tangalin sana kayu din, the soonest kahit magbayad ka na.",2020-12-16,12
3762,4115,"Wa Lau Wei - so many prof, infectious control specialist bla bla bla here lollll",2020-12-16,14
3763,4116,There is a big difference between👌,2020-12-16,6
3764,4117,"Antivaxxers and antimaskers will be put to shame, disgrace and dishono(u)r.",2020-12-17,13
3765,4118,"So to those who already injected vaccine , they can go anywhere freely even travel freely  to overseas ? no wearing mask ? In law , need to remark them as special , and no more SOP restrictions for them ?",2020-12-15,35
3766,4119,Sir I will follow you once available to us ,2020-12-17,9
3767,4121,"PM Lee,thanks for your vaccinations.You are the best leader.God bless you and have a nice Christmas.I am going to fly to Singapore to see you",2020-12-16,25
3768,4123,"Dear PM, really appreciate the speech pertaining to Phase 3 and the views of the free vaccine besides other related issues. All the members of the dedicated team guided us well to be prepared for 2021 to face the challenges posed by COVID-19. The salient point is not to let our guard down and remain united to fight the virus . May God continue to keep all of us safe and strong . Sincere thanks dear PM for taking good care of us. ",2020-12-15,79
3769,4124,Since Spore Covid 19 is now under control. Why not let the Ang Mo inject first and we wait for three mths to see if there is any symptom.People will then be feeling safer. Right ?  Always remember What If situation. Whole cabinets go for vaccine WHAT IF the result was bad... Sporean will die deep deep loh. 不怕一万，只怕万一。特别是老大。万一发生什么事就吃力了。。所以最好不要接種。Dont play play...,2020-12-15,58
