Unnamed: 0,Unnamed: 0.1,id,date,time,Comments,hashtags,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
2509,178,1.30968e+18,26/9/20,10:24:26,Stay in your square #socialdistancing #singapore #tamaruke #tamarukeaustralia #dogsofinstagram @ Crown Bakery &amp; Cafe  https://t.co/pUQwragUOp,"['socialdistancing', 'singapore', 'tamaruke', 'tamarukeaustralia', 'dogsofinstagram']",7,Social Distancing,8,0,-18.234243625624135,0,0,1,6.645015734668394,1,0,0.0
2510,179,1.30881e+18,24/9/20,0:46:17,"The question is can US effectively enforce measures deployed by SK and Japan on social distancing, wear mask and widespread testing. The joke is Airport custom did not even have the heat sensor deployed during the early stage of the pandemic.",[],41,Social Distancing,41,2,-11.354748979911188,8,1,1,2.4661555524028844,0,0,0.0
2511,180,1.30839e+18,22/9/20,21:15:04,"I like this rule in Singapore, I hope it will remain until post Covid crap!! No, not the mask on - volume off, do not talk on the phone Or talk each other. We want a peaceful &amp; quite journey!! #Covid_19 #SocialDistancing  https://t.co/Jit8MCVnzT","['covid_19', 'socialdistancing']",38,Social Distancing,40,2,-12.269938220983503,7,1,1,3.3404997875704807,0,0,0.0
2512,181,1.30819e+18,22/9/20,7:34:02,@Gartner_inc’s Market Guide for #SocialDistancing Technology has recognized @Everbridge #COVID19 #ReturnToWork #software solution.  https://t.co/qSe8MajXaq @IMDAsg @SCMPNews @timesofindia @CNETAustralia @TechTargetNews @mymdec @TechTargetNews @Telstra_news @ChannelNewsAsia,"['socialdistancing', 'covid19', 'returntowork', 'software']",7,Social Distancing,7,0,-19.384238908258453,2,0,0,1.9372637816347331,0,0,0.0
2513,182,1.3076e+18,20/9/20,16:21:00,"Social distancing or social distortion? @ Toa Payoh, Singapore  https://t.co/oc3wD9DzB9",[],8,Social Distancing,8,0,-15.893705898245154,0,1,0,5.58231984906241,1,0,0.0
2514,183,1.3064e+18,17/9/20,9:08:55,@hannahfearn Less chance people out pissed and doing drink stuff that inhibits social distancing. I'm in Singapore and they went for 10:30pm,[],20,Social Distancing,22,1,-12.110507583712574,6,2,0,5.58231984906241,1,0,0.0
2515,184,1.30591e+18,16/9/20,0:48:29,🎈 wknd shenanigan: when it’s raining and you really want your own pool 🛁 #socialdistancing done right hey?! 🙃 @ Marina Bay Sands  https://t.co/ogd2vK9pEk,['socialdistancing'],19,Social Distancing,18,1,-14.449318471830065,3,2,2,3.7236888373929395,0,0,0.0
2516,185,1.30501e+18,13/9/20,13:15:56,"Lol, everything will be fair game except free movement, lack of masks, lack of social distancing, political horsetrading, complacency",[],19,Social Distancing,19,1,-13.008676906492777,2,0,0,4.008262676598012,0,0,0.0
2517,186,1.30437e+18,11/9/20,18:48:07,@parong_mallari grabe nga pila today! almost 2 hours kame! 2 rows kasi ung empty sa ride for social distancing.,[],16,Social Distancing,18,1,-16.148105219579673,2,0,0,3.7236888373929404,0,0,0.0
2518,187,1.30379e+18,10/9/20,4:22:43,Who else misses #Singapore ?  Video By @yk  ⁠#dmasiatravel #everythingextraordinary #remoteandaccessible #remoteaccessible #accessiblyremote #socialdistancing  https://t.co/joLQXiOVbJ,"['singapore', 'dmasiatravel', 'everythingextraordinary', 'remoteandaccessible', 'remoteaccessible', 'accessiblyremote', 'socialdistancing']",5,Social Distancing,5,0,-18.32525397213706,1,0,0,6.645015734668394,1,0,0.0
2519,189,1.30285e+18,7/9/20,13:45:36,"Swaad weekdays available with its Delicious Thali’s, Alacarte, &amp; popular ChAAt items.  Takeaway, Online Order &amp; Delivery Available👌 Please CaLL NoW ...Hp:+65 9663 5924(WhatsApp)  We've proper Social Distancing…  https://t.co/6mIVvxUpkK",[],25,Social Distancing,30,2,-18.297224780063786,1,0,0,1.7443734782962306,0,0,0.0
2520,190,1.30262e+18,6/9/20,23:09:08,"Sorry, you just missed him . #callbacklater #newnormal #facemask #xmarksthespot #socialdistancing @ Singapore  https://t.co/fmJO1U5VKT","['callbacklater', 'newnormal', 'facemask', 'xmarksthespot', 'socialdistancing']",6,Social Distancing,6,0,-16.65028830208297,1,0,1,10.458498421283293,2,0,0.0
2521,191,1.30262e+18,6/9/20,23:08:53,"Sorry, you just missed him . #callbacklater #newnormal #facemask #xmarksthespot #socialdistancing @ Singapore  https://t.co/0g1EZC8hSq","['callbacklater', 'newnormal', 'facemask', 'xmarksthespot', 'socialdistancing']",6,Social Distancing,6,0,-16.65028830208297,1,0,1,10.458498421283293,2,0,0.0
2522,192,1.30262e+18,6/9/20,23:08:39,"Sorry, you just missed him . #callbacklater #newnormal #facemask #xmarksthespot #socialdistancing @ Singapore  https://t.co/vXyj5pwdt4","['callbacklater', 'newnormal', 'facemask', 'xmarksthespot', 'socialdistancing']",6,Social Distancing,6,0,-16.65028830208297,1,0,1,10.458498421283293,2,0,0.0
2523,193,1.30262e+18,6/9/20,23:08:24,"Sorry, you just missed him . #callbacklater #newnormal #facemask #xmarksthespot #socialdistancing @ Singapore  https://t.co/HUAy3TOa0G","['callbacklater', 'newnormal', 'facemask', 'xmarksthespot', 'socialdistancing']",6,Social Distancing,6,0,-16.65028830208297,1,0,1,10.458498421283293,2,0,0.0
2524,194,1.30262e+18,6/9/20,23:08:09,"Sorry, you just missed him . #callbacklater #newnormal #facemask #xmarksthespot #socialdistancing @ Singapore  https://t.co/97UCBkZSLr","['callbacklater', 'newnormal', 'facemask', 'xmarksthespot', 'socialdistancing']",6,Social Distancing,6,0,-16.65028830208297,1,0,1,10.458498421283293,2,0,0.0
2525,195,1.30262e+18,6/9/20,23:07:53,"Sorry, you just missed him . #callbacklater #newnormal #facemask #xmarksthespot #socialdistancing @ Singapore  https://t.co/jrIJSAvKz6","['callbacklater', 'newnormal', 'facemask', 'xmarksthespot', 'socialdistancing']",6,Social Distancing,6,0,-16.65028830208297,1,0,1,10.458498421283293,2,0,0.0
2526,196,1.30262e+18,6/9/20,22:56:35,How about the numbers of people outside of the mall queueing wanna enter the mall. Breaching social distancing seh. The point is ?,[],22,Social Distancing,22,1,-11.34579217560971,3,0,0,4.5467838350471865,0,0,0.0
2527,197,1.30191e+18,5/9/20,0:04:58,Corono cases in India crosses 4M . Be safe guys.. #coronavirus #COVID19 #SocialDistancing  https://t.co/zO1vKuBu8b,"['coronavirus', 'covid19', 'socialdistancing']",8,Social Distancing,9,0,-16.617874185067265,1,0,0,6.645015734668393,1,0,0.0
2528,198,1.30184e+18,4/9/20,19:14:09,Now that I’ve learnt to develop and deliver value in other languages and frameworks; I’m not that fixated on Scala. Yay 😀 for me! I think the community can learn from me : social distancing 😉is a life saver.,[],39,Social Distancing,37,2,-11.052334897696522,7,1,1,3.72368883739294,0,0,0.0
2529,199,1.30141e+18,3/9/20,14:27:15,"@avantgardess16 @AleAngami Not only with Nagas but this problem persists everywhere in India , from north to south 😢 not even 30% people are wearing masks or maintaining social distancing.. chalta hai attitude 🤨🤨",[],28,Social Distancing,29,2,-13.554123082545741,5,2,0,3.7236888373929387,0,0,0.0
2530,200,1.30116e+18,2/9/20,22:11:15,Social Distancing.  So-Mai So-Good . . . @elxlee sgfoodies sgfoodie singapore #dimsum #sgfoodies #sgfood #cantonese #lunchideas #rafflesplace #socialdistancing #siumai  #elxlee @ Singapore  https://t.co/nJH9pTpK32,"['dimsum', 'sgfoodies', 'sgfood', 'cantonese', 'lunchideas', 'rafflesplace', 'socialdistancing', 'siumai', 'elxlee']",6,Social Distancing,8,0,-20.679066763043064,1,0,0,5.238626789188963,1,0,0.0
2531,201,1.30066e+18,1/9/20,13:03:10,Tuesday Brunch was the first face to face business meeting since March 31. Just 5 of us due to social distancing rules. #tuesdaybrunch #facetoface #socialdistancing #tiongbahrubakery #singapore  https://t.co/64h9uHfyig,"['tuesdaybrunch', 'facetoface', 'socialdistancing', 'tiongbahrubakery', 'singapore']",20,Social Distancing,22,1,-13.545687483729353,1,0,1,2.9330311488427756,0,0,0.0
2532,202,1.30044e+18,31/8/20,22:25:48,Please be safe guys .. take all precautions and safety measures.   Try to avoid crowded places and maintain social distancing.  #Coronavirus #SafetyFirst #COVID19  https://t.co/gt7Evgcjqd,"['coronavirus', 'safetyfirst', 'covid19']",19,Social Distancing,19,1,-13.775484530569848,5,2,0,4.072720022647804,0,0,0.0
2533,203,1.30033e+18,31/8/20,14:59:25,Watching a live animal performance at Jurong Bird Park! The animal shows are a challenge during the Covid19 times when social distancing and cap on maximum attendees are a new normal! Perhaps the bird park should…  https://t.co/YI701lQAML,[],36,Social Distancing,36,2,-12.232140731017617,3,2,0,2.701363353420609,0,0,0.0
2534,204,1.30011e+18,31/8/20,0:35:34,@LTRhunk Why cannot hold hands leh? Social distancing ah? Lel,[],9,Social Distancing,9,0,-14.990420779040978,1,0,0,10.458498421283291,2,0,0.0
2535,205,1.29891e+18,27/8/20,17:17:18,"Socialdistancing ""Dont Lean On Me"" @ Singapore  https://t.co/5kzrYVYqPH",[],6,Social Distancing,6,0,-17.33166681203574,1,0,1,8.157520887733781,1,0,0.0
2536,206,1.29833e+18,26/8/20,2:36:01,i’m dying at this picture still lol i’m the cat at the front trying to understand the safety briefing and lets practice social distancing on board the flight guys !!!! ✨✨,[],31,Social Distancing,29,2,-11.583517996897964,6,2,0,3.02440715484139,0,0,0.0
2537,207,1.29786e+18,24/8/20,19:26:10,Social distancing during an award show lol. #kazzawards2020  https://t.co/6iEGQkb3jc,['kazzawards2020'],7,Social Distancing,7,0,-14.695717573519277,1,0,0,8.15752088773378,1,0,0.0
2538,208,1.29773e+18,24/8/20,11:09:37,Excited for the launch of this new concept @roxybarsg!  Adhering to all social distancing principles... but finally catching up with my fellow DJs and people in the Nightlife industry!  Please RSVP if you want to…  https://t.co/HmmUzT1Pwo,[],34,Social Distancing,34,2,-12.198059541098178,3,4,2,3.02440715484139,0,0,0.0
2539,209,1.29723e+18,23/8/20,2:11:08,"@JiminsBookmark Well with so many of them not wearing masks or social distancing, there are gonna be some sad people who won't get to make babies with their uncle brothers anymore *fake sad face*",[],32,Social Distancing,33,2,-11.502052238541033,7,1,0,4.197650602367687,0,0,1.0
2540,210,1.29643e+18,20/8/20,20:52:27,"We were delighted to welcome new students to the ISS learning community this morning, and so pleased to see so many familiar faces returning after the summer break. With social distancing and enhanced health…  https://t.co/0t2SkZoGPD",[],34,Social Distancing,34,2,-11.600943167324832,7,2,0,4.197650602367686,0,0,1.0
2541,212,1.29525e+18,17/8/20,14:41:53,People don't care much about social distancing these days. *Headache*,[],9,Social Distancing,10,0,-11.525342576125446,4,0,0,14.314157420614,2,0,0.0
2542,213,1.29497e+18,16/8/20,20:16:11,Social distancing a must 😃😄 i love you both babies no matter what i'll support you both all the way my #mewgulf #DestinyXMewGulf  https://t.co/W88YJicmfP,"['mewgulf', 'destinyxmewgulf']",19,Social Distancing,20,1,-13.421949102123673,4,0,2,5.582319849062409,1,0,0.0
2543,214,1.29485e+18,16/8/20,11:57:08,Social distancing rebels. 😷😷😷 #DTLlife #DowntownLineASMs #DowntownLineSMs #SBST #SBSTransitDTL #BayfrontDTL #ExpoDTL #nads2020wefies #sundayvibes @ Bayfront MRT Station  https://t.co/7ja0dKvLkh,"['dtllife', 'downtownlineasms', 'downtownlinesms', 'sbst', 'sbstransitdtl', 'bayfrontdtl', 'expodtl', 'nads2020wefies', 'sundayvibes']",6,Social Distancing,6,0,-19.98048748088021,0,0,0,2.338790747511416,0,0,0.0
2544,216,1.2938e+18,13/8/20,14:47:01,BB Old Boys Lunch Fellowship!  #BeenALongWhile #Socialdistancing @ Tanglin Club  https://t.co/TerBCz3EZP,"['beenalongwhile', 'socialdistancing']",7,Social Distancing,7,0,-17.609633196307037,0,0,0,4.197650602367686,0,0,0.0
2545,217,1.29341e+18,12/8/20,13:09:05,I love a man who knows social-distancing by turning his studio to a mf club instead of going to the real club himself uwu😂,[],23,Social Distancing,24,1,-11.334699327752212,4,1,0,9.298502971817511,1,0,1.0
2546,218,1.29336e+18,12/8/20,9:21:54,"2020 is such a great number.. but sadly it’s a year of misery.. not only to some of us, but to the world..   Let’s support each other.. stay strong and safe.. wear your mask, social distancing pliz! We will get thru…  https://t.co/HVcEkLPRh8",[],42,Social Distancing,41,2,-11.39775942131146,5,2,2,3.3404997875704807,0,0,0.0
2547,219,1.29304e+18,11/8/20,12:11:06,"Dear Valued Customers,  Happy Janmashtami!  We've proper Social  Distancing Arrangements &amp; ""A Grade"" Cleanliness Standard👍  Dine-in, TakeAway &amp; delivery AvailablE👍  Today Janmasthami special Swaad Thali $12 only &amp;…  https://t.co/UjSztjO80y",[],22,Social Distancing,28,2,-18.32015938817441,1,0,0,1.8584189895629648,0,0,0.0
2548,221,1.2927e+18,10/8/20,13:47:01,Where are all the social distancing ambassadors at?,[],8,Social Distancing,8,0,-10.725966113996925,1,0,0,21.853775475183436,3,0,0.0
2549,222,1.29244e+18,9/8/20,20:19:20,Hey police outside cause way point macdonalds no social distancing pls enforce,[],12,Social Distancing,12,1,-13.85808044709479,2,0,0,5.582319849062409,1,0,0.0
2550,223,1.29241e+18,9/8/20,18:23:54,This wearing mask not wearing mask social distancing not social distancing thing is so confusing over here,[],17,Social Distancing,17,1,-12.17449246669458,5,0,0,21.853775475183436,3,0,0.0
2551,224,1.29229e+18,9/8/20,10:57:58,"Happy 55th National Day 🇸🇬 . Face mask, Social Distancing + Wash hands, Check our temperature &amp; stay safe always 🤗 . #S2304 #infiniteimaginations #pantunism #singapore #ndp2020 @ Singapore  https://t.co/APhCY4iFMg","['s2304', 'infiniteimaginations', 'pantunism', 'singapore', 'ndp2020']",16,Social Distancing,18,1,-16.474829279215346,2,0,1,2.2780122704353163,0,0,0.0
2552,225,1.29227e+18,9/8/20,9:19:46,@druditatyagi @rishibagree Because of social distancing he is forced to take this decision. After all he also has a passion for life.  आखिर बेचारा थरूर सोशल डिस्तंसिंग कितना सहेगा 😀😀,[],20,Social Distancing,38,2,-16.55581825389177,4,1,0,8.15752088773378,1,0,0.0
2553,226,1.29227e+18,9/8/20,9:19:08,Because of social distancing he is forced to take this decision. After all he also has a passion for life.  आखिर बेचारा थरूर सोशल डिस्तंसिंग कितना सहेगा 😀😀,[],20,Social Distancing,38,2,-16.14327140284187,4,1,0,10.458498421283293,2,0,0.0
2554,227,1.29216e+18,9/8/20,1:47:29,"Dropped the gurl off at the groomer’s before my lunch and she gave me this upset look. Aiks. Well, I think one good outcome of these CB and social distancing measures (and probably her not doing well recently) are…  https://t.co/ICkIjCyjXu",[],40,Social Distancing,39,2,-11.96581391185266,5,2,3,2.9404373880823487,0,0,0.0
2555,228,1.29201e+18,8/8/20,16:26:11,"There is a line to get into the Samsung Experience Store at 313@Somerset right now, presumably due to both Note20 interest and social distancing measures  https://t.co/16tot9FyKP",[],24,Social Distancing,25,1,-12.870433911670354,2,1,0,4.072720022647805,0,0,0.0
2556,229,1.29164e+18,7/8/20,15:50:24,"Happy Birthday of Singapore! Dear Valued Customers,   We've proper Social Distancing Arrangements &amp; ""A Grade"" Cleanliness Standard👍 Visit us soon to enjoy delicious Gujarati food! Takeaway, Online Order &amp; Delivery…  https://t.co/9w0yidXRl2",[],27,Social Distancing,30,2,-16.243878746124274,2,0,1,1.8584189895629648,0,0,0.0
2557,230,1.29095e+18,5/8/20,18:13:25,"@smitabarooah And what about mask, social distancing, spreading if Covid 19, pandemic?!",[],10,Social Distancing,11,1,-14.323942503986574,1,1,0,10.458498421283291,2,0,0.0
2558,232,1.29028e+18,3/8/20,21:43:32,What’s the use of motorcycle barrier if same household kayo? I mean if you're living in one roof wala namang social distancing sa bahay nyu dba 🤷🏼‍♀️,[],26,Social Distancing,26,2,-14.39546666444817,1,2,0,3.245603014617651,0,0,0.0
2559,233,1.29019e+18,3/8/20,15:18:21,"• ZOO TRIP THANKS TO ZOOZOO ( zuzulazmy ) !!! • // Most of the animals were sleeping, prolly too tired from having to practice social distancing. Thank you lydialazmy for hyping us up and ohfeekah &amp; mdamir08 for the…  https://t.co/eFnsLQWVsE",[],33,Social Distancing,34,2,-14.419317582397278,6,1,2,2.7591983470590358,0,0,0.0
2560,234,1.28985e+18,2/8/20,17:23:27,02082020 Foodie land in the concrete jungle #LauPaSat #Foodieland #COVID19 #SocialDistancing #SplitSeating #Apple #iPhoneXR #TeamiPhone #ShotOniPhone #ShotoniPhoneXR #SmartHDR…  https://t.co/zuteGX0vPH,"['laupasat', 'foodieland', 'covid19', 'socialdistancing', 'splitseating', 'apple', 'iphonexr', 'teamiphone', 'shotoniphone', 'shotoniphonexr', 'smarthdr']",6,Social Distancing,7,0,-19.511551056125555,0,0,0,3.0244071548413896,0,0,0.0
2561,235,1.2896e+18,2/8/20,0:36:25,"Singapore got only 1 case in the community today! Very good, considering that we are almost back to normal. Contact tracing using QR code, social distancing, masks, effective government implementation &amp; public’s obedience and discipline are really the keys to combat this virus.",[],42,Social Distancing,43,2,-12.053321934351565,7,1,1,1.899301922734055,0,0,0.0
2562,236,1.28951e+18,1/8/20,18:29:42,Our first movie in months #traintobusan2 #traintobusanmovie #movieouting #socialdistancing #mask #covid19 #phase2 #penisula #goldenvillage #husbandandwife #saturdaydate @ Golden Village at Tiong Bahru Plaza  https://t.co/qH1APy54Ui,"['traintobusan2', 'traintobusanmovie', 'movieouting', 'socialdistancing', 'mask', 'covid19', 'phase2', 'penisula', 'goldenvillage', 'husbandandwife', 'saturdaydate']",11,Social Distancing,11,1,-18.676849734191297,0,0,0,3.0244071548413904,0,0,0.0
2563,237,1.28909e+18,31/7/20,14:53:39,Probably need to update this to include COVID approved activities like ‘doesn’t do Zoom calls past 10 pm’ and ‘shares cherry souffle baking experiment with others’ and ‘forcibly offers social distancing tips to elders’  https://t.co/MyFAehBOvi,[],34,Social Distancing,34,2,-14.283140213083666,9,1,0,2.9404373880823496,0,0,0.0
2564,238,1.2888e+18,30/7/20,19:51:38,Has the vaccine been found already? #covid19 #singapore #socialdistancing  https://t.co/nUo6F4KBZy,"['covid19', 'singapore', 'socialdistancing']",6,Social Distancing,6,0,-15.109384881386218,3,0,0,21.85377547518344,3,0,0.0
2565,239,1.28877e+18,30/7/20,17:22:44,"@koldeybekov @MothershipSG Dude, we are not talking about how they handle the virus..we’re talking about the message they are conveying here. How would you feel if you’re the business owner that supports this but when the crowd is crazy, you get fined for social distancing.",[],46,Social Distancing,44,2,-11.01542657693012,11,3,2,4.197650602367688,0,0,0.0
2566,240,1.28863e+18,30/7/20,8:07:29,"@chrisrogers80 @realDonaldTrump by doing social distancing, u are furthering itself from others who might potentially have the virus and even if they sneeze, by being around 2M (6 feet) away, u are significantly reducing ur chances and others’ chances of getting the virus and dying.",[],41,Social Distancing,43,2,-12.229520690416615,10,3,0,4.681938871083241,0,0,0.0
2567,241,1.28851e+18,30/7/20,0:15:56,@zelordera @MothershipSG Yes agreed but somehow they have to make up their mind..encouraging people to go out will make social distancing a challenge to the business owners. And it will result to getting fine. 😑🤦🏻‍♂️,[],33,Social Distancing,33,2,-10.745621439420061,10,1,0,4.798253640419634,0,0,1.0
2568,244,1.28831e+18,29/7/20,11:24:27,MRT so much space and as usual people are standing very close to me because I very irresistible or something  Social distancing plz bitches  Cough at you then you know  Heh jk; no arrest me pl0x,[],35,Social Distancing,36,2,-12.994549482755325,5,3,3,3.7236888373929404,0,0,0.0
2569,245,1.28829e+18,29/7/20,10:06:16,I received the 3rd edition of the Book of Walks of the Netherlands Charity Associaton in Singapore. It’s a great gift if you want to stay active and explore Singapore and support charities  #active #walking #SocialDistancing #charity @NLinSingapore   https://t.co/yVSz9jYtm2  https://t.co/kn5j5dASmG,"['active', 'walking', 'socialdistancing', 'charity']",33,Social Distancing,33,2,-13.14096413158834,4,2,1,3.0266000199446594,0,0,0.0
2570,246,1.28816e+18,29/7/20,1:24:30,Next level of social distancing,[],5,Social Distancing,5,0,-11.475610000552372,0,0,0,21.853775475183436,3,0,0.0
2571,250,1.28738e+18,26/7/20,21:36:17,"Social distancing or not. One for all, all for one, when folks having technical issues, all hands on deck!!  #tgr #teamsurly #surlybikes #surlymoonlander #surlywednesday #surlypugsley @ Kranji, Singapore  https://t.co/U3T5MXhnT5","['tgr', 'teamsurly', 'surlybikes', 'surlymoonlander', 'surlywednesday', 'surlypugsley']",21,Social Distancing,21,1,-14.456809947003663,1,2,0,3.0244071548413896,0,0,0.0
2572,251,1.28738e+18,26/7/20,21:23:10,"Drum tuning workshops today at @ritztree to two very engaged groups of participants.   We capped each group at 6 not just to ensure social distancing, but also to ensure a great instructor-participant ratio for…  https://t.co/3IOsCepf2b",[],31,Social Distancing,33,2,-12.482420376788909,4,2,0,4.197650602367686,0,0,0.0
2573,252,1.28732e+18,26/7/20,17:40:35,Finally back in the water! Best way to end the term break! 🚣🏽‍♂️ #palsdb #dragonboat #socialdistancing #maskon @ Passion Wave at Marina Bay  https://t.co/U08JfGZNW0,"['palsdb', 'dragonboat', 'socialdistancing', 'maskon']",17,Social Distancing,17,1,-13.95327341986643,1,0,0,3.3404997875704803,0,0,0.0
2574,254,1.28654e+18,24/7/20,13:56:06,#throwback to a bit of laughter at the gym a few weeks ago during boxing training. 🤣  Me:  What are you doing?  The coach:  Social distancing.  🤣🤣🤣🤣🤣  #covid19musings #socialdistancing #circuitbreakersgphase2…  https://t.co/szFX2AaRM2,"['throwback', 'covid19musings', 'socialdistancing', 'circuitbreakersgphase2']",24,Social Distancing,24,1,-12.60157521685144,4,0,1,3.3404997875704794,0,0,0.0
2575,255,1.28595e+18,22/7/20,23:05:37,#ContactTracing and Social Distancing Wrist Band for $15... Based on #nRF52...   https://t.co/V799kbPkMd,"['contacttracing', 'nrf52']",8,Social Distancing,9,0,-15.990652249581563,1,0,0,6.6450157346683945,1,0,0.0
2576,256,1.28582e+18,22/7/20,13:58:57,No social distancing for this one #wfh buddies 😻  https://t.co/5Gw28KjJH8,['wfh'],7,Social Distancing,7,0,-14.539187393475762,0,0,0,10.458498421283293,2,0,0.0
2577,257,1.28541e+18,21/7/20,11:01:46,Fresh air after 11 days ——— I’m screaming with joy (internally) because quite a few people are around. #QuarentineLife #WearADamnMask #SocialDistancing 😷  https://t.co/hDqyxSNJAM,"['quarentinelife', 'wearadamnmask', 'socialdistancing']",17,Social Distancing,17,1,-13.749163928411322,2,0,0,4.79825364041963,0,0,0.0
2578,259,1.28445e+18,18/7/20,19:43:36,With so many locations seeing a 2nd wave of COVID cases - lets all just wear masks and significantly reduce the transmission - remember by wearing a #mask you protect those around you as well as yourself! Don’t be selfish wear a #facemask and practice #SocialDistancing #COVID19,"['mask', 'facemask', 'socialdistancing', 'covid19']",41,Social Distancing,43,2,-12.78761155268471,6,2,1,3.2279740968738184,0,0,0.0
2579,260,1.2844e+18,18/7/20,16:23:37,"@iamgurav @Yashpaulchilana @SohiniSinha4 Pl send us details by email on welfare.singapore@mea.gov.in  With copy to dhc.singapore@mea.gov.in   Due to #SocialDistancing measures still in place in SG , we can’t meet all on walk in basis and schedule prior appointments.  All those registered will go home in coming days.🙏",['socialdistancing'],40,Social Distancing,43,2,-13.40066521773773,6,2,2,2.1139436225937636,0,0,0.0
2580,261,1.28433e+18,18/7/20,11:28:58,The Brahminy Kite (Haliastur indus) is one of the most common raptors in #singapore watching over the people and making sure everyone is observing #socialdistancing   . . #birdsofinstagram #birdphotography…  https://t.co/V0fLKtn30i,"['singapore', 'socialdistancing', 'birdsofinstagram', 'birdphotography']",23,Social Distancing,23,1,-14.139308977593497,5,1,0,3.72368883739294,0,0,0.0
2581,262,1.2842e+18,18/7/20,2:38:05,"So angry and anxious at everyone I see doing the following, especially if in a crowded area even with #socialdistancing... 😞  If you're not wearing a mask properly, why even wear (or pretend to wear) one at all? 😣",['socialdistancing'],35,Social Distancing,36,2,-10.917118012238396,7,3,1,10.458498421283291,2,0,0.0
2582,263,1.28416e+18,18/7/20,0:12:26,During the elections regardless who won there was social distancing and they hired personnels to ensure pre”cautions” were being applied...Actually people that has same mindset as yours put the human race in jeopardy. But it’s okay man. You make dumb people feel smart.,[],46,Social Distancing,45,2,-11.514894091282507,13,2,1,4.008262676598011,0,0,1.0
2583,268,1.28256e+18,13/7/20,14:06:25,The studio was buzzing on Sunday as we held many classes. All the classes were appropriately small sized to ensure there was appropriate social distancing. We are so happy to see you all! Have a great week ahead!…  https://t.co/9pb8OuSqF5,[],38,Social Distancing,38,2,-11.228336378770525,10,0,2,6.157480290770562,1,0,0.0
2584,269,1.28249e+18,13/7/20,9:28:30,Jamie Yeo checks in with me at noon to talk about collaborating with brands #collaboration #brands #socialmedia #sphradio #socialinfluencer #socialmarketing #socialdistancing #covid19 #phase2 #staysafe @ Singapore…  https://t.co/GDrdsE8jBL,"['collaboration', 'brands', 'socialmedia', 'sphradio', 'socialinfluencer', 'socialmarketing', 'socialdistancing', 'covid19', 'phase2', 'staysafe']",15,Social Distancing,15,1,-16.524187973582688,2,0,1,4.5467838350471865,0,0,0.0
2585,270,1.28219e+18,12/7/20,13:59:59,My dear students adapting to social distancing in class. My in person classes are now full in July but the weekly online classes are an excellent way to practice too. Swipe right for our poem with week and go to my…  https://t.co/KFcjjt4XSI,[],41,Social Distancing,41,2,-11.336045400103524,4,2,1,2.473188098369153,0,0,0.0
2586,271,1.28215e+18,12/7/20,10:52:29,"Bff no 1 is telling me about his Social distancing escapade. Mask on, no mouth action only anal and nothing but anal   I got extreme hard core friends",[],27,Social Distancing,28,2,-12.422139776769434,3,2,2,3.723688837392938,0,0,0.0
2587,272,1.28202e+18,12/7/20,2:48:15,Want to practice Social Distancing for the rest of my life. Avoid real toxics. 🙂 . .  https://t.co/YnEyPLqL8V.SHARE. . . Follow our page for such writeups and poems. You can DM me for collaboration and send in your writeups to get…  https://t.co/ooFvfwcC4D,[],35,Social Distancing,35,2,-12.762857170067512,5,2,4,2.849301704416406,0,0,0.0
2588,275,1.28193e+18,11/7/20,20:39:43,"Resumption of masses #massresumption #catholicchurch #catholic #covid19 #coronavirus #phase2 #socialdistancing #safeentry #holyeucharist #holycommunion #amen #prayer #blessings @ Church of St Bernadette, Singapore  https://t.co/bpX49gltx2","['massresumption', 'catholicchurch', 'catholic', 'covid19', 'coronavirus', 'phase2', 'socialdistancing', 'safeentry', 'holyeucharist', 'holycommunion', 'amen', 'prayer', 'blessings']",8,Social Distancing,8,0,-19.22114218800286,0,0,0,2.2484545048909883,0,0,0.0
2589,276,1.28185e+18,11/7/20,15:04:28,Europe: children at school cannot do social distancing. Asia: hold my mask  https://t.co/by6SLYVTnt,[],12,Social Distancing,12,1,-12.996522837492083,2,0,1,6.645015734668394,1,0,0.0
2590,277,1.28185e+18,11/7/20,15:01:07,Social distancing and dorscon orange my ass.,[],7,Social Distancing,7,0,-13.981661412415392,0,1,1,8.157520887733781,1,0,0.0
2591,278,1.28181e+18,11/7/20,12:34:52,"Yes mamma, I following #SocialDistancing 🐾  I stays in my corner I good boi! #samdogg samthewestiepuppy  #westie 🐶  #westiesarebesties  #westiesofinstagram #terrier #terriersofinstagram #dogoftheday…  https://t.co/JhPA22akS0","['socialdistancing', 'samdogg', 'westie', 'westiesarebesties', 'westiesofinstagram', 'terrier', 'terriersofinstagram', 'dogoftheday']",13,Social Distancing,13,1,-17.064261614319154,2,0,2,8.157520887733783,1,0,0.0
2592,279,1.28179e+18,11/7/20,11:32:52,social distancing? nah broo as long as we wear a mask we’re good,[],14,Social Distancing,13,1,-12.039274923209291,1,0,1,14.314157420614,2,0,0.0
2593,280,1.28165e+18,11/7/20,1:52:14,@mairoselee AHHAAHAHAHHA KEKEK SIA I mean im proud of WP la but PLS AH GUYS SOCIAL DISTANCING HAHAHAHAH,[],17,Social Distancing,17,1,-18.540425375078716,1,1,1,3.0244071548413913,0,0,0.0
