id,Comment Datetime,time,Comments,hashtags,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
1.33E+18,10/11/20,12:10:26,"#Singapore could have a #COVID19 #vaccine by early next year, as the first shipments are expected in Q1.  https://t.co/bTTVTdMfC9","['singapore', 'covid19', 'vaccine']",14,Vaccination,15,1,-12.1412933,3,1,0,8.356286732,1,0,0
1.33E+18,10/11/20,12:08:02,"@MatthewMcCall Sir, good morning. Vaccine news triggers Proximity sector to gain.. which sector will be hit ? Please advice. Will Tech stocks stay decoupled. Thanks",[],23,Vaccination,23,1,-12.97849613,4,0,0,3.185448235,0,0,0
1.33E+18,10/11/20,7:45:43,A 90% Effective Vaccine? About time to close the year up 🧐 @finimize  https://t.co/QyHoOJP9mZ,[],10,Vaccination,11,1,-13.24505519,1,0,0,11.16142072,2,0,0
1.33E+18,9/11/20,11:20:43,Bro. This vaccine better be legit.,[],6,Vaccination,6,0,-11.93109176,1,0,0,24.1681395,3,0,0
1.32E+18,5/11/20,14:00:41,Search for vaccine headed by an ex-military... eh? 🤔 #WhenWillWeEverLearn,['whenwillweeverlearn'],7,Vaccination,8,0,-13.76506631,1,0,0,11.51657661,2,0,0
1.32E+18,5/11/20,12:10:47,@escavor Its still being developed. No vaccine yet.,[],7,Vaccination,7,0,-12.42179051,2,1,0,24.1681395,3,0,0
1.32E+18,28/10/20,18:12:14,"You are such a smile virus carrier, @ibabydivya ! And no one needs a vaccine for it.. 🙂 @ Singapore  https://t.co/i4OodR2wT3",[],16,Vaccination,16,1,-12.35236086,2,0,0,5.706862825,1,0,0
1.32E+18,27/10/20,17:54:34,@kizito_kayizzi I am not taking the vaccine. Will stay on this little island,[],12,Vaccination,12,1,-10.88904743,3,0,0,15.79657832,2,0,1
1.32E+18,27/10/20,17:51:25,I thought Russia had a vaccine called Sputnik which countries like #Egypt have bought ....,['egypt'],13,Vaccination,13,1,-10.84984626,5,0,0,8.69163941,1,0,1
1.32E+18,26/10/20,11:00:40,"@Edwinwkf If WHO reclass the Covid19 pandemic to endemic like dengue, maybe no need to wait for vaccine or containment.",[],19,Vaccination,19,1,-13.67817483,3,1,0,6.111149617,1,0,0
1.32E+18,25/10/20,22:03:17,MOH advises temporarily ceasing use of 2 flu vaccines after deaths in South Korea  https://t.co/4MyTkLHLKh,[],13,Vaccination,14,1,-14.2818223,2,0,0,5.110611106,1,0,0
1.32E+18,25/10/20,11:03:42,"False equivalence. *Everyone didn't need polio vaccine at once. Infact most existing pop didn't need it at all. *No need to prioritize recipients, anyone can administer. *Done over two decades. Not two months. *Tried, tested and dirt cheap vaccine with inexpensive supply chain.",[],41,Vaccination,43,2,-12.19639391,8,1,0,2.305982092,0,0,1
1.32E+18,23/10/20,9:11:59,Interesting call that the moderator did not bring up the death of a volunteer on trial for the AstraZeneca #COVID19 vaccine. #Debates2020,"['covid19', 'debates2020']",20,Vaccination,20,1,-11.17916882,3,0,0,5.932111127,1,0,0
1.32E+18,22/10/20,18:26:37,@amitmalviya Do you have any ethics left buddy? It's a national shame. Tell us which party in this country or in the entire world took a political advantage promising a free vaccine,[],30,Vaccination,31,2,-10.66180595,5,1,2,4.581278055,0,0,0
1.32E+18,22/10/20,18:07:12,@aliusmani There is no vaccine for hate and there is no medicine to cure stupidity.,[],14,Vaccination,14,1,-11.37192982,3,1,0,8.963978707,1,0,0
1.32E+18,22/10/20,16:35:16,Promising a free vaccine to win an election is most unethical act in a democracy,[],15,Vaccination,15,1,-10.58480901,3,0,0,11.51657661,2,0,0
1.32E+18,22/10/20,16:02:11,cheap manifesto.. 😡😡 So government doesn’t give COVID vaccine for free if they lose ?,[],14,Vaccination,13,1,-12.47877706,2,1,0,5.244301231,1,0,0
1.32E+18,22/10/20,8:25:53,"Is it just me who don’t kinda trust China’s Sinovac vaccine due to... reasons? You know, like them skipping phase 3 trials",[],23,Vaccination,22,1,-12.09938858,5,0,1,4.581278055,0,0,0
1.32E+18,19/10/20,22:24:36,"@tijanishere Communist China pun share the genome sequence with the world to create the vaccine, weirdos I tell you.",[],18,Vaccination,18,1,-12.18280784,2,0,1,5.244301231,1,0,0
1.32E+18,19/10/20,15:02:02,"As globe gallops into #vaccine trials, insurers remain unfazed | Article [AMP] | Reuters #COVID19   https://t.co/dVuFcty3MI","['vaccine', 'covid19']",11,Vaccination,11,1,-16.40953972,1,0,0,4.581278055,0,0,0
1.32E+18,17/10/20,22:42:52,@batool_yoshida Take care and don’t forget your flu vaccine,[],9,Vaccination,8,0,-13.15615256,2,1,1,8.963978707,1,0,0
1.32E+18,16/10/20,11:17:46,"If you need to #COVIDー19   buy vaccines from China, please contact me!  https://t.co/c0FWyt9FR3",['covidー19'],11,Vaccination,11,1,-13.01771858,3,0,1,11.54854128,2,0,0
1.32E+18,16/10/20,11:15:24,"If you need to buy vaccines from China, please contact me!  https://t.co/rNKpxIc6lA",[],11,Vaccination,11,1,-12.3121121,3,0,1,11.54854128,2,0,0
1.32E+18,15/10/20,16:25:02,Businesses Not Putting All Eggs in the Vaccine Basket (Radio)  https://t.co/6fJVCTZbxz,[],10,Vaccination,10,0,-15.37447624,1,0,0,6.111149617,1,0,0
1.32E+18,12/10/20,16:53:06,"Not just America, if whole world uses mask at same level, pandemic will end before vaccines arrive #",[],17,Vaccination,17,1,-12.02320069,2,1,0,7.3097478,1,0,0
1.32E+18,12/10/20,16:20:32,"Philippines Considers Relaxing Curfew, Readies Vaccine Trials  https://t.co/lcYZL5wPfl",[],7,Vaccination,7,0,-19.06762373,1,0,0,6.111149617,1,0,0
1.31E+18,8/10/20,21:54:48,"COVID-19 vaccine may be ready by year-end, says WHO's Tedros  https://t.co/dKiQ2UJG4N via @Yahoo",[],9,Vaccination,11,1,-15.88222483,2,0,0,8.963978707,1,0,0
1.31E+18,8/10/20,17:31:13,Did he have a covid vaccine in the Tesco bag?,[],10,Vaccination,10,0,-11.66982036,1,0,0,11.51657661,2,0,0
1.31E+18,7/10/20,7:16:10,"#COVID19 #vaccine may be ready by year-end. There are currently nine experimental vaccines in the pipeline of the WHO-led Covax global vaccine facility, which aims to distribute two billion doses by the end of 2021.  https://t.co/iTgUSYhyhm","['covid19', 'vaccine']",30,Vaccination,33,2,-13.02730973,4,0,0,4.559336434,0,0,0
1.31E+18,4/10/20,18:53:23,"@walashah Don’t stress hahahah. Just make sure you catproof your house, get a litter box and get cat food. The cat food you have to keep trying till you get it right 😆. And yes get your cat checked regularly at the vet + vaccines 👌🏼",[],43,Vaccination,42,2,-11.9964178,10,1,4,2.627735653,0,0,0
1.31E+18,4/10/20,13:57:18,"THE #COVID19 VACCINE #SUPPLYCHAIN is a topic of discussion ... With @TheLogisticsSoc, at @IDC we’re talking to organisations about collectively solving this. With a blueprint in progress, we welcome any constructive thoughts! Check out the infographic at  https://t.co/yxteX6RZxy  https://t.co/wjvm0WfyMG","['covid19', 'supplychain']",33,Vaccination,32,2,-13.72719284,5,0,1,3.506399235,0,0,0
1.31E+18,1/10/20,22:05:21,"my uncle decided to move back to Malaysia after 28 years living in Dallas.he was told he could not travel until they found the vaccine.since he cant come back to look for property,i’m gonna persuade him to buy my house in Setia Alam. how to convince old ppl to buy 3 storey house?",[],51,Vaccination,56,3,-11.37463965,14,0,1,4.028860914,0,0,1
1.31E+18,24/9/20,0:40:43,“Phase 3 will be sustained until a vaccine or treatment is available” https://t.co/yEvUngrDNU,[],11,Vaccination,12,1,-12.84185976,3,1,0,11.51657661,2,0,0
1.31E+18,20/9/20,20:00:25,"From @WSJ “medical experts say it doesn’t detail how cold-storage for some #vaccines should be handled,” There has been discussion about what is not happening and where the issues are... let’s start a conversation about the solution. The infographic  https://t.co/yxteX6RZxy  https://t.co/26rApJjQeg",['vaccines'],38,Vaccination,37,2,-12.1176223,11,1,0,4.260714816,0,1,0
1.31E+18,19/9/20,11:08:49,@WSJ overnight... “medical experts say it doesn’t detail how cold-storage for some #vaccines should be handled... states may be left to create their own separate plans for #warehousing and distributing doses.”  Let’s start a conversation about solutions.  https://t.co/BMy5qruZ8A  https://t.co/oad7Ag59Dx,"['vaccines', 'warehousing']",35,Vaccination,34,2,-12.83084885,10,1,0,3.114377122,0,1,0
1.31E+18,18/9/20,12:08:11,I applaud our government in helping to drive this effort. Let us make the vaccines available for all!  https://t.co/ulv0muQwX9,[],18,Vaccination,18,1,-11.18941284,5,0,2,11.54854128,2,0,0
1.31E+18,18/9/20,11:39:22,Racist Trump. You claim that the vaccine will be available in 4 weeks. The your medical experts say it will only be ready in early 2021. You are stupid and brainless so listen to the expects.  You are not fit for President. You are the biggest liar. You are a predator.  https://t.co/W98hNRDoyb,[],49,Vaccination,51,3,-10.36128364,9,1,1,4.452373394,0,0,0
1.31E+18,18/9/20,8:20:18,Racist Trump. Your latest target involves the timetable for producing and distributing a vaccine. You claim we’ll have one in 4 weeks. Your experts say it’s more like first quarter 2021. The end result is that people does not believe you lies. You lie for political needs.  https://t.co/w0GYzPXbwE,[],47,Vaccination,47,2,-10.99474273,11,1,1,2.751366989,0,0,1
1.31E+18,17/9/20,9:22:13,"The Director of the US CDC said the mask is still the best form of protection against coronavirus, maybe even better than a fast-tracked vaccine. Prevention is better than cure... Wear a mask and improve your overall indoor air quality with the LumenAire.  https://t.co/a8WcylW3RO  https://t.co/r9HiV1FWVl",[],42,Vaccination,43,2,-12.26412467,4,2,2,2.618455586,0,0,0
1.30E+18,5/9/20,22:53:44,If Russians can come up with the deadly nerve agent Novichok which is highly lethal then I am hoping they can also come up with Covid vaccine with high efficacy too. Unless their research is only good for killing people and not saving them!!,[],44,Vaccination,44,2,-11.2382302,8,3,1,4.581278055,0,0,0
1.30E+18,5/9/20,6:39:18,"Fox’s John Roberts Questions ‘Curious’ Timing of Atlantic Report Before Election, Says Sources Dispute Its Claims  https://t.co/BXuBLuEf12 via @mediaite. Curious timing is claiming a coronavirus vaccine before the election douche bag.",[],30,Vaccination,29,2,-15.31309017,2,0,0,1.982959445,0,0,0
1.30E+18,4/9/20,6:32:02,Ethical Distribution of a COVID-19 Vaccine (Podcast)  https://t.co/6mUK8qgIPl,[],7,Vaccination,7,0,-16.45949607,0,0,0,11.51657661,2,0,0
1.30E+18,2/9/20,18:07:05,What we call “vaccine multilateralism”.   Snippet from my interview with MediaCorp Channel 5.  https://t.co/RBoQTSabDh,[],12,Vaccination,13,1,-14.08032752,1,0,2,6.111149617,1,0,0
1.30E+18,2/9/20,7:30:23,"Pandemic is a global problem requiring a global solution. But of course Trump wouldn’t buy that. Trump took US out of Paris Accord, WHO and now this... I hope the 170 nation will develop an effective vaccine for the world soon. 🙏🏼",[],41,Vaccination,41,2,-10.27629202,7,1,1,2.482467803,0,0,1
1.30E+18,1/9/20,6:27:32,"Canada Buying Doses of Covid-19 Vaccine From Novavax, J&amp;J  https://t.co/pUyCwpggX1",[],10,Vaccination,11,1,-17.10200287,1,0,0,4.366225476,0,0,0
1.30E+18,31/8/20,6:27:02,FDA Chief Hahn Promises Transparency Ahead of Vaccine Review  https://t.co/PEaoGGmMBh,[],9,Vaccination,9,0,-16.27586042,0,0,0,4.581278055,0,0,0
1.30E+18,25/8/20,19:21:06,How I wished there’s a vaccine for escaping #OnlineClasses  https://t.co/WleheOTc40,['onlineclasses'],9,Vaccination,8,0,-14.26294741,2,0,1,15.79657832,2,0,0
1.30E+18,21/8/20,22:43:07,"“Currently, Singapore is ‘actively pursuing’ the purchase and procurement of COVID-19 vaccines with multiple suppliers and is ‘making progress’, Gan said”  https://t.co/WQH8SSwjiz",[],21,Vaccination,21,1,-14.08544208,4,1,0,4.431033125,0,0,0
1.30E+18,19/8/20,6:07:32,The Real Vaccine Billionaires of Maharashtra (Podcast)  https://t.co/FVDe4tVagr,[],7,Vaccination,7,0,-15.92034523,0,0,0,8.963978707,1,0,0
1.30E+18,17/8/20,21:19:22,China grants country's first COVID-19 vaccine patent to CanSino: State media  https://t.co/ZYczRPTtUk,[],10,Vaccination,11,1,-15.02172683,1,0,0,4.581278055,0,0,0
1.29E+18,16/8/20,19:52:14,"The weather is super duper hot today, perfect for lazing in Bali villa or Phuket resort.😜 But that can only be a dream till the vaccine for covid is in production. So I decide to detour to check out my estate. Been…  https://t.co/jlaFy2ivry",[],42,Vaccination,42,2,-12.4376939,8,1,2,2.999472069,0,0,0
1.29E+18,15/8/20,22:42:17,Russia produces first batch of COVID-19 vaccine  https://t.co/wMlaIwsez2,[],7,Vaccination,7,0,-15.07853862,1,0,0,11.51657661,2,0,0
1.29E+18,15/8/20,9:44:54,Scramble To Preorder #COVID19 Vaccines May Leave Poorer Countries Behind  https://t.co/Lc7F6xRPGP,['covid19'],9,Vaccination,9,0,-18.30416932,0,0,0,5.951289932,1,0,0
1.29E+18,15/8/20,6:02:02,Our Vaccine Expectations Are Unrealistic (Podcast)  https://t.co/tF0SmHrMT2,[],6,Vaccination,6,0,-17.48050433,0,0,0,7.28761841,1,0,0
1.29E+18,14/8/20,20:05:35,The #vaccine for #covid19 has really been found. #singapore #tgif  https://t.co/t0xnkT3ksi,"['vaccine', 'covid19', 'singapore', 'tgif']",6,Vaccination,6,0,-14.21725486,3,0,0,24.1681395,3,0,0
1.29E+18,14/8/20,14:12:09,another blood test and another vaccine,[],6,Vaccination,6,0,-10.74436171,0,1,0,15.79657832,2,0,0
1.29E+18,12/8/20,23:03:17,I thought making vaccines was hard until I discovered Smirnoff.  #CoronavirusVaccine  https://t.co/F6lgQXNvld,['coronavirusvaccine'],10,Vaccination,10,0,-13.84087603,4,0,1,11.54854128,2,0,0
1.29E+18,12/8/20,10:06:33,Bill Gates will spend $150 million to cut COVID-19 VACCINE 💉 price to $3 per dose. #MassiveRespect 🙌,['massiverespect'],13,Vaccination,15,1,-13.27326168,2,0,0,7.28761841,1,0,0
1.29E+18,12/8/20,9:47:55,"#coronavirus #vaccine tracker. Researchers around the world are developing more than 165 #vaccines against the coronavirus, and 30 vaccines are in human trials.  https://t.co/1eeMBvK4in","['coronavirus', 'vaccine', 'vaccines']",18,Vaccination,20,1,-12.80267541,3,1,0,4.501253039,0,0,0
1.29E+18,11/8/20,22:14:19,"Russian vaccine skip one of the clinical trials(crucial part) which makes DU/3/0 and whoever will use it, a guinea pig 🥴",[],21,Vaccination,23,1,-12.11345088,3,1,0,8.69163941,1,0,0
1.29E+18,11/8/20,21:12:01,Russia 🇷🇺 launches 🚀 ‘World’s First COVID-19 vaccine’ 💉. 👏,[],7,Vaccination,6,0,-16.24398983,1,0,0,11.16142072,2,0,0
1.29E+18,11/8/20,15:49:26,@TirathAKATeddy Vaccine is a hoax and Donald Trump is a saviour sent by the Lord to liberate us from the sins of mankind. Waheguru,[],23,Vaccination,23,1,-11.37994657,3,1,1,4.581278055,0,0,0
1.29E+18,9/8/20,21:33:45,"Happy 55th Birthday Singapore 🥳  Singapore is marking National Day like no other. It is one of the toughest battle our nations has faced — when no vaccine is found yet, we have to be more vigilant. The battle ahead…  https://t.co/YB6BGrGKff",[],37,Vaccination,38,2,-11.56424782,9,2,2,4.470970715,0,0,0
1.29E+18,9/8/20,18:57:25,"The early-stage #clinicaltrial for a #COVID19 #vaccine has started in #Singapore, with the first vaccinations expected to be given to volunteers next week.  https://t.co/zdizZ9K3DT","['clinicaltrial', 'covid19', 'vaccine', 'singapore']",18,Vaccination,19,1,-12.35389751,5,1,0,5.679831818,1,0,0
1.29E+18,8/8/20,10:30:40,Early-stage coronavirus vaccine trial begins in Singapore  https://t.co/AmtCLZkmxq,[],6,Vaccination,7,0,-16.28567783,1,0,0,8.356286732,1,0,0
1.29E+18,6/8/20,15:55:10,Malaysia in talks with China over potential MOU for early access to COVID-19 vaccine: Science and technology minister  https://t.co/A8NJeFoNBY,[],18,Vaccination,18,1,-13.23464269,0,1,0,4.058908022,0,0,0
1.29E+18,5/8/20,5:47:02,Singapore Will Get First Claim to Any Successful Arcturus Vaccine  https://t.co/0YyVjBlWXn,[],10,Vaccination,10,0,-16.33343401,1,0,0,4.286987302,0,0,0
1.29E+18,5/8/20,5:47:01,Novavax Covid-19 Vaccine Shows Promise in Early Study  https://t.co/rD6Gpv5sD5,[],8,Vaccination,8,0,-17.53082454,0,0,0,6.111149617,1,0,0
1.29E+18,4/8/20,0:46:01,@Tharman_S Well said Sir . Also vaccine will only prevent future spreads . We anyway need to work at all levels to mitigate The Covid-19 effect on the society This requires action all across,[],31,Vaccination,31,2,-11.56059969,6,0,0,5.093688631,1,0,0
1.29E+18,3/8/20,16:15:11,"@MilkenInstitute Chairman, Mike Milken, speaking at the @sgfintechfest  Global Launch event said he believes a #Covid_19 vaccine will be discovered before the year end!   #vaccine #milken #BREAKING #FinTech #Singapore  https://t.co/AdpqoTvRHM","['covid_19', 'vaccine', 'milken', 'breaking', 'fintech', 'singapore']",21,Vaccination,21,1,-14.11910429,4,0,0,2.14937978,0,0,0
1.29E+18,3/8/20,12:26:27,"In the public imagination, the arrival of a coronavirus vaccine looms large: It’s the neat Hollywood ending to the grim and agonizing uncertainty of everyday life in a pandemic. However, the vaccine is going to be a rollout, not a thunderclap. 👇🏻👀",[],42,Vaccination,41,2,-10.83316021,5,1,0,3.44863697,0,0,1
1.29E+18,2/8/20,6:36:18,"Majority are excited on the vaccines. Meanwhile, Wokes are crying over gasoline 🙈😅",[],12,Vaccination,12,1,-11.86705703,4,0,0,11.54854128,2,0,0
1.29E+18,2/8/20,5:42:02,National Strategy Needed to Distribute Vaccine: Panetta  https://t.co/W2CwfK7FQa,[],7,Vaccination,7,0,-16.61363884,0,0,0,5.932111127,1,0,0
1.29E+18,1/8/20,15:29:50,People are free to choose which INFO to take away.  The Sobers: Vaccines The Wokes: Gasoline🔥,[],16,Vaccination,16,1,-12.76573356,3,0,0,11.94874885,2,0,0
1.29E+18,30/7/20,19:51:38,Has the vaccine been found already? #covid19 #singapore #socialdistancing  https://t.co/nUo6F4KBZy,"['covid19', 'singapore', 'socialdistancing']",6,Vaccination,6,0,-15.10938488,3,0,0,24.1681395,3,0,0
1.29E+18,30/7/20,19:16:38,If the vaccines are 100% successful by September I'd go around RP saying I'm retarded,[],12,Vaccination,15,1,-12.04477221,4,0,0,15.83767576,2,0,1
1.29E+18,28/7/20,1:08:35,Will Christopher Nolan save us all &amp; create the Covid-19 Vaccine? Will cinema return ceremoniously with the release of Tenet? Stay tuned.,[],21,Vaccination,22,1,-13.27862482,5,0,1,5.244301231,1,0,0
1.29E+18,27/7/20,19:34:30,Yesss!!! Congrats! Let’s hope it’s the COVID19 vaccine next! 🙌,[],11,Vaccination,9,0,-12.60072574,1,0,0,11.51657661,2,0,0
1.29E+18,27/7/20,17:52:54,@gmanews No  thank you if galing sa  china  ang  vaccine 👎,[],9,Vaccination,9,0,-16.55608483,1,1,1,11.51657661,2,0,0
1.29E+18,26/7/20,16:33:56,Flattening the curve and having no new cases doesn’t mean there will be no new cases. It’s not over until there is an effective vaccine. Please wear mask and be vigilant. 🙏🏼,[],33,Vaccination,31,2,-10.71650843,7,2,0,8.147436126,1,0,1
1.29E+18,25/7/20,23:17:48,@iSinghApurva Wat nonsense this guy is ... whole world is working for vaccine but not able to find it so far and this blue guy is blaming mr Modi for vaccine .. wat to say ... how people elect these kind of people .. @AshwaniKrPatial,[],39,Vaccination,39,2,-11.90717182,8,2,0,3.429347414,0,0,0
1.29E+18,24/7/20,12:49:26,Can someone get Taylor Swift fans behind COVID-19 efforts because with all this sleuthing they’d be able to find a vaccine faster than Harvard scientists,[],26,Vaccination,25,1,-12.37035554,4,0,0,5.244301231,1,0,0
1.29E+18,24/7/20,3:11:43,as they should till the vaccine has been found and proven that it works and being handed out to the public.,[],21,Vaccination,21,1,-9.386717102,8,1,0,24.1681395,3,1,0
1.29E+18,23/7/20,6:48:54,Coronavirus: What I learnt in Oxford’s vaccine trial  https://t.co/JYl3KYZ1BJ via @BBC_Future  There is hope!,[],13,Vaccination,12,1,-15.0507933,2,0,1,9.026992087,1,0,0
1.29E+18,20/7/20,21:53:12,BBC News - Coronavirus: Oxford vaccine can train immune system  https://t.co/LTqzbVs5yS,[],9,Vaccination,10,0,-15.90533571,1,0,0,6.111149617,1,0,0
1.28E+18,18/7/20,23:37:55,pls just someone find the vaccine for covid i really want go for the theemati this year,[],17,Vaccination,17,1,-11.96503414,2,0,1,5.093688631,1,0,0
1.28E+18,17/7/20,0:09:42,"@PDChina If the natural disease COVID-19 doesn’t produce lasting antibodies, how can vaccines help?  Vaccines are made from modified virus 🤣",[],20,Vaccination,19,1,-13.18865424,4,0,0,5.110611106,1,0,0
1.28E+18,15/7/20,21:20:15,"@bridgettebtweet In singapore, it’s under control and retail is open, still mask on. Being a healthcare worker for me life is same at work... hope the vaccine comes soon.",[],29,Vaccination,28,2,-11.30891648,6,2,1,4.415891964,0,0,0
1.28E+18,12/7/20,22:50:43,This is good news. Hopefully we can quickly come up with more protocols for managing Covid19 at it's various stages. Helps buy us time while a vaccine is worked on.,[],29,Vaccination,30,2,-11.04584183,6,1,2,6.111149617,1,0,0
1.28E+18,11/7/20,12:56:40,"I know this is an unpopular opinion. Everyone on Yong Siak street on a weekend, it is still fucking Dorscon Orange. It is still fucking COVID-19. This weekend, and all the other weekends until a vaccine is guaranteed to work, will be different from all the weekends before. TMD!!",[],49,Vaccination,49,2,-11.04383791,10,3,0,3.284278889,0,0,0
1.28E+18,11/7/20,4:34:40,i honestly hope the vaccine for the covid-19 will be found asap so we can all attend rallies for GE2025!!! i wanna experience the vibeeeees,[],24,Vaccination,25,1,-12.41005716,6,0,1,8.963978707,1,0,0
1.28E+18,9/7/20,10:24:00,i don’t do vaccines and now i’ve taken literally 3 in a span of a 1 week🌚,[],17,Vaccination,17,1,-10.89949105,3,1,0,11.54854128,2,0,0
1.28E+18,4/7/20,11:08:34,"""The world does not have the manufacturing capacity for billions of doses at the moment...  If we have a 70 per cent effective vaccine, I think I would consider that a big success.''",[],32,Vaccination,34,2,-9.980706667,5,0,2,4.581278055,0,0,0
1.28E+18,4/7/20,4:51:02,U.K. Considers Joining EU Virus Vaccine Drive in Race for Supply  https://t.co/2d7f9Ux3gP,[],12,Vaccination,12,1,-15.13586313,0,0,0,4.452373394,0,0,0
1.28E+18,2/7/20,4:47:02,Flood of July Vaccine Data Starts on Pfizer Positive Note  https://t.co/FhjrprDiPY,[],10,Vaccination,10,0,-15.81933138,0,0,0,4.323468733,0,0,0
1.28E+18,1/7/20,10:04:36,@jeethin97 Create the virus and sell the vaccine.  Auto-rich 😂,[],7,Vaccination,8,0,-12.53559663,2,1,0,15.30404726,2,0,0
1.28E+18,24/6/20,8:42:51,"The virus didn't change, it's as 'deadly' as it is, still no vaccine, still as infectious as ever. Our perception of it change as more information surface and how media portray the issue. Perception may not be the reality, but it has a much bigger impact than you think",[],47,Vaccination,49,2,-10.27236565,6,3,1,3.788028306,0,0,0
1.28E+18,22/6/20,17:52:05,"Please be vigilant, all of us are not in the clear yet as long as there is no vaccine for COVID19.",[],21,Vaccination,21,1,-10.04762724,3,1,1,24.1681395,3,0,0
1.27E+18,21/6/20,8:32:01,@TheStalwart you see what happening. there r no permanent antibodies means no vaccines and there r new sub species emerging that can be carriers but virus is harmless to them. it’s a beautiful work of nature called evolution. humans have to evolve in covid-humans,[],43,Vaccination,43,2,-11.67690413,12,2,0,3.551642379,0,0,0
1.27E+18,21/6/20,8:31:36,you see what happening. there r no permanent antibodies means no vaccines and there r new sub species emerging that can be carriers but virus is harmless to them. it’s a beautiful work of nature called evolution. humans have to evolve in covid-humans,[],43,Vaccination,43,2,-11.41443339,12,2,0,3.96074502,0,0,0
1.27E+18,21/6/20,3:30:11,Just hoping everybody here in singapura is safe till the antidote/vaccine is out.,[],14,Vaccination,14,1,-12.06646101,3,0,0,25.06360687,3,0,0
1.27E+18,20/6/20,20:12:08,"It's interesting to see how malls are busy again post circuit breaker, people just have that hunger to go out, consume, and socialize despite still no vaccine and virtually nothing has changed pre lockdown except a better understanding of the virus",[],40,Vaccination,41,2,-11.68049251,7,2,0,3.203185868,0,0,0
1.27E+18,17/6/20,20:04:40,"I’m going to spoil something for you, there’s no vaccine, you might die of Covid-19, take care of your hygiene.",[],22,Vaccination,20,1,-11.33951171,4,0,2,11.51657661,2,0,0
1.27E+18,17/6/20,13:15:06,ARE U F U KI NG KIDDING ME IM GETTING A VACCINE ON THE DAY CIRCUIT BREAKER IS OVER????????? that’s it. i’m done. we are living in a simulation,[],31,Vaccination,29,2,-14.91861208,4,0,1,1.780659981,0,0,0
1.27E+18,17/6/20,2:11:11,Just finished watching two seasons of ‘Kingdom’ in the era of a pandemic with no vaccines as of yet. What a surreal experience.,[],23,Vaccination,23,1,-10.6120069,2,0,0,8.990131623,1,0,0
1.27E+18,16/6/20,4:15:02,Early Vaccines May Not Prevent Infection  https://t.co/APtu2Wa2R6,[],6,Vaccination,6,0,-16.55149172,0,0,0,8.990131623,1,0,0
1.27E+18,15/6/20,23:40:26,Moderna has outlined plans for phase 3 clinical trials for its Covid-19 vaccine. $MRNA @MadMoneyOnCNBC @jimcramer any suggestions? Thanks,[],16,Vaccination,17,1,-14.34458041,2,0,0,4.058908022,0,0,0
1.27E+18,14/6/20,12:22:26,"The word ‘vaccine’ comes from the Latin word for cow, vaca. Because early smallpox vaccines needed a little help from sick cows and milkmaids.   https://t.co/PyZ2SZ7dWq  https://t.co/DS6cndEW41",[],24,Vaccination,24,1,-13.80628082,2,1,0,3.284278889,0,0,0
1.27E+18,13/6/20,19:34:38,Don’t know about covid19 but @PAFC have a corvid 20 vaccine.   #AFLPowerCrows,['aflpowercrows'],10,Vaccination,10,0,-13.74481507,2,1,0,8.963978707,1,0,0
1.27E+18,13/6/20,12:01:44,"Stages of Covid-19 vaccine development:  1. Exploratory 2. Pre-clinical (J&amp;J, Merck, Sanofi/GSK) 3. Human trials  - Phase I (Inovio)  - Phase II (Moderna, BioNTech/Pfizer)  - Phase III (Oxford/AZ) 4. Approval 5. Mass production  #Nifty #Market #StockMarket #sharemarket #NSE #BSE","['nifty', 'market', 'stockmarket', 'sharemarket', 'nse', 'bse']",28,Vaccination,38,2,-16.97200722,0,0,1,1.742850508,0,0,0
1.27E+18,12/6/20,19:30:02,COVID-19 vaccine development in Singapore  https://t.co/ZZe51Fpvi2 via @YouTube,[],6,Vaccination,6,0,-15.39968126,0,0,0,8.62862603,1,0,0
1.27E+18,11/6/20,10:42:21,We need a vaccine already!,[],5,Vaccination,5,0,-9.821760042,1,0,0,46.1009246,4,0,0
1.27E+18,9/6/20,21:56:36,"let’s face it, the reality of the situation we are in now, we gotta accept that we can NEVER go back to how life was before covid came, we gotta get used to the new norms and change the way we live..until there’s a vaccine for covid (which will take awhile) this is just how it is",[],60,Vaccination,58,3,-10.33612147,13,1,1,3.506399235,0,0,1
1.27E+18,7/6/20,6:48:57,I’m already at the stage where all other news of covid-19 don’t matter to me except the vaccine. Wake me up when covid ends!,[],26,Vaccination,24,1,-11.09328242,0,1,2,6.111149617,1,0,0
1.27E+18,6/6/20,12:21:16,"@IFPMA commits to “deliver safe, quality, effective, and affordable COVID-19 vaccines to all.”  https://t.co/cBr1cutRyp #LeaveNoOneBehind #HealthForAll","['leavenoonebehind', 'healthforall']",12,Vaccination,12,1,-15.04778217,1,1,0,5.261223706,1,0,0
1.27E+18,6/6/20,12:18:15,"Gavi, The Vaccine Alliance Receives Big Private Industry Funding Commitments - Ahead Of Pledging Summit  https://t.co/4raqOuQBhY #HealthForAll #LeaveNoOneBehind","['healthforall', 'leavenoonebehind']",14,Vaccination,15,1,-18.45916025,0,0,0,2.75247948,0,0,0
1.27E+18,5/6/20,19:17:58,U.S. has highest 42 vaccines being developed!,[],7,Vaccination,8,0,-11.59182231,3,0,0,46.19681863,4,0,0
