,Threads,Thread Datetime,Comments,Comment Datetime,num_words
2232,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,laopokcar_g wrote: You really not very smart hor? Is the knife designed to cut meat or kill someone? It will only register in his brain when the knife kills someone in front of him. Othewise it's just a butcher knife and gosh how can anyone think it can actually cut a human being.,2021-04-01 16:55:00,51
2233,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Earthling wrote: Proximity data only, also not location specific like GPS. Why everyone so against? Always got chance to laugh at naive sinkies...",2021-04-01 16:55:00,23
2234,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: Why dont you answer mine instead since this is a claim that you have been perpetuating previously. The government will use Tracetogether for the sole purpose of contact tracing. Yes/no? Please answer the question. If SPF can use it, you count SPF as part of gov, then the answer is no?",2021-04-01 16:56:00,54
2235,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,eclipsemints wrote: I will ask you again. Is the TT token designed to fight covid by providing easier contact tracing? Or is TT designed to invade our privacy and for government to misuse and track people with impunity? Please answer the question. Can you show any evidence the TT token has fought COVID as you claimed?,2021-04-01 16:56:00,56
2236,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Perisher wrote: If SPF can use it, you count SPF as part of gov, then the answer is no? SPF not government run then is your father open one? Are you trying to insinuate SPF is a private entity?",2021-04-01 16:57:00,39
2238,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Poomer wrote: SPF not government run then is your father open one? Are you trying to insinuate SPF is a private entity? Read again.,2021-04-01 16:59:00,24
2239,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Perisher wrote: Always got chance to laugh at naive sinkies... Already explained how you exact location can be gathered by putting fixed bluetooth devices at fixed points islandwide.,2021-04-01 17:00:00,28
2240,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,laopokcar_g wrote: You really not very smart hor? Is the knife designed to cut meat or kill someone? Depends it is used by PAP or WP?,2021-04-01 17:01:00,25
2241,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Perisher wrote: Read again. I did, why dont you reread what you said instead. Mebbe i count wrong and SPF is not a government organisation no?",2021-04-01 17:01:00,26
2242,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Poomer wrote: Already explained how you exact location can be gathered by putting fixed bluetooth devices at fixed points islandwide. I didn\x92t disagree.,2021-04-01 17:02:00,23
2243,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,coldish wrote: Depends it is used by PAP or WP? Ya white is pure and never corrupt. Always honest and clean.,2021-04-01 17:02:00,21
2244,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: I did, why dont you reread what you said instead. No? You probably need to read thrice then. I didn\x92t disagree with you.",2021-04-01 17:02:00,25
2245,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Perisher wrote: You probably need to read thrice then. I didn\u2019t disagree with you. He's on a roll. Best let it run its course.,2021-04-01 17:03:00,23
2246,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Perisher wrote: You probably need to read thrice then. I didn\x92t disagree with you. Wah lau, you word it machiam like I count it as government, but it possibly is not. How would I know what you trying to put across...",2021-04-01 17:04:00,41
2247,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Poomer wrote: Why dont you answer mine instead since this is a claim that you have been perpetuating previously. The government will use Tracetogether for the sole purpose of contact tracing. Yes/no? Please answer the question. Answer is yes. You dare to answer my question?,2021-04-01 17:05:00,46
2248,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Poomer wrote: Already explained how you exact location can be gathered by putting fixed bluetooth devices at fixed points islandwide. And throughly debunked lol.,2021-04-01 17:06:00,24
2249,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"eclipsemints wrote: Answer is yes. You dare to answer my question? Erm how does that work, government just expressly said they can use it for other purposes and you said they will only use it for contact tracing? Singapore Police Force can obtain TraceTogether data for criminal investigations: Desmond Tan https://www.channelnewsasia.com/news...id-19-13889914",2021-04-01 17:07:00,50
2250,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,eclipsemints wrote: And throughly debunked lol. How so? Last i check nobody was able to debunk the possibility of a future event that may or may not happen.,2021-04-01 17:08:00,28
2251,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: Erm how does that work, government just expressly said they can use it for other purposes and you said they will only use it for contact tracing? Singapore Police Force can obtain TraceTogether data for criminal investigations: Desmond Tan https://www.channelnewsasia.com/news...id-19-13889914 don't keep evading my questiom lah lol. Don't dare to answer my question then no need to argue liao. Just shows your narrative is totally false lol",2021-04-01 17:09:00,66
2252,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,eclipsemints wrote: I will ask you again. Is the TT token designed to fight covid by providing easier contact tracing? Or is TT designed to invade our privacy and for government to misuse and track people with impunity? Please answer the question. This is a loaded question plus false dilemma all-in-one,2021-04-01 17:09:00,50
2253,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Poomer wrote: How so? Last i check nobody was able to debunk the possibility of a future event that may or may not happen. err already did so when all the technical hocus pocus you dreamt of are all throughly debunked.,2021-04-01 17:10:00,41
2254,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"eclipsemints wrote: I will ask you again. Is the TT token designed to fight covid by providing easier contact tracing? Or is TT designed to invade our privacy and for government to misuse and track people with impunity? Please answer the question. Is the TT token designed to fight covid by providing easier contact tracing? I'm not the designer, I wouldn't know. Furthermore, they is zero evidence that TT is able to fight covid unless you want to make some up yourself. Or is TT designed to invade our privacy and for government to misuse and track people with impunity? As I said earlier, I'm not the designer, how would I know. But yes the possibility is there that our privacy can be invaded and the government is able to use it beyond it's original said purposes. Like for example police investigations? (Oh wait they just announced this today) So yes it is being misused. There answered for ya.",2021-04-01 17:12:00,155
2255,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Duncallmebro wrote: This is a loaded question plus false dilemma all-in-one how is it loaded when this thread is all about spreading the narrative government is using TT to track and miss use it lol. simple article you guys can try to twist it.,2021-04-01 17:12:00,43
2256,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"simpur sexplanation: SPF got guns, MOH no guns xiaoping comrade said power comes out of gun barrels",2021-04-01 17:12:00,17
2257,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: Is the TT token designed to fight covid by providing easier contact tracing? I'm not the designer, I wouldn't know. Furthermore, they is zero evidence that TT is able to fight covid unless you want to make some up yourself. Or is TT designed to invade our privacy and for government to misuse and track people with impunity? As I said earlier, I'm not the designer, how would I know. But yes the possibility is there that our privacy can be invaded and the government is able to use it beyond it's original said purposes. Like for example police investigations? (Oh wait they just announced this today) So yes it is being misused. There answered for ya. Err you didn't answer the question lol.",2021-04-01 17:13:00,121
2258,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,eclipsemints wrote: err already did so when all the technical hocus pocus you dreamt of are all throughly debunked. Erm that wasnt me pal. You got the wrong guy. And I distinctly remember you challenging some technical data that other edmwers provided. Furthermoret you were also unable to provide any technical data to conclusively prove it was an impossible effort.,2021-04-01 17:14:00,60
2259,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,eclipsemints wrote: Err you didn't answer the question lol. You ask me what is the purpose it is designed for. Do i look like I work in Govtech? How would I know? I suggest you ask Li Hongyi instead.,2021-04-01 17:15:00,38
2260,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,I cannot explain it to you. I just don\x92t like it. It doesn\x92t have to be logical or rational.,2021-04-01 17:16:00,19
2261,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,eclipsemints wrote: how is it loaded when this thread is all about spreading the narrative government is using TT to track and miss use it lol. simple article you guys can try to twist it. It's loaded because the narratives are already crafted for the person you are asking,2021-04-01 17:17:00,48
2262,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Duncallmebro wrote: This is a loaded question plus false dilemma all-in-one I'm not the designer, so I wouldn't pretend to know what it is designed for.",2021-04-01 17:19:00,23
2263,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Why quibble about whether the TT is used by police or not? Knowing the govt, they will use any means and not disclose. A little surprised that they admitted in parliament though. A pap MP asked the question that caused Desmond to reply leh. And if somebody wants to track your location, why don't they use handphone towers? Isn't that better than TT data that supposedly expires after a few weeks.",2021-04-01 17:21:00,69
2264,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: You ask me what is the purpose it is designed for. Do i look like I work in Govtech? How would I know? I suggest you ask Li Hongyi instead. Perhaps another question should be, what are you fearful that it would be used as?",2021-04-01 17:22:00,47
2265,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"nod32fan wrote: Why quibble about whether the TT is used by police or not? Knowing the govt, they will use any means and not disclose. A little surprised that they admitted in parliament though. A pap MP asked the question that caused Desmond to reply leh. And if somebody wants to track your location, why don't they use handphone towers? Isn't that better than TT data that supposedly expires after a few weeks. I think the scalability is the impt point. Sure you can track 100 people, but can they track 1 million without overloadiing the current system? But now TT can be used as a baseliine with your 14 day travel history. Erm yes? Even in Infernal affairs like 20 years ago movie, the bad guys already off their HP when doing case.",2021-04-01 17:26:00,128
2266,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Duncallmebro wrote: Perhaps another question should be, what are you fearful that it would be used as? I'm fearful that this will lead to further erosion of our civil liberties and privacies as Singaporeans. This is a slippery slope and once lost will likely never be returned back to us. Furthermore, I would like to point out that once again, the government is infringing on our privacies for X purpose, yet use it for Y purpose. Yet when promoting everyone to use it for X purpose, they said it will only be used for X purpose only. Yet it was a lie.",2021-04-01 17:28:00,101
2267,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"nod32fan wrote: Why quibble about whether the TT is used by police or not? Knowing the govt, they will use any means and not disclose. A little surprised that they admitted in parliament though. A pap MP asked the question that caused Desmond to reply leh. And if somebody wants to track your location, why don't they use handphone towers? Isn't that better than TT data that supposedly expires after a few weeks. Phone towers not so accurate for indoors multi storey building. Salting the land with HardwareZone Forums app",2021-04-01 17:28:00,88
2269,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Btw any other countries using similar tracking devices? Especially those human rights amdk countries,2021-04-01 17:42:00,14
2270,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,From \x93The government is not interested in tracking u\x94 To \x93If the government really want to track u they can just track your phone y bother make app or token\x94 To \x93Y u afraid of being tracked if u not criminal? The government only want to track criminals\x94 To \x93If never track everyone how to know who is criminal????\x94 To.... be continued,2021-04-01 17:48:00,58
2271,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Poomer wrote: You ask me what is the purpose it is designed for. Do i look like I work in Govtech? How would I know? I suggest you ask Li Hongyi instead. see? cannot answer the question directly only seek to evade You keep claiming government can use TT to invade privacy and track people for nefarious reasons but cannot provide answer when asked for intent. This alone already piciaked your narrative lobang liao. Poomer wrote: Erm that wasnt me pal. You got the wrong guy. And I distinctly remember you challenging some technical data that other edmwers provided. Furthermoret you were also unable to provide any technical data to conclusively prove it was an impossible effort. Eh hello? it's you guys who are claiming this and that of course it's you who is supposed to provide evidence not me. I ask for transmitter power and your so called computer sexpert friend gave me antenna attenuation And you guys think no one is the wiser lol...,2021-04-01 17:53:00,164
2272,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"They said it will only be used for covid contact tracing. But it's not the case, and SPF can use it for tracking criminal cases. This is actually fine, but should have just said so from the beginning. Why hide this info I don't understand.",2021-04-01 18:07:00,43
2273,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: I'm fearful that this will lead to further erosion of our civil liberties and privacies as Singaporeans. This is a slippery slope and once lost will likely never be returned back to us. Furthermore, I would like to point out that once again, the government is infringing on our privacies for X purpose, yet use it for Y purpose. Yet when promoting everyone to use it for X purpose, they said it will only be used for X purpose only. Yet it was a lie.",2021-04-01 18:08:00,86
2274,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"actually if the govt wants, this tt thing can track you without even getting hold of your token or app data. how? by installing lots of tokens everywhere strategically, then every time someone using TT is closeby these strategic tokens register that person as close contact. so all they need is access to these strategic tokens, not yours.",2021-04-01 18:15:00,58
2275,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"zeroman wrote: actually if the govt wants, this tt thing can track you without even getting hold of your token or app data. how? by installing lots of tokens everywhere strategically, then every time someone using TT is closeby these strategic tokens register that person as close contact. so all they need is access to these strategic tokens, not yours. SGSecure to access TraceTogether data on the device. All the maintenance cost bared by the kumgong user with both apps installed. And its very PAPish.",2021-04-01 18:31:00,85
2276,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,eclipsemints wrote: see? cannot answer the question directly only seek to evade You keep claiming government can use TT to invade privacy and track people for nefarious reasons but cannot provide answer when asked for intent. This alone already piciaked your narrative lobang liao. Eh hello? it's you guys who are claiming this and that of course it's you who is supposed to provide evidence not me. I ask for transmitter power and your so called computer sexpert friend gave me antenna attenuation And you guys think no one is the wiser lol... What\x92s your question again?,2021-04-01 18:40:00,95
2277,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Once again the usual experts here....,2021-04-01 18:50:00,6
2278,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"TurboBumbleBee wrote: From \x93The government is not interested in tracking u\x94 To \x93If the government really want to track u they can just track your phone y bother make app or token\x94 To \x93Y u afraid of being tracked if u not criminal? The government only want to track criminals\x94 To \x93If never track everyone how to know who is criminal????\x94 To.... be continued Beware, Tech Abandoners. People Without Facebook Accounts Are 'Suspicious.' https://www.forbes.com/sites/kashmir...re-suspicious/",2021-04-01 19:02:00,69
2279,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"eclipsemints wrote: see? cannot answer the question directly only seek to evade You keep claiming government can use TT to invade privacy and track people for nefarious reasons but cannot provide answer when asked for intent. This alone already piciaked your narrative lobang liao. Eh hello? it's you guys who are claiming this and that of course it's you who is supposed to provide evidence not me. I ask for transmitter power and your so called computer sexpert friend gave me antenna attenuation And you guys think no one is the wiser lol... Not evading. Your question so high level I\x92m afraid im in no position to answer. Seriously the purpose of tracetogether only govtech knows since they create it. why you come edmw to ask for answers? it is already a fact that TT can be used by the government for other purposes beyond ctc tracing and the government already admitted so in parliament so what you want? try to downplay the facts? Eh hello, only people must provide evidence but you no need. so that you can tell yourself you made a convincing argument to rebut? impressive man? ownself convince ownself. really lol logic",2021-04-01 19:11:00,194
2281,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,further erosion of your civil rights? guys we traded those away a long long time ago in exchange for fairly little. 1984 is basically the playbook of the pappies cept they did it even better... we crave control... order... making sense of the chaos,2021-04-01 19:13:00,43
2282,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Perisher wrote: What\u2019s your question again? trap question, damn obvious. Poomer wrote: Is the TT token designed to fight covid by providing easier contact tracing? I'm not the designer, I wouldn't know. Furthermore, they is zero evidence that TT is able to fight covid unless you want to make some up yourself. Or is TT designed to invade our privacy and for government to misuse and track people with impunity? As I said earlier, I'm not the designer, how would I know. But yes the possibility is there that our privacy can be invaded and the government is able to use it beyond it's original said purposes. Like for example police investigations? (Oh wait they just announced this today) So yes it is being misused. There answered for ya. i answered him so nicely and he not happy he cannot trap me so claim im not answering.",2021-04-01 19:14:00,143
2283,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,So TT will track location ???,2021-04-01 19:14:00,5
2284,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"UptheToon wrote: They said it will only be used for covid contact tracing. But it's not the case, and SPF can use it for tracking criminal cases. This is actually fine, but should have just said so from the beginning. Why hide this info I don't understand. Cos that time elections mah",2021-04-01 19:15:00,50
2285,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,All those chongsters going to illegal ktv events better leave their trace together tokens at home and uninstall the app. Posted from PCWX using SM-G988B,2021-04-01 19:18:00,24
2286,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Poomer wrote: SPF not government run then is your father open one? Are you trying to insinuate SPF is a private entity? Eh don\x92t shoot people on the same side,2021-04-01 19:27:00,30
2287,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Mystyque wrote: Eh don\x92t shoot people on the same side l thought he want gl ma lol,2021-04-01 19:29:00,17
2288,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,CNY better all guai guai stay at home. dont happy happy think gathering of more than 8 pax is safe. now no need to post pic on social media also can get exposed by TT liao,2021-04-01 19:33:00,35
2289,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Mystyque wrote: Eh don\x92t shoot people on the same side Pap ibs laughing at yall liao,2021-04-01 19:37:00,16
2290,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,In this era of big data. Just combine TT and safe entry data can see alot already.,2021-04-01 19:43:00,17
2291,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Iamnobodyla wrote: So TT will track location ??? Quote: https://forums.hardwarezone.com.sg/1...64-post25.html Gixxerfied wrote: This below... Quote: Dr Michael Veale, a digital rights expert at University College London, warns of the potential for mission creep. He gives an example in which a government struggling against Covid-19 might want to enforce quarantine control. It could do so, he says, by fitting Bluetooth sensors to public spaces to identify dongle users who are out and about when they should be self-isolating at home. ""All you have to do is install physical infrastructure in the world and the data that is collecting can be mapped back to Singapore ID numbers,"" he explains. ""The buildability is the worrying part."" from big black clock wor https://www.bbc.com/news/technology-53146360",2021-04-01 19:46:00,115
2292,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"ridiculous? wrote: Beware, Tech Abandoners. People Without Facebook Accounts Are 'Suspicious.' https://www.forbes.com/sites/kashmir...re-suspicious/ Heng I got open facebook account to beo chiobu",2021-04-01 19:49:00,20
2293,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,where are the IBs? emergency meeting?,2021-04-01 19:53:00,6
2294,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"nod32fan wrote: Why quibble about whether the TT is used by police or not? Knowing the govt, they will use any means and not disclose. A little surprised that they admitted in parliament though. A pap MP asked the question that caused Desmond to reply leh. And if somebody wants to track your location, why don't they use handphone towers? Isn't that better than TT data that supposedly expires after a few weeks. A lot of people, if not all adults, are already aware that phones can be tracked. If even movie criminals know they need to turn off phone, remove battery or don't carry phone, obviously real criminals would know as much if not better. With TT, since they need to have it to enter buildings and other places, it offers another possible channel of tracking. So the persons would either need to have a shielded box to keep their TT when needed, or conduct their activity in isolated location. In which case other methods of tracking becomes more effective. Also of importance is the proximity information, reasonable case can be established that two persons were in close contact, i.e. X cannot say he was simply passing by Y if TT information showed they were within 1m proximity for more than a minute. Lastly, TT is likely more useful for unplanned crimes like a spur of the moment robbery or rape than pre-mediated crimes like drug trafficking.",2021-04-01 19:56:00,234
2295,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,the real intention is out lol,2021-04-01 19:57:00,6
2296,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Earthling wrote: Proximity data only, also not location specific like GPS. Why everyone so against? Well. Cow wouldn't complain when they are tagged. Make sense.",2021-04-01 19:57:00,24
2297,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Yea... phone all these can trace and tracked... yes... but I happy pay service provider if anything they still can dig out my data send to police or court order if necessary... but this stupid tt is I dun even wan ... force me take nevermind still wan to track and trace me... then wan to bluff me somemore... how to use happily?  Really buay song but too small fry to affect them la...  LIAR,2021-04-01 20:02:00,74
2298,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Poomer wrote: Not evading. Your question so high level I\u2019m afraid im in no position to answer. Seriously the purpose of tracetogether only govtech knows since they create it. why you come edmw to ask for answers? it is already a fact that TT can be used by the government for other purposes beyond ctc tracing and the government already admitted so in parliament so what you want? try to downplay the facts? Eh hello, only people must provide evidence but you no need. so that you can tell yourself you made a convincing argument to rebut? impressive man? ownself convince ownself. really lol logic ya ya ya... :s8",2021-04-01 20:12:00,108
2301,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,This should b strictly for covid....  even if they(police) can extract the data.  They should not be able to do so.   If not everything suka suka can jus take...  no control?  Wah... can anyhow wan?,2021-04-01 20:42:00,36
2303,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"XiaoJinLing wrote: This should b strictly for covid....  even if they(police) can extract the data.  They should not be able to do so.   If not everything suka suka can jus take...  no control?  Wah... can anyhow wan? Not suka suka lah, must provide a legit reason like ""X is suspected to have commited a crime and therefore we need TT information to verify his movements and who he has come into contact with"" cannot just suka suka say ""we want TT information""",2021-04-01 21:36:00,83
2304,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Dun use lor, very simple. Once covid over, throw away. Settle",2021-04-01 22:37:00,11
2305,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"TS, I install a spycam in your bathroom can?  Is to ensure your safety, you know lah, in case you slip and fall, I know.",2021-04-01 22:40:00,25
2306,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Crossbow Hunter wrote: TS, I install a spycam in your bathroom can?  Is to ensure your safety, you know lah, in case you slip and fall, I know. just to be sure, data is still kept private right? only during slip and fall will take the spycam footage to view also if there's a burglary, will not hesitate to use the footage but just to be sure, we will keep monitoring the footage in case of slip and fall or even burglary",2021-04-01 23:25:00,81
2307,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,How is the proximity data gonna be utilized for police investigation ? Posted from PCWX using Celcom,2021-04-01 23:53:00,16
2308,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Say they catch a drug seller, they take his proximity data from his token and investigate everyone he came into contact lor.  So maybe u get call to police station for investigation cause u came into contact with him, maybe subjected to drug test for suspect drug usage.",2021-04-01 23:59:00,48
2309,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Sinkies really very boliao, everything also want to argue. Care so much about human rights just like the angmoh duki, who refused to wear masks because they think that it is their 'divine' rights not to do so. The consequence is not only do they harm themselves but their selfishness sabotaged everyone else.",2021-05-01 00:20:00,53
2310,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"It is a matter of checks and balance, u give the government too much power and u get the case of China where they can just arrest any dissents, track anyone, punish anyone they want thru their social credit system.",2021-05-01 00:27:00,40
2311,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Insecure wheels: Police turn to car data to destroy suspects' alibis Looser privacy standards for vehicle data are a treasure chest of data for law enforcement. https://www.nbcnews.com/news/amp/ncna1251939,2021-05-01 07:01:00,26
2312,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Jackrhino wrote: It is a matter of checks and balance, u give the government too much power and u get the case of China where they can just arrest any dissents, track anyone, punish anyone they want thru their social credit system. And north korea. We are actually catching up to china and north korea in terms of dictatorship and tyranny.",2021-05-01 07:12:00,61
2313,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,we are like frogs in the boiling water. you never realise until all your rights and privacy are taken away,2021-05-01 07:15:00,20
2314,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,AntiFakeNews wrote: Bbfa weekend no where go stuck at home can only watch movies. Too much movies make them think too much. As if Govt interested in their location. Another naive 61% one spotted.,2021-05-01 07:33:00,33
2315,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"blasterlord2 wrote: Sinkies really very boliao, everything also want to argue. Care so much about human rights just like the angmoh duki, who refused to wear masks because they think that it is their 'divine' rights not to do so. The consequence is not only do they harm themselves but their selfishness sabotaged everyone else. Another naive one spotted. How many are there?",2021-05-01 07:35:00,63
2316,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"I just caught on to the news so not very clear. So let's say, my house Kena broke into and things got stolen. Now police is able to know and track who did it? Isn't it better for the ordinary law abiding citizens? Sorry really just saw the news and realized it's a big commotion in edmw. So I wanted to understand more.",2021-05-01 07:40:00,60
2317,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"AuraKUPO wrote: I just caught on to the news so not very clear. So let's say, my house Kena broke into and things got stolen. Now police is able to know and track who did it? Isn't it better for the ordinary law abiding citizens? Sorry really just saw the news and realized it's a big commotion in edmw. So I wanted to understand more. why not just put a public cctv in your house linked to police HQ. that way you will be safe forever",2021-05-01 07:54:00,83
2318,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"Tbh, i don't give a **** as long as it's free. And don't turn around and tell me it's my tax $. I don't buy into that argument either . Sent from  Toilet While Making Cake.  using GAGT",2021-05-01 07:56:00,30
2319,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,Partof the 23k given to each citizen... ?,2021-05-01 07:58:00,6
2320,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"networked wrote: Tbh, i don't give a **** as long as it's free. And don't turn around and tell me it's my tax $. I don't buy into that argument either . Sent from  Toilet While Making Cake.  using GAGT Then why are you posting here in this thread if you truly don't give a ****? AuraKUPO wrote: I just caught on to the news so not very clear. So let's say, my house Kena broke into and things got stolen. Now police is able to know and track who did it? Isn't it better for the ordinary law abiding citizens? Sorry really just saw the news and realized it's a big commotion in edmw. So I wanted to understand more. Naive underlying presumption that the perpetrator will have an active device when commiting the act. And how are ""law abiding citizens"" related to this? Also, prevention is better than cure. Only retards like you willingly get youself robbed and infected so that you can wait and hope for a cure",2021-05-01 08:15:00,158
2321,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,I want to collect but CC say out of stock how ar?,2021-05-01 08:19:00,12
2322,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,"AuraKUPO wrote: I just caught on to the news so not very clear. So let's say, my house Kena broke into and things got stolen. Now police is able to know and track who did it? Isn't it better for the ordinary law abiding citizens? Sorry really just saw the news and realized it's a big commotion in edmw. So I wanted to understand more. The criminal might gain access to your house through your bedrooms or toilets so it would be better if we put CCTV into all these rooms and record 24/7 into storage somewhere. We promise to not to look at or share any clips of your women folk naked or when you are having sex. The videos will purely be for criminal identification. Don\x92t worry about it if two months later if MCYS say they are allowed to view these clips to gain insights into citizen reproductive behavior. Don\x92t worry if six months later...",2021-05-01 08:50:00,154
2323,Why is EDMW so against tracetogether token? Proximity data only wad,2021-07-02 12:54:00,AntiFakeNews wrote: Do no wrong get scared police check your location for what? Internet has been tracking your life why you no stop using internet? Too many Jason Bourne movies? Why do you use an online name instead of your real name on this forum? Did you do something wrong and scared people know who you are?,2021-05-01 09:12:00,57
